***************
** Arguments **
***************
dataset_config_file: configs/datasets/eurosat.yaml
epoch [15/300] batch [1/1] loss 0.7393 (0.7393) acc 82.5000 (82.5000) loss_ce 0.7386 (0.7386) data_term 0.7386 (0.7386) kl_term 0.0006 (0.0006) eta 0:00:01
epoch [16/300] batch [1/1] loss 0.8923 (0.8923) acc 72.5000 (72.5000) loss_ce 0.8915 (0.8915) data_term 0.8915 (0.8915) kl_term 0.0008 (0.0008) eta 0:00:01
epoch [17/300] batch [1/1] loss 0.8050 (0.8050) acc 73.7500 (73.7500) loss_ce 0.8040 (0.8040) data_term 0.8040 (0.8040) kl_term 0.0010 (0.0010) eta 0:00:01
epoch [18/300] batch [1/1] loss 0.8870 (0.8870) acc 71.2500 (71.2500) loss_ce 0.8858 (0.8858) data_term 0.8858 (0.8858) kl_term 0.0012 (0.0012) eta 0:00:01
epoch [19/300] batch [1/1] loss 0.6860 (0.6860) acc 80.0000 (80.0000) loss_ce 0.6846 (0.6846) data_term 0.6846 (0.6846) kl_term 0.0014 (0.0014) eta 0:00:01
epoch [20/300] batch [1/1] loss 0.6523 (0.6523) acc 82.5000 (82.5000) loss_ce 0.6507 (0.6507) data_term 0.6507 (0.6507) kl_term 0.0016 (0.0016) eta 0:00:01
epoch [21/300] batch [1/1] loss 0.4990 (0.4990) acc 88.7500 (88.7500) loss_ce 0.4971 (0.4971) data_term 0.4971 (0.4971) kl_term 0.0019 (0.0019) eta 0:00:01
epoch [22/300] batch [1/1] loss 0.7431 (0.7431) acc 75.0000 (75.0000) loss_ce 0.7409 (0.7409) data_term 0.7409 (0.7409) kl_term 0.0022 (0.0022) eta 0:00:01
epoch [23/300] batch [1/1] loss 0.5991 (0.5991) acc 83.7500 (83.7500) loss_ce 0.5966 (0.5966) data_term 0.5966 (0.5966) kl_term 0.0025 (0.0025) eta 0:00:01
epoch [24/300] batch [1/1] loss 0.4675 (0.4675) acc 87.5000 (87.5000) loss_ce 0.4647 (0.4647) data_term 0.4647 (0.4647) kl_term 0.0028 (0.0028) eta 0:00:01
epoch [25/300] batch [1/1] loss 0.4710 (0.4710) acc 88.7500 (88.7500) loss_ce 0.4679 (0.4679) data_term 0.4679 (0.4679) kl_term 0.0031 (0.0031) eta 0:00:01
epoch [26/300] batch [1/1] loss 0.4618 (0.4618) acc 90.0000 (90.0000) loss_ce 0.4584 (0.4584) data_term 0.4584 (0.4584) kl_term 0.0035 (0.0035) eta 0:00:01
epoch [27/300] batch [1/1] loss 0.4993 (0.4993) acc 87.5000 (87.5000) loss_ce 0.4955 (0.4955) data_term 0.4955 (0.4955) kl_term 0.0038 (0.0038) eta 0:00:01
epoch [28/300] batch [1/1] loss 0.5222 (0.5222) acc 87.5000 (87.5000) loss_ce 0.5180 (0.5180) data_term 0.5180 (0.5180) kl_term 0.0042 (0.0042) eta 0:00:01
epoch [29/300] batch [1/1] loss 0.4181 (0.4181) acc 93.7500 (93.7500) loss_ce 0.4135 (0.4135) data_term 0.4135 (0.4135) kl_term 0.0046 (0.0046) eta 0:00:01
epoch [30/300] batch [1/1] loss 0.4440 (0.4440) acc 87.5000 (87.5000) loss_ce 0.4390 (0.4390) data_term 0.4390 (0.4390) kl_term 0.0050 (0.0050) eta 0:00:01
epoch [31/300] batch [1/1] loss 0.5189 (0.5189) acc 86.2500 (86.2500) loss_ce 0.5136 (0.5136) data_term 0.5136 (0.5136) kl_term 0.0054 (0.0054) eta 0:00:01
epoch [32/300] batch [1/1] loss 0.4764 (0.4764) acc 86.2500 (86.2500) loss_ce 0.4706 (0.4706) data_term 0.4706 (0.4706) kl_term 0.0058 (0.0058) eta 0:00:01
epoch [33/300] batch [1/1] loss 0.5012 (0.5012) acc 86.2500 (86.2500) loss_ce 0.4950 (0.4950) data_term 0.4950 (0.4950) kl_term 0.0062 (0.0062) eta 0:00:01
epoch [34/300] batch [1/1] loss 0.3468 (0.3468) acc 95.0000 (95.0000) loss_ce 0.3401 (0.3401) data_term 0.3401 (0.3401) kl_term 0.0067 (0.0067) eta 0:00:01
epoch [35/300] batch [1/1] loss 0.3891 (0.3891) acc 95.0000 (95.0000) loss_ce 0.3820 (0.3820) data_term 0.3820 (0.3820) kl_term 0.0071 (0.0071) eta 0:00:01
epoch [36/300] batch [1/1] loss 0.4491 (0.4491) acc 90.0000 (90.0000) loss_ce 0.4415 (0.4415) data_term 0.4415 (0.4415) kl_term 0.0076 (0.0076) eta 0:00:01
epoch [37/300] batch [1/1] loss 0.3987 (0.3987) acc 88.7500 (88.7500) loss_ce 0.3907 (0.3907) data_term 0.3907 (0.3907) kl_term 0.0080 (0.0080) eta 0:00:01
epoch [38/300] batch [1/1] loss 0.4422 (0.4422) acc 90.0000 (90.0000) loss_ce 0.4337 (0.4337) data_term 0.4337 (0.4337) kl_term 0.0085 (0.0085) eta 0:00:01
epoch [39/300] batch [1/1] loss 0.4054 (0.4054) acc 90.0000 (90.0000) loss_ce 0.3964 (0.3964) data_term 0.3964 (0.3964) kl_term 0.0090 (0.0090) eta 0:00:01
epoch [40/300] batch [1/1] loss 0.4323 (0.4323) acc 88.7500 (88.7500) loss_ce 0.4229 (0.4229) data_term 0.4229 (0.4229) kl_term 0.0094 (0.0094) eta 0:00:01
epoch [41/300] batch [1/1] loss 0.3357 (0.3357) acc 93.7500 (93.7500) loss_ce 0.3257 (0.3257) data_term 0.3257 (0.3257) kl_term 0.0099 (0.0099) eta 0:00:01
epoch [42/300] batch [1/1] loss 0.3303 (0.3303) acc 91.2500 (91.2500) loss_ce 0.3199 (0.3199) data_term 0.3199 (0.3199) kl_term 0.0104 (0.0104) eta 0:00:01
epoch [43/300] batch [1/1] loss 0.4301 (0.4301) acc 87.5000 (87.5000) loss_ce 0.4192 (0.4192) data_term 0.4192 (0.4192) kl_term 0.0109 (0.0109) eta 0:00:01
epoch [44/300] batch [1/1] loss 0.3098 (0.3098) acc 95.0000 (95.0000) loss_ce 0.2984 (0.2984) data_term 0.2984 (0.2984) kl_term 0.0114 (0.0114) eta 0:00:01
epoch [45/300] batch [1/1] loss 0.3464 (0.3464) acc 90.0000 (90.0000) loss_ce 0.3344 (0.3344) data_term 0.3344 (0.3344) kl_term 0.0119 (0.0119) eta 0:00:01
epoch [46/300] batch [1/1] loss 0.3749 (0.3749) acc 91.2500 (91.2500) loss_ce 0.3625 (0.3625) data_term 0.3625 (0.3625) kl_term 0.0124 (0.0124) eta 0:00:01
epoch [47/300] batch [1/1] loss 0.3581 (0.3581) acc 91.2500 (91.2500) loss_ce 0.3451 (0.3451) data_term 0.3451 (0.3451) kl_term 0.0129 (0.0129) eta 0:00:01
epoch [48/300] batch [1/1] loss 0.3277 (0.3277) acc 93.7500 (93.7500) loss_ce 0.3142 (0.3142) data_term 0.3142 (0.3142) kl_term 0.0135 (0.0135) eta 0:00:01
epoch [49/300] batch [1/1] loss 0.3359 (0.3359) acc 91.2500 (91.2500) loss_ce 0.3220 (0.3220) data_term 0.3220 (0.3220) kl_term 0.0140 (0.0140) eta 0:00:01
epoch [50/300] batch [1/1] loss 0.2668 (0.2668) acc 97.5000 (97.5000) loss_ce 0.2522 (0.2522) data_term 0.2522 (0.2522) kl_term 0.0145 (0.0145) eta 0:00:01
epoch [51/300] batch [1/1] loss 0.2665 (0.2665) acc 96.2500 (96.2500) loss_ce 0.2514 (0.2514) data_term 0.2514 (0.2514) kl_term 0.0150 (0.0150) eta 0:00:01
epoch [52/300] batch [1/1] loss 0.3442 (0.3442) acc 92.5000 (92.5000) loss_ce 0.3286 (0.3286) data_term 0.3286 (0.3286) kl_term 0.0156 (0.0156) eta 0:00:01
epoch [53/300] batch [1/1] loss 0.3293 (0.3293) acc 93.7500 (93.7500) loss_ce 0.3131 (0.3131) data_term 0.3131 (0.3131) kl_term 0.0161 (0.0161) eta 0:00:01
epoch [54/300] batch [1/1] loss 0.3537 (0.3537) acc 93.7500 (93.7500) loss_ce 0.3370 (0.3370) data_term 0.3370 (0.3370) kl_term 0.0167 (0.0167) eta 0:00:01
epoch [55/300] batch [1/1] loss 0.2521 (0.2521) acc 95.0000 (95.0000) loss_ce 0.2349 (0.2349) data_term 0.2349 (0.2349) kl_term 0.0172 (0.0172) eta 0:00:01
epoch [56/300] batch [1/1] loss 0.3241 (0.3241) acc 95.0000 (95.0000) loss_ce 0.3063 (0.3063) data_term 0.3063 (0.3063) kl_term 0.0178 (0.0178) eta 0:00:01
epoch [57/300] batch [1/1] loss 0.3243 (0.3243) acc 95.0000 (95.0000) loss_ce 0.3060 (0.3060) data_term 0.3060 (0.3060) kl_term 0.0183 (0.0183) eta 0:00:01
epoch [58/300] batch [1/1] loss 0.3191 (0.3191) acc 93.7500 (93.7500) loss_ce 0.3002 (0.3002) data_term 0.3002 (0.3002) kl_term 0.0189 (0.0189) eta 0:00:01
epoch [59/300] batch [1/1] loss 0.3215 (0.3215) acc 91.2500 (91.2500) loss_ce 0.3020 (0.3020) data_term 0.3020 (0.3020) kl_term 0.0194 (0.0194) eta 0:00:01
epoch [60/300] batch [1/1] loss 0.3117 (0.3117) acc 92.5000 (92.5000) loss_ce 0.2916 (0.2916) data_term 0.2916 (0.2916) kl_term 0.0200 (0.0200) eta 0:00:01
epoch [61/300] batch [1/1] loss 0.3895 (0.3895) acc 88.7500 (88.7500) loss_ce 0.3690 (0.3690) data_term 0.3690 (0.3690) kl_term 0.0206 (0.0206) eta 0:00:01
epoch [62/300] batch [1/1] loss 0.3431 (0.3431) acc 92.5000 (92.5000) loss_ce 0.3220 (0.3220) data_term 0.3220 (0.3220) kl_term 0.0211 (0.0211) eta 0:00:01
epoch [63/300] batch [1/1] loss 0.3055 (0.3055) acc 93.7500 (93.7500) loss_ce 0.2838 (0.2838) data_term 0.2838 (0.2838) kl_term 0.0217 (0.0217) eta 0:00:01
epoch [64/300] batch [1/1] loss 0.2535 (0.2535) acc 95.0000 (95.0000) loss_ce 0.2312 (0.2312) data_term 0.2312 (0.2312) kl_term 0.0223 (0.0223) eta 0:00:01
epoch [65/300] batch [1/1] loss 0.2660 (0.2660) acc 93.7500 (93.7500) loss_ce 0.2432 (0.2432) data_term 0.2432 (0.2432) kl_term 0.0229 (0.0229) eta 0:00:01
epoch [66/300] batch [1/1] loss 0.3039 (0.3039) acc 93.7500 (93.7500) loss_ce 0.2804 (0.2804) data_term 0.2804 (0.2804) kl_term 0.0234 (0.0234) eta 0:00:01
epoch [67/300] batch [1/1] loss 0.3103 (0.3103) acc 92.5000 (92.5000) loss_ce 0.2863 (0.2863) data_term 0.2863 (0.2863) kl_term 0.0240 (0.0240) eta 0:00:01
epoch [68/300] batch [1/1] loss 0.3460 (0.3460) acc 91.2500 (91.2500) loss_ce 0.3214 (0.3214) data_term 0.3214 (0.3214) kl_term 0.0246 (0.0246) eta 0:00:01
epoch [69/300] batch [1/1] loss 0.3598 (0.3598) acc 88.7500 (88.7500) loss_ce 0.3346 (0.3346) data_term 0.3346 (0.3346) kl_term 0.0252 (0.0252) eta 0:00:01
epoch [70/300] batch [1/1] loss 0.3484 (0.3484) acc 95.0000 (95.0000) loss_ce 0.3226 (0.3226) data_term 0.3226 (0.3226) kl_term 0.0258 (0.0258) eta 0:00:01
epoch [71/300] batch [1/1] loss 0.2608 (0.2608) acc 98.7500 (98.7500) loss_ce 0.2345 (0.2345) data_term 0.2345 (0.2345) kl_term 0.0264 (0.0264) eta 0:00:01
epoch [72/300] batch [1/1] loss 0.3147 (0.3147) acc 93.7500 (93.7500) loss_ce 0.2878 (0.2878) data_term 0.2878 (0.2878) kl_term 0.0270 (0.0270) eta 0:00:01
epoch [73/300] batch [1/1] loss 0.3727 (0.3727) acc 91.2500 (91.2500) loss_ce 0.3451 (0.3451) data_term 0.3451 (0.3451) kl_term 0.0276 (0.0276) eta 0:00:01
epoch [74/300] batch [1/1] loss 0.3257 (0.3257) acc 96.2500 (96.2500) loss_ce 0.2976 (0.2976) data_term 0.2976 (0.2976) kl_term 0.0282 (0.0282) eta 0:00:01
epoch [75/300] batch [1/1] loss 0.2915 (0.2915) acc 93.7500 (93.7500) loss_ce 0.2627 (0.2627) data_term 0.2627 (0.2627) kl_term 0.0288 (0.0288) eta 0:00:01
epoch [76/300] batch [1/1] loss 0.3565 (0.3565) acc 91.2500 (91.2500) loss_ce 0.3271 (0.3271) data_term 0.3271 (0.3271) kl_term 0.0294 (0.0294) eta 0:00:01
epoch [77/300] batch [1/1] loss 0.2920 (0.2920) acc 92.5000 (92.5000) loss_ce 0.2620 (0.2620) data_term 0.2620 (0.2620) kl_term 0.0301 (0.0301) eta 0:00:01
epoch [78/300] batch [1/1] loss 0.3319 (0.3319) acc 92.5000 (92.5000) loss_ce 0.3012 (0.3012) data_term 0.3012 (0.3012) kl_term 0.0307 (0.0307) eta 0:00:01
epoch [79/300] batch [1/1] loss 0.2818 (0.2818) acc 95.0000 (95.0000) loss_ce 0.2505 (0.2505) data_term 0.2505 (0.2505) kl_term 0.0313 (0.0313) eta 0:00:01
epoch [80/300] batch [1/1] loss 0.3735 (0.3735) acc 87.5000 (87.5000) loss_ce 0.3416 (0.3416) data_term 0.3416 (0.3416) kl_term 0.0319 (0.0319) eta 0:00:01
epoch [81/300] batch [1/1] loss 0.3724 (0.3724) acc 91.2500 (91.2500) loss_ce 0.3399 (0.3399) data_term 0.3399 (0.3399) kl_term 0.0326 (0.0326) eta 0:00:01
epoch [82/300] batch [1/1] loss 0.3491 (0.3491) acc 91.2500 (91.2500) loss_ce 0.3159 (0.3159) data_term 0.3159 (0.3159) kl_term 0.0332 (0.0332) eta 0:00:01
epoch [83/300] batch [1/1] loss 0.2927 (0.2927) acc 92.5000 (92.5000) loss_ce 0.2589 (0.2589) data_term 0.2589 (0.2589) kl_term 0.0338 (0.0338) eta 0:00:01
epoch [84/300] batch [1/1] loss 0.2325 (0.2325) acc 97.5000 (97.5000) loss_ce 0.1981 (0.1981) data_term 0.1981 (0.1981) kl_term 0.0344 (0.0344) eta 0:00:01
epoch [85/300] batch [1/1] loss 0.3069 (0.3069) acc 93.7500 (93.7500) loss_ce 0.2718 (0.2718) data_term 0.2718 (0.2718) kl_term 0.0351 (0.0351) eta 0:00:01
epoch [86/300] batch [1/1] loss 0.4121 (0.4121) acc 88.7500 (88.7500) loss_ce 0.3763 (0.3763) data_term 0.3763 (0.3763) kl_term 0.0357 (0.0357) eta 0:00:01
epoch [87/300] batch [1/1] loss 0.3505 (0.3505) acc 91.2500 (91.2500) loss_ce 0.3141 (0.3141) data_term 0.3141 (0.3141) kl_term 0.0364 (0.0364) eta 0:00:01
epoch [88/300] batch [1/1] loss 0.2539 (0.2539) acc 96.2500 (96.2500) loss_ce 0.2168 (0.2168) data_term 0.2168 (0.2168) kl_term 0.0370 (0.0370) eta 0:00:01
epoch [89/300] batch [1/1] loss 0.2984 (0.2984) acc 96.2500 (96.2500) loss_ce 0.2607 (0.2607) data_term 0.2607 (0.2607) kl_term 0.0377 (0.0377) eta 0:00:01
epoch [90/300] batch [1/1] loss 0.2853 (0.2853) acc 95.0000 (95.0000) loss_ce 0.2470 (0.2470) data_term 0.2470 (0.2470) kl_term 0.0383 (0.0383) eta 0:00:01
epoch [91/300] batch [1/1] loss 0.2694 (0.2694) acc 95.0000 (95.0000) loss_ce 0.2304 (0.2304) data_term 0.2304 (0.2304) kl_term 0.0390 (0.0390) eta 0:00:01
epoch [92/300] batch [1/1] loss 0.3495 (0.3495) acc 96.2500 (96.2500) loss_ce 0.3099 (0.3099) data_term 0.3099 (0.3099) kl_term 0.0396 (0.0396) eta 0:00:01
epoch [93/300] batch [1/1] loss 0.3940 (0.3940) acc 91.2500 (91.2500) loss_ce 0.3537 (0.3537) data_term 0.3537 (0.3537) kl_term 0.0403 (0.0403) eta 0:00:01
epoch [94/300] batch [1/1] loss 0.3831 (0.3831) acc 92.5000 (92.5000) loss_ce 0.3422 (0.3422) data_term 0.3422 (0.3422) kl_term 0.0409 (0.0409) eta 0:00:01
epoch [95/300] batch [1/1] loss 0.3608 (0.3608) acc 92.5000 (92.5000) loss_ce 0.3192 (0.3192) data_term 0.3192 (0.3192) kl_term 0.0416 (0.0416) eta 0:00:01
epoch [96/300] batch [1/1] loss 0.3029 (0.3029) acc 92.5000 (92.5000) loss_ce 0.2607 (0.2607) data_term 0.2607 (0.2607) kl_term 0.0422 (0.0422) eta 0:00:01
epoch [97/300] batch [1/1] loss 0.3459 (0.3459) acc 93.7500 (93.7500) loss_ce 0.3031 (0.3031) data_term 0.3031 (0.3031) kl_term 0.0429 (0.0429) eta 0:00:01
epoch [98/300] batch [1/1] loss 0.3291 (0.3291) acc 93.7500 (93.7500) loss_ce 0.2856 (0.2856) data_term 0.2856 (0.2856) kl_term 0.0435 (0.0435) eta 0:00:01
epoch [99/300] batch [1/1] loss 0.2350 (0.2350) acc 93.7500 (93.7500) loss_ce 0.1908 (0.1908) data_term 0.1908 (0.1908) kl_term 0.0441 (0.0441) eta 0:00:01
epoch [100/300] batch [1/1] loss 0.2354 (0.2354) acc 95.0000 (95.0000) loss_ce 0.1907 (0.1907) data_term 0.1907 (0.1907) kl_term 0.0448 (0.0448) eta 0:00:01
epoch [101/300] batch [1/1] loss 0.3595 (0.3595) acc 92.5000 (92.5000) loss_ce 0.3141 (0.3141) data_term 0.3141 (0.3141) kl_term 0.0454 (0.0454) eta 0:00:01
epoch [102/300] batch [1/1] loss 0.3214 (0.3214) acc 92.5000 (92.5000) loss_ce 0.2753 (0.2753) data_term 0.2753 (0.2753) kl_term 0.0461 (0.0461) eta 0:00:01
epoch [103/300] batch [1/1] loss 0.2327 (0.2327) acc 96.2500 (96.2500) loss_ce 0.1860 (0.1860) data_term 0.1860 (0.1860) kl_term 0.0467 (0.0467) eta 0:00:01
epoch [104/300] batch [1/1] loss 0.2428 (0.2428) acc 97.5000 (97.5000) loss_ce 0.1954 (0.1954) data_term 0.1954 (0.1954) kl_term 0.0474 (0.0474) eta 0:00:01
epoch [105/300] batch [1/1] loss 0.2855 (0.2855) acc 96.2500 (96.2500) loss_ce 0.2375 (0.2375) data_term 0.2375 (0.2375) kl_term 0.0480 (0.0480) eta 0:00:01
epoch [106/300] batch [1/1] loss 0.3380 (0.3380) acc 91.2500 (91.2500) loss_ce 0.2893 (0.2893) data_term 0.2893 (0.2893) kl_term 0.0487 (0.0487) eta 0:00:01
epoch [107/300] batch [1/1] loss 0.2655 (0.2655) acc 97.5000 (97.5000) loss_ce 0.2162 (0.2162) data_term 0.2162 (0.2162) kl_term 0.0493 (0.0493) eta 0:00:01
epoch [108/300] batch [1/1] loss 0.2795 (0.2795) acc 98.7500 (98.7500) loss_ce 0.2296 (0.2296) data_term 0.2296 (0.2296) kl_term 0.0500 (0.0500) eta 0:00:01
epoch [109/300] batch [1/1] loss 0.3646 (0.3646) acc 93.7500 (93.7500) loss_ce 0.3140 (0.3140) data_term 0.3140 (0.3140) kl_term 0.0506 (0.0506) eta 0:00:01
epoch [110/300] batch [1/1] loss 0.4071 (0.4071) acc 92.5000 (92.5000) loss_ce 0.3558 (0.3558) data_term 0.3558 (0.3558) kl_term 0.0512 (0.0512) eta 0:00:01
epoch [111/300] batch [1/1] loss 0.3546 (0.3546) acc 92.5000 (92.5000) loss_ce 0.3027 (0.3027) data_term 0.3027 (0.3027) kl_term 0.0519 (0.0519) eta 0:00:01
epoch [112/300] batch [1/1] loss 0.2663 (0.2663) acc 97.5000 (97.5000) loss_ce 0.2138 (0.2138) data_term 0.2138 (0.2138) kl_term 0.0525 (0.0525) eta 0:00:01
epoch [113/300] batch [1/1] loss 0.2449 (0.2449) acc 97.5000 (97.5000) loss_ce 0.1917 (0.1917) data_term 0.1917 (0.1917) kl_term 0.0532 (0.0532) eta 0:00:01
epoch [114/300] batch [1/1] loss 0.2769 (0.2769) acc 92.5000 (92.5000) loss_ce 0.2231 (0.2231) data_term 0.2231 (0.2231) kl_term 0.0538 (0.0538) eta 0:00:01
epoch [115/300] batch [1/1] loss 0.3590 (0.3590) acc 92.5000 (92.5000) loss_ce 0.3046 (0.3046) data_term 0.3046 (0.3046) kl_term 0.0545 (0.0545) eta 0:00:01
epoch [116/300] batch [1/1] loss 0.2764 (0.2764) acc 93.7500 (93.7500) loss_ce 0.2213 (0.2213) data_term 0.2213 (0.2213) kl_term 0.0551 (0.0551) eta 0:00:01
epoch [117/300] batch [1/1] loss 0.2470 (0.2470) acc 97.5000 (97.5000) loss_ce 0.1913 (0.1913) data_term 0.1913 (0.1913) kl_term 0.0558 (0.0558) eta 0:00:01
epoch [118/300] batch [1/1] loss 0.2702 (0.2702) acc 95.0000 (95.0000) loss_ce 0.2137 (0.2137) data_term 0.2137 (0.2137) kl_term 0.0564 (0.0564) eta 0:00:01
epoch [119/300] batch [1/1] loss 0.2798 (0.2798) acc 96.2500 (96.2500) loss_ce 0.2227 (0.2227) data_term 0.2227 (0.2227) kl_term 0.0571 (0.0571) eta 0:00:01
epoch [120/300] batch [1/1] loss 0.3222 (0.3222) acc 92.5000 (92.5000) loss_ce 0.2644 (0.2644) data_term 0.2644 (0.2644) kl_term 0.0578 (0.0578) eta 0:00:01
epoch [121/300] batch [1/1] loss 0.2787 (0.2787) acc 93.7500 (93.7500) loss_ce 0.2203 (0.2203) data_term 0.2203 (0.2203) kl_term 0.0584 (0.0584) eta 0:00:01
epoch [122/300] batch [1/1] loss 0.3351 (0.3351) acc 95.0000 (95.0000) loss_ce 0.2760 (0.2760) data_term 0.2760 (0.2760) kl_term 0.0591 (0.0591) eta 0:00:01
epoch [123/300] batch [1/1] loss 0.2918 (0.2918) acc 95.0000 (95.0000) loss_ce 0.2320 (0.2320) data_term 0.2320 (0.2320) kl_term 0.0598 (0.0598) eta 0:00:01
epoch [124/300] batch [1/1] loss 0.3303 (0.3303) acc 93.7500 (93.7500) loss_ce 0.2699 (0.2699) data_term 0.2699 (0.2699) kl_term 0.0604 (0.0604) eta 0:00:01
epoch [125/300] batch [1/1] loss 0.2548 (0.2548) acc 96.2500 (96.2500) loss_ce 0.1938 (0.1938) data_term 0.1938 (0.1938) kl_term 0.0611 (0.0611) eta 0:00:01
epoch [126/300] batch [1/1] loss 0.3237 (0.3237) acc 93.7500 (93.7500) loss_ce 0.2620 (0.2620) data_term 0.2620 (0.2620) kl_term 0.0617 (0.0617) eta 0:00:01
epoch [127/300] batch [1/1] loss 0.2559 (0.2559) acc 96.2500 (96.2500) loss_ce 0.1935 (0.1935) data_term 0.1935 (0.1935) kl_term 0.0624 (0.0624) eta 0:00:01
epoch [128/300] batch [1/1] loss 0.2403 (0.2403) acc 96.2500 (96.2500) loss_ce 0.1773 (0.1773) data_term 0.1773 (0.1773) kl_term 0.0630 (0.0630) eta 0:00:01
epoch [129/300] batch [1/1] loss 0.3766 (0.3766) acc 93.7500 (93.7500) loss_ce 0.3130 (0.3130) data_term 0.3130 (0.3130) kl_term 0.0636 (0.0636) eta 0:00:01
epoch [130/300] batch [1/1] loss 0.2725 (0.2725) acc 96.2500 (96.2500) loss_ce 0.2082 (0.2082) data_term 0.2082 (0.2082) kl_term 0.0643 (0.0643) eta 0:00:01
epoch [131/300] batch [1/1] loss 0.3353 (0.3353) acc 92.5000 (92.5000) loss_ce 0.2704 (0.2704) data_term 0.2704 (0.2704) kl_term 0.0649 (0.0649) eta 0:00:01
epoch [132/300] batch [1/1] loss 0.2595 (0.2595) acc 97.5000 (97.5000) loss_ce 0.1939 (0.1939) data_term 0.1939 (0.1939) kl_term 0.0656 (0.0656) eta 0:00:01
epoch [133/300] batch [1/1] loss 0.2832 (0.2832) acc 97.5000 (97.5000) loss_ce 0.2170 (0.2170) data_term 0.2170 (0.2170) kl_term 0.0662 (0.0662) eta 0:00:01
epoch [134/300] batch [1/1] loss 0.2015 (0.2015) acc 97.5000 (97.5000) loss_ce 0.1346 (0.1346) data_term 0.1346 (0.1346) kl_term 0.0669 (0.0669) eta 0:00:01
epoch [135/300] batch [1/1] loss 0.2310 (0.2310) acc 98.7500 (98.7500) loss_ce 0.1635 (0.1635) data_term 0.1635 (0.1635) kl_term 0.0675 (0.0675) eta 0:00:01
epoch [136/300] batch [1/1] loss 0.2866 (0.2866) acc 93.7500 (93.7500) loss_ce 0.2184 (0.2184) data_term 0.2184 (0.2184) kl_term 0.0682 (0.0682) eta 0:00:01
epoch [137/300] batch [1/1] loss 0.2626 (0.2626) acc 96.2500 (96.2500) loss_ce 0.1938 (0.1938) data_term 0.1938 (0.1938) kl_term 0.0688 (0.0688) eta 0:00:01
epoch [138/300] batch [1/1] loss 0.3444 (0.3444) acc 93.7500 (93.7500) loss_ce 0.2750 (0.2750) data_term 0.2750 (0.2750) kl_term 0.0694 (0.0694) eta 0:00:00
epoch [139/300] batch [1/1] loss 0.3784 (0.3784) acc 95.0000 (95.0000) loss_ce 0.3084 (0.3084) data_term 0.3084 (0.3084) kl_term 0.0701 (0.0701) eta 0:00:00
epoch [140/300] batch [1/1] loss 0.2967 (0.2967) acc 95.0000 (95.0000) loss_ce 0.2260 (0.2260) data_term 0.2260 (0.2260) kl_term 0.0707 (0.0707) eta 0:00:00
epoch [141/300] batch [1/1] loss 0.2907 (0.2907) acc 97.5000 (97.5000) loss_ce 0.2193 (0.2193) data_term 0.2193 (0.2193) kl_term 0.0713 (0.0713) eta 0:00:00
epoch [142/300] batch [1/1] loss 0.3081 (0.3081) acc 93.7500 (93.7500) loss_ce 0.2361 (0.2361) data_term 0.2361 (0.2361) kl_term 0.0719 (0.0719) eta 0:00:02
epoch [143/300] batch [1/1] loss 0.2696 (0.2696) acc 95.0000 (95.0000) loss_ce 0.1970 (0.1970) data_term 0.1970 (0.1970) kl_term 0.0726 (0.0726) eta 0:00:00
epoch [144/300] batch [1/1] loss 0.4356 (0.4356) acc 93.7500 (93.7500) loss_ce 0.3624 (0.3624) data_term 0.3624 (0.3624) kl_term 0.0732 (0.0732) eta 0:00:00
epoch [145/300] batch [1/1] loss 0.3028 (0.3028) acc 95.0000 (95.0000) loss_ce 0.2289 (0.2289) data_term 0.2289 (0.2289) kl_term 0.0738 (0.0738) eta 0:00:00
epoch [146/300] batch [1/1] loss 0.2763 (0.2763) acc 96.2500 (96.2500) loss_ce 0.2018 (0.2018) data_term 0.2018 (0.2018) kl_term 0.0744 (0.0744) eta 0:00:00
epoch [147/300] batch [1/1] loss 0.3419 (0.3419) acc 91.2500 (91.2500) loss_ce 0.2668 (0.2668) data_term 0.2668 (0.2668) kl_term 0.0751 (0.0751) eta 0:00:00
epoch [148/300] batch [1/1] loss 0.2569 (0.2569) acc 96.2500 (96.2500) loss_ce 0.1813 (0.1813) data_term 0.1813 (0.1813) kl_term 0.0757 (0.0757) eta 0:00:00
epoch [149/300] batch [1/1] loss 0.3308 (0.3308) acc 96.2500 (96.2500) loss_ce 0.2545 (0.2545) data_term 0.2545 (0.2545) kl_term 0.0763 (0.0763) eta 0:00:00
epoch [150/300] batch [1/1] loss 0.2613 (0.2613) acc 96.2500 (96.2500) loss_ce 0.1844 (0.1844) data_term 0.1844 (0.1844) kl_term 0.0769 (0.0769) eta 0:00:00
epoch [151/300] batch [1/1] loss 0.2629 (0.2629) acc 97.5000 (97.5000) loss_ce 0.1853 (0.1853) data_term 0.1853 (0.1853) kl_term 0.0775 (0.0775) eta 0:00:00
epoch [152/300] batch [1/1] loss 0.3801 (0.3801) acc 91.2500 (91.2500) loss_ce 0.3019 (0.3019) data_term 0.3019 (0.3019) kl_term 0.0782 (0.0782) eta 0:00:00
epoch [153/300] batch [1/1] loss 0.3248 (0.3248) acc 96.2500 (96.2500) loss_ce 0.2460 (0.2460) data_term 0.2460 (0.2460) kl_term 0.0788 (0.0788) eta 0:00:00
