***************
** Arguments **
***************
dataset_config_file: configs/datasets/oxford_pets.yaml
epoch [18/300] batch [1/1] loss 0.4835 (0.4835) acc 91.8919 (91.8919) loss_ce 0.4314 (0.4314) loss_constraint 0.0521 (0.0521) eta 0:00:00
epoch [19/300] batch [1/1] loss 0.4326 (0.4326) acc 89.1892 (89.1892) loss_ce 0.3742 (0.3742) loss_constraint 0.0584 (0.0584) eta 0:00:00
epoch [20/300] batch [1/1] loss 0.4357 (0.4357) acc 94.5946 (94.5946) loss_ce 0.3708 (0.3708) loss_constraint 0.0650 (0.0650) eta 0:00:00
epoch [21/300] batch [1/1] loss 0.4387 (0.4387) acc 86.4865 (86.4865) loss_ce 0.3672 (0.3672) loss_constraint 0.0715 (0.0715) eta 0:00:00
epoch [22/300] batch [1/1] loss 0.2687 (0.2687) acc 97.2973 (97.2973) loss_ce 0.1908 (0.1908) loss_constraint 0.0778 (0.0778) eta 0:00:00
epoch [23/300] batch [1/1] loss 0.4363 (0.4363) acc 89.1892 (89.1892) loss_ce 0.3524 (0.3524) loss_constraint 0.0839 (0.0839) eta 0:00:00
epoch [24/300] batch [1/1] loss 0.3708 (0.3708) acc 91.8919 (91.8919) loss_ce 0.2810 (0.2810) loss_constraint 0.0898 (0.0898) eta 0:00:00
epoch [25/300] batch [1/1] loss 0.2517 (0.2517) acc 94.5946 (94.5946) loss_ce 0.1560 (0.1560) loss_constraint 0.0956 (0.0956) eta 0:00:00
epoch [26/300] batch [1/1] loss 0.1932 (0.1932) acc 100.0000 (100.0000) loss_ce 0.0920 (0.0920) loss_constraint 0.1012 (0.1012) eta 0:00:00
epoch [27/300] batch [1/1] loss 0.2040 (0.2040) acc 97.2973 (97.2973) loss_ce 0.0976 (0.0976) loss_constraint 0.1064 (0.1064) eta 0:00:00
epoch [28/300] batch [1/1] loss 0.2236 (0.2236) acc 97.2973 (97.2973) loss_ce 0.1124 (0.1124) loss_constraint 0.1112 (0.1112) eta 0:00:00
epoch [29/300] batch [1/1] loss 0.2289 (0.2289) acc 100.0000 (100.0000) loss_ce 0.1135 (0.1135) loss_constraint 0.1155 (0.1155) eta 0:00:00
epoch [30/300] batch [1/1] loss 0.3763 (0.3763) acc 89.1892 (89.1892) loss_ce 0.2570 (0.2570) loss_constraint 0.1193 (0.1193) eta 0:00:00
epoch [31/300] batch [1/1] loss 0.2517 (0.2517) acc 97.2973 (97.2973) loss_ce 0.1293 (0.1293) loss_constraint 0.1225 (0.1225) eta 0:00:00
epoch [32/300] batch [1/1] loss 0.2385 (0.2385) acc 97.2973 (97.2973) loss_ce 0.1135 (0.1135) loss_constraint 0.1250 (0.1250) eta 0:00:00
epoch [33/300] batch [1/1] loss 0.2479 (0.2479) acc 94.5946 (94.5946) loss_ce 0.1209 (0.1209) loss_constraint 0.1270 (0.1270) eta 0:00:00
epoch [34/300] batch [1/1] loss 0.2764 (0.2764) acc 97.2973 (97.2973) loss_ce 0.1483 (0.1483) loss_constraint 0.1281 (0.1281) eta 0:00:00
epoch [35/300] batch [1/1] loss 0.2792 (0.2792) acc 97.2973 (97.2973) loss_ce 0.1505 (0.1505) loss_constraint 0.1288 (0.1288) eta 0:00:00
epoch [36/300] batch [1/1] loss 0.4621 (0.4621) acc 91.8919 (91.8919) loss_ce 0.3328 (0.3328) loss_constraint 0.1293 (0.1293) eta 0:00:00
epoch [37/300] batch [1/1] loss 0.3232 (0.3232) acc 94.5946 (94.5946) loss_ce 0.1938 (0.1938) loss_constraint 0.1294 (0.1294) eta 0:00:00
epoch [38/300] batch [1/1] loss 0.2599 (0.2599) acc 97.2973 (97.2973) loss_ce 0.1305 (0.1305) loss_constraint 0.1294 (0.1294) eta 0:00:00
epoch [39/300] batch [1/1] loss 0.2266 (0.2266) acc 100.0000 (100.0000) loss_ce 0.0974 (0.0974) loss_constraint 0.1293 (0.1293) eta 0:00:00
epoch [40/300] batch [1/1] loss 0.2678 (0.2678) acc 97.2973 (97.2973) loss_ce 0.1387 (0.1387) loss_constraint 0.1291 (0.1291) eta 0:00:00
epoch [41/300] batch [1/1] loss 0.3295 (0.3295) acc 94.5946 (94.5946) loss_ce 0.2007 (0.2007) loss_constraint 0.1288 (0.1288) eta 0:00:00
epoch [42/300] batch [1/1] loss 0.2761 (0.2761) acc 97.2973 (97.2973) loss_ce 0.1480 (0.1480) loss_constraint 0.1281 (0.1281) eta 0:00:00
epoch [43/300] batch [1/1] loss 0.1766 (0.1766) acc 100.0000 (100.0000) loss_ce 0.0491 (0.0491) loss_constraint 0.1275 (0.1275) eta 0:00:00
epoch [44/300] batch [1/1] loss 0.3395 (0.3395) acc 97.2973 (97.2973) loss_ce 0.2128 (0.2128) loss_constraint 0.1267 (0.1267) eta 0:00:00
epoch [45/300] batch [1/1] loss 0.3334 (0.3334) acc 94.5946 (94.5946) loss_ce 0.2075 (0.2075) loss_constraint 0.1259 (0.1259) eta 0:00:00
epoch [46/300] batch [1/1] loss 0.1959 (0.1959) acc 100.0000 (100.0000) loss_ce 0.0709 (0.0709) loss_constraint 0.1250 (0.1250) eta 0:00:00
epoch [47/300] batch [1/1] loss 0.3634 (0.3634) acc 94.5946 (94.5946) loss_ce 0.2394 (0.2394) loss_constraint 0.1240 (0.1240) eta 0:00:00
epoch [48/300] batch [1/1] loss 0.1998 (0.1998) acc 97.2973 (97.2973) loss_ce 0.0771 (0.0771) loss_constraint 0.1227 (0.1227) eta 0:00:00
epoch [49/300] batch [1/1] loss 0.2064 (0.2064) acc 97.2973 (97.2973) loss_ce 0.0851 (0.0851) loss_constraint 0.1213 (0.1213) eta 0:00:00
epoch [50/300] batch [1/1] loss 0.1603 (0.1603) acc 100.0000 (100.0000) loss_ce 0.0405 (0.0405) loss_constraint 0.1198 (0.1198) eta 0:00:00
epoch [51/300] batch [1/1] loss 0.2778 (0.2778) acc 94.5946 (94.5946) loss_ce 0.1597 (0.1597) loss_constraint 0.1182 (0.1182) eta 0:00:00
epoch [52/300] batch [1/1] loss 0.2120 (0.2120) acc 97.2973 (97.2973) loss_ce 0.0956 (0.0956) loss_constraint 0.1164 (0.1164) eta 0:00:00
epoch [53/300] batch [1/1] loss 0.2104 (0.2104) acc 100.0000 (100.0000) loss_ce 0.0960 (0.0960) loss_constraint 0.1144 (0.1144) eta 0:00:00
epoch [54/300] batch [1/1] loss 0.2333 (0.2333) acc 97.2973 (97.2973) loss_ce 0.1208 (0.1208) loss_constraint 0.1124 (0.1124) eta 0:00:00
epoch [55/300] batch [1/1] loss 0.2305 (0.2305) acc 100.0000 (100.0000) loss_ce 0.1200 (0.1200) loss_constraint 0.1105 (0.1105) eta 0:00:00
epoch [56/300] batch [1/1] loss 0.2125 (0.2125) acc 100.0000 (100.0000) loss_ce 0.1038 (0.1038) loss_constraint 0.1088 (0.1088) eta 0:00:00
epoch [57/300] batch [1/1] loss 0.3186 (0.3186) acc 94.5946 (94.5946) loss_ce 0.2115 (0.2115) loss_constraint 0.1071 (0.1071) eta 0:00:00
epoch [58/300] batch [1/1] loss 0.2265 (0.2265) acc 97.2973 (97.2973) loss_ce 0.1209 (0.1209) loss_constraint 0.1057 (0.1057) eta 0:00:00
epoch [59/300] batch [1/1] loss 0.2148 (0.2148) acc 97.2973 (97.2973) loss_ce 0.1103 (0.1103) loss_constraint 0.1045 (0.1045) eta 0:00:00
epoch [60/300] batch [1/1] loss 0.2566 (0.2566) acc 97.2973 (97.2973) loss_ce 0.1534 (0.1534) loss_constraint 0.1032 (0.1032) eta 0:00:00
epoch [61/300] batch [1/1] loss 0.3797 (0.3797) acc 91.8919 (91.8919) loss_ce 0.2778 (0.2778) loss_constraint 0.1019 (0.1019) eta 0:00:00
epoch [62/300] batch [1/1] loss 0.2233 (0.2233) acc 94.5946 (94.5946) loss_ce 0.1226 (0.1226) loss_constraint 0.1007 (0.1007) eta 0:00:00
epoch [63/300] batch [1/1] loss 0.1589 (0.1589) acc 100.0000 (100.0000) loss_ce 0.0593 (0.0593) loss_constraint 0.0996 (0.0996) eta 0:00:00
epoch [64/300] batch [1/1] loss 0.2082 (0.2082) acc 100.0000 (100.0000) loss_ce 0.1097 (0.1097) loss_constraint 0.0985 (0.0985) eta 0:00:00
epoch [65/300] batch [1/1] loss 0.1786 (0.1786) acc 97.2973 (97.2973) loss_ce 0.0810 (0.0810) loss_constraint 0.0976 (0.0976) eta 0:00:00
epoch [66/300] batch [1/1] loss 0.2793 (0.2793) acc 97.2973 (97.2973) loss_ce 0.1826 (0.1826) loss_constraint 0.0966 (0.0966) eta 0:00:00
epoch [67/300] batch [1/1] loss 0.2285 (0.2285) acc 97.2973 (97.2973) loss_ce 0.1329 (0.1329) loss_constraint 0.0955 (0.0955) eta 0:00:00
epoch [68/300] batch [1/1] loss 0.2212 (0.2212) acc 97.2973 (97.2973) loss_ce 0.1265 (0.1265) loss_constraint 0.0947 (0.0947) eta 0:00:00
epoch [69/300] batch [1/1] loss 0.2145 (0.2145) acc 97.2973 (97.2973) loss_ce 0.1203 (0.1203) loss_constraint 0.0942 (0.0942) eta 0:00:00
epoch [70/300] batch [1/1] loss 0.2492 (0.2492) acc 94.5946 (94.5946) loss_ce 0.1556 (0.1556) loss_constraint 0.0936 (0.0936) eta 0:00:00
epoch [71/300] batch [1/1] loss 0.1990 (0.1990) acc 100.0000 (100.0000) loss_ce 0.1058 (0.1058) loss_constraint 0.0932 (0.0932) eta 0:00:00
epoch [72/300] batch [1/1] loss 0.1918 (0.1918) acc 100.0000 (100.0000) loss_ce 0.0990 (0.0990) loss_constraint 0.0928 (0.0928) eta 0:00:00
epoch [73/300] batch [1/1] loss 0.1792 (0.1792) acc 100.0000 (100.0000) loss_ce 0.0866 (0.0866) loss_constraint 0.0926 (0.0926) eta 0:00:00
epoch [74/300] batch [1/1] loss 0.3929 (0.3929) acc 91.8919 (91.8919) loss_ce 0.3006 (0.3006) loss_constraint 0.0923 (0.0923) eta 0:00:00
epoch [75/300] batch [1/1] loss 0.3911 (0.3911) acc 91.8919 (91.8919) loss_ce 0.2992 (0.2992) loss_constraint 0.0919 (0.0919) eta 0:00:00
epoch [76/300] batch [1/1] loss 0.2951 (0.2951) acc 91.8919 (91.8919) loss_ce 0.2035 (0.2035) loss_constraint 0.0917 (0.0917) eta 0:00:00
epoch [77/300] batch [1/1] loss 0.2502 (0.2502) acc 94.5946 (94.5946) loss_ce 0.1587 (0.1587) loss_constraint 0.0915 (0.0915) eta 0:00:00
epoch [78/300] batch [1/1] loss 0.2013 (0.2013) acc 100.0000 (100.0000) loss_ce 0.1100 (0.1100) loss_constraint 0.0913 (0.0913) eta 0:00:00
epoch [79/300] batch [1/1] loss 0.2685 (0.2685) acc 97.2973 (97.2973) loss_ce 0.1773 (0.1773) loss_constraint 0.0912 (0.0912) eta 0:00:00
epoch [80/300] batch [1/1] loss 0.3027 (0.3027) acc 94.5946 (94.5946) loss_ce 0.2117 (0.2117) loss_constraint 0.0910 (0.0910) eta 0:00:00
epoch [81/300] batch [1/1] loss 0.1981 (0.1981) acc 97.2973 (97.2973) loss_ce 0.1074 (0.1074) loss_constraint 0.0907 (0.0907) eta 0:00:00
epoch [82/300] batch [1/1] loss 0.2608 (0.2608) acc 97.2973 (97.2973) loss_ce 0.1705 (0.1705) loss_constraint 0.0903 (0.0903) eta 0:00:00
epoch [83/300] batch [1/1] loss 0.2736 (0.2736) acc 97.2973 (97.2973) loss_ce 0.1835 (0.1835) loss_constraint 0.0901 (0.0901) eta 0:00:00
epoch [84/300] batch [1/1] loss 0.2706 (0.2706) acc 97.2973 (97.2973) loss_ce 0.1803 (0.1803) loss_constraint 0.0902 (0.0902) eta 0:00:00
epoch [85/300] batch [1/1] loss 0.2094 (0.2094) acc 100.0000 (100.0000) loss_ce 0.1188 (0.1188) loss_constraint 0.0906 (0.0906) eta 0:00:00
epoch [86/300] batch [1/1] loss 0.1696 (0.1696) acc 100.0000 (100.0000) loss_ce 0.0786 (0.0786) loss_constraint 0.0910 (0.0910) eta 0:00:00
epoch [87/300] batch [1/1] loss 0.2385 (0.2385) acc 97.2973 (97.2973) loss_ce 0.1471 (0.1471) loss_constraint 0.0914 (0.0914) eta 0:00:00
epoch [88/300] batch [1/1] loss 0.3532 (0.3532) acc 94.5946 (94.5946) loss_ce 0.2617 (0.2617) loss_constraint 0.0916 (0.0916) eta 0:00:00
epoch [89/300] batch [1/1] loss 0.2645 (0.2645) acc 97.2973 (97.2973) loss_ce 0.1728 (0.1728) loss_constraint 0.0917 (0.0917) eta 0:00:00
epoch [90/300] batch [1/1] loss 0.1839 (0.1839) acc 97.2973 (97.2973) loss_ce 0.0920 (0.0920) loss_constraint 0.0919 (0.0919) eta 0:00:00
epoch [91/300] batch [1/1] loss 0.2945 (0.2945) acc 94.5946 (94.5946) loss_ce 0.2026 (0.2026) loss_constraint 0.0919 (0.0919) eta 0:00:00
epoch [92/300] batch [1/1] loss 0.1598 (0.1598) acc 100.0000 (100.0000) loss_ce 0.0680 (0.0680) loss_constraint 0.0918 (0.0918) eta 0:00:00
epoch [93/300] batch [1/1] loss 0.2889 (0.2889) acc 94.5946 (94.5946) loss_ce 0.1973 (0.1973) loss_constraint 0.0916 (0.0916) eta 0:00:00
epoch [94/300] batch [1/1] loss 0.2796 (0.2796) acc 97.2973 (97.2973) loss_ce 0.1883 (0.1883) loss_constraint 0.0912 (0.0912) eta 0:00:00
epoch [95/300] batch [1/1] loss 0.3001 (0.3001) acc 94.5946 (94.5946) loss_ce 0.2088 (0.2088) loss_constraint 0.0913 (0.0913) eta 0:00:00
epoch [96/300] batch [1/1] loss 0.2954 (0.2954) acc 97.2973 (97.2973) loss_ce 0.2040 (0.2040) loss_constraint 0.0913 (0.0913) eta 0:00:00
epoch [97/300] batch [1/1] loss 0.3205 (0.3205) acc 97.2973 (97.2973) loss_ce 0.2288 (0.2288) loss_constraint 0.0917 (0.0917) eta 0:00:00
epoch [98/300] batch [1/1] loss 0.3902 (0.3902) acc 89.1892 (89.1892) loss_ce 0.2979 (0.2979) loss_constraint 0.0922 (0.0922) eta 0:00:00
epoch [99/300] batch [1/1] loss 0.2225 (0.2225) acc 97.2973 (97.2973) loss_ce 0.1294 (0.1294) loss_constraint 0.0930 (0.0930) eta 0:00:00
epoch [100/300] batch [1/1] loss 0.2095 (0.2095) acc 100.0000 (100.0000) loss_ce 0.1157 (0.1157) loss_constraint 0.0938 (0.0938) eta 0:00:00
epoch [101/300] batch [1/1] loss 0.2658 (0.2658) acc 94.5946 (94.5946) loss_ce 0.1714 (0.1714) loss_constraint 0.0944 (0.0944) eta 0:00:00
epoch [102/300] batch [1/1] loss 0.3683 (0.3683) acc 97.2973 (97.2973) loss_ce 0.2733 (0.2733) loss_constraint 0.0950 (0.0950) eta 0:00:00
epoch [103/300] batch [1/1] loss 0.2174 (0.2174) acc 97.2973 (97.2973) loss_ce 0.1218 (0.1218) loss_constraint 0.0956 (0.0956) eta 0:00:00
epoch [104/300] batch [1/1] loss 0.2594 (0.2594) acc 97.2973 (97.2973) loss_ce 0.1632 (0.1632) loss_constraint 0.0962 (0.0962) eta 0:00:00
epoch [105/300] batch [1/1] loss 0.1814 (0.1814) acc 100.0000 (100.0000) loss_ce 0.0847 (0.0847) loss_constraint 0.0967 (0.0967) eta 0:00:00
epoch [106/300] batch [1/1] loss 0.2485 (0.2485) acc 100.0000 (100.0000) loss_ce 0.1513 (0.1513) loss_constraint 0.0971 (0.0971) eta 0:00:00
epoch [107/300] batch [1/1] loss 0.1534 (0.1534) acc 100.0000 (100.0000) loss_ce 0.0559 (0.0559) loss_constraint 0.0975 (0.0975) eta 0:00:00
epoch [108/300] batch [1/1] loss 0.2060 (0.2060) acc 100.0000 (100.0000) loss_ce 0.1084 (0.1084) loss_constraint 0.0976 (0.0976) eta 0:00:00
epoch [109/300] batch [1/1] loss 0.1685 (0.1685) acc 100.0000 (100.0000) loss_ce 0.0707 (0.0707) loss_constraint 0.0977 (0.0977) eta 0:00:00
epoch [110/300] batch [1/1] loss 0.1692 (0.1692) acc 100.0000 (100.0000) loss_ce 0.0715 (0.0715) loss_constraint 0.0977 (0.0977) eta 0:00:00
epoch [111/300] batch [1/1] loss 0.2587 (0.2587) acc 97.2973 (97.2973) loss_ce 0.1613 (0.1613) loss_constraint 0.0974 (0.0974) eta 0:00:00
epoch [112/300] batch [1/1] loss 0.2799 (0.2799) acc 97.2973 (97.2973) loss_ce 0.1830 (0.1830) loss_constraint 0.0969 (0.0969) eta 0:00:00
epoch [113/300] batch [1/1] loss 0.2018 (0.2018) acc 97.2973 (97.2973) loss_ce 0.1056 (0.1056) loss_constraint 0.0963 (0.0963) eta 0:00:00
epoch [114/300] batch [1/1] loss 0.3254 (0.3254) acc 97.2973 (97.2973) loss_ce 0.2296 (0.2296) loss_constraint 0.0957 (0.0957) eta 0:00:00
epoch [115/300] batch [1/1] loss 0.3575 (0.3575) acc 94.5946 (94.5946) loss_ce 0.2623 (0.2623) loss_constraint 0.0952 (0.0952) eta 0:00:00
epoch [116/300] batch [1/1] loss 0.3538 (0.3538) acc 94.5946 (94.5946) loss_ce 0.2592 (0.2592) loss_constraint 0.0946 (0.0946) eta 0:00:00
epoch [117/300] batch [1/1] loss 0.2973 (0.2973) acc 97.2973 (97.2973) loss_ce 0.2031 (0.2031) loss_constraint 0.0942 (0.0942) eta 0:00:00
epoch [118/300] batch [1/1] loss 0.3426 (0.3426) acc 94.5946 (94.5946) loss_ce 0.2487 (0.2487) loss_constraint 0.0939 (0.0939) eta 0:00:00
epoch [119/300] batch [1/1] loss 0.2825 (0.2825) acc 94.5946 (94.5946) loss_ce 0.1888 (0.1888) loss_constraint 0.0937 (0.0937) eta 0:00:00
epoch [120/300] batch [1/1] loss 0.2415 (0.2415) acc 100.0000 (100.0000) loss_ce 0.1479 (0.1479) loss_constraint 0.0936 (0.0936) eta 0:00:00
epoch [121/300] batch [1/1] loss 0.2116 (0.2116) acc 100.0000 (100.0000) loss_ce 0.1176 (0.1176) loss_constraint 0.0940 (0.0940) eta 0:00:00
epoch [122/300] batch [1/1] loss 0.2832 (0.2832) acc 97.2973 (97.2973) loss_ce 0.1888 (0.1888) loss_constraint 0.0944 (0.0944) eta 0:00:00
epoch [123/300] batch [1/1] loss 0.2375 (0.2375) acc 97.2973 (97.2973) loss_ce 0.1426 (0.1426) loss_constraint 0.0949 (0.0949) eta 0:00:00
epoch [124/300] batch [1/1] loss 0.2082 (0.2082) acc 97.2973 (97.2973) loss_ce 0.1129 (0.1129) loss_constraint 0.0953 (0.0953) eta 0:00:00
epoch [125/300] batch [1/1] loss 0.1863 (0.1863) acc 100.0000 (100.0000) loss_ce 0.0904 (0.0904) loss_constraint 0.0959 (0.0959) eta 0:00:00
epoch [126/300] batch [1/1] loss 0.2716 (0.2716) acc 97.2973 (97.2973) loss_ce 0.1752 (0.1752) loss_constraint 0.0964 (0.0964) eta 0:00:00
epoch [127/300] batch [1/1] loss 0.2810 (0.2810) acc 94.5946 (94.5946) loss_ce 0.1840 (0.1840) loss_constraint 0.0970 (0.0970) eta 0:00:00
epoch [128/300] batch [1/1] loss 0.2109 (0.2109) acc 97.2973 (97.2973) loss_ce 0.1134 (0.1134) loss_constraint 0.0974 (0.0974) eta 0:00:00
epoch [129/300] batch [1/1] loss 0.2367 (0.2367) acc 97.2973 (97.2973) loss_ce 0.1389 (0.1389) loss_constraint 0.0978 (0.0978) eta 0:00:00
epoch [130/300] batch [1/1] loss 0.2032 (0.2032) acc 97.2973 (97.2973) loss_ce 0.1052 (0.1052) loss_constraint 0.0980 (0.0980) eta 0:00:00
epoch [131/300] batch [1/1] loss 0.2593 (0.2593) acc 94.5946 (94.5946) loss_ce 0.1615 (0.1615) loss_constraint 0.0979 (0.0979) eta 0:00:00
epoch [132/300] batch [1/1] loss 0.2530 (0.2530) acc 94.5946 (94.5946) loss_ce 0.1554 (0.1554) loss_constraint 0.0976 (0.0976) eta 0:00:00
epoch [133/300] batch [1/1] loss 0.2735 (0.2735) acc 94.5946 (94.5946) loss_ce 0.1761 (0.1761) loss_constraint 0.0974 (0.0974) eta 0:00:00
epoch [134/300] batch [1/1] loss 0.2260 (0.2260) acc 97.2973 (97.2973) loss_ce 0.1291 (0.1291) loss_constraint 0.0969 (0.0969) eta 0:00:00
epoch [135/300] batch [1/1] loss 0.2237 (0.2237) acc 100.0000 (100.0000) loss_ce 0.1273 (0.1273) loss_constraint 0.0964 (0.0964) eta 0:00:00
epoch [136/300] batch [1/1] loss 0.3122 (0.3122) acc 97.2973 (97.2973) loss_ce 0.2163 (0.2163) loss_constraint 0.0959 (0.0959) eta 0:00:00
epoch [137/300] batch [1/1] loss 0.1859 (0.1859) acc 100.0000 (100.0000) loss_ce 0.0903 (0.0903) loss_constraint 0.0956 (0.0956) eta 0:00:00
epoch [138/300] batch [1/1] loss 0.2140 (0.2140) acc 100.0000 (100.0000) loss_ce 0.1186 (0.1186) loss_constraint 0.0954 (0.0954) eta 0:00:00
epoch [139/300] batch [1/1] loss 0.2033 (0.2033) acc 97.2973 (97.2973) loss_ce 0.1081 (0.1081) loss_constraint 0.0952 (0.0952) eta 0:00:00
epoch [140/300] batch [1/1] loss 0.2116 (0.2116) acc 100.0000 (100.0000) loss_ce 0.1165 (0.1165) loss_constraint 0.0951 (0.0951) eta 0:00:00
epoch [141/300] batch [1/1] loss 0.3052 (0.3052) acc 94.5946 (94.5946) loss_ce 0.2103 (0.2103) loss_constraint 0.0950 (0.0950) eta 0:00:00
epoch [142/300] batch [1/1] loss 0.1762 (0.1762) acc 100.0000 (100.0000) loss_ce 0.0813 (0.0813) loss_constraint 0.0949 (0.0949) eta 0:00:00
epoch [143/300] batch [1/1] loss 0.2452 (0.2452) acc 94.5946 (94.5946) loss_ce 0.1505 (0.1505) loss_constraint 0.0947 (0.0947) eta 0:00:00
epoch [144/300] batch [1/1] loss 0.1756 (0.1756) acc 100.0000 (100.0000) loss_ce 0.0811 (0.0811) loss_constraint 0.0946 (0.0946) eta 0:00:00
epoch [145/300] batch [1/1] loss 0.2914 (0.2914) acc 97.2973 (97.2973) loss_ce 0.1971 (0.1971) loss_constraint 0.0943 (0.0943) eta 0:00:00
epoch [146/300] batch [1/1] loss 0.2571 (0.2571) acc 94.5946 (94.5946) loss_ce 0.1631 (0.1631) loss_constraint 0.0940 (0.0940) eta 0:00:00
epoch [147/300] batch [1/1] loss 0.2656 (0.2656) acc 97.2973 (97.2973) loss_ce 0.1719 (0.1719) loss_constraint 0.0937 (0.0937) eta 0:00:00
epoch [148/300] batch [1/1] loss 0.2569 (0.2569) acc 97.2973 (97.2973) loss_ce 0.1634 (0.1634) loss_constraint 0.0935 (0.0935) eta 0:00:00
epoch [149/300] batch [1/1] loss 0.1762 (0.1762) acc 97.2973 (97.2973) loss_ce 0.0829 (0.0829) loss_constraint 0.0934 (0.0934) eta 0:00:00
epoch [150/300] batch [1/1] loss 0.1786 (0.1786) acc 100.0000 (100.0000) loss_ce 0.0854 (0.0854) loss_constraint 0.0932 (0.0932) eta 0:00:00
epoch [151/300] batch [1/1] loss 0.2467 (0.2467) acc 100.0000 (100.0000) loss_ce 0.1536 (0.1536) loss_constraint 0.0931 (0.0931) eta 0:00:00
epoch [152/300] batch [1/1] loss 0.1496 (0.1496) acc 100.0000 (100.0000) loss_ce 0.0568 (0.0568) loss_constraint 0.0929 (0.0929) eta 0:00:00
epoch [153/300] batch [1/1] loss 0.1461 (0.1461) acc 100.0000 (100.0000) loss_ce 0.0535 (0.0535) loss_constraint 0.0925 (0.0925) eta 0:00:00
epoch [154/300] batch [1/1] loss 0.1991 (0.1991) acc 97.2973 (97.2973) loss_ce 0.1069 (0.1069) loss_constraint 0.0921 (0.0921) eta 0:00:00
epoch [155/300] batch [1/1] loss 0.1850 (0.1850) acc 100.0000 (100.0000) loss_ce 0.0932 (0.0932) loss_constraint 0.0918 (0.0918) eta 0:00:00
epoch [156/300] batch [1/1] loss 0.1914 (0.1914) acc 100.0000 (100.0000) loss_ce 0.1001 (0.1001) loss_constraint 0.0913 (0.0913) eta 0:00:00
epoch [157/300] batch [1/1] loss 0.1989 (0.1989) acc 100.0000 (100.0000) loss_ce 0.1080 (0.1080) loss_constraint 0.0909 (0.0909) eta 0:00:00
epoch [158/300] batch [1/1] loss 0.4347 (0.4347) acc 97.2973 (97.2973) loss_ce 0.3443 (0.3443) loss_constraint 0.0904 (0.0904) eta 0:00:00
epoch [159/300] batch [1/1] loss 0.2304 (0.2304) acc 97.2973 (97.2973) loss_ce 0.1403 (0.1403) loss_constraint 0.0901 (0.0901) eta 0:00:00
epoch [160/300] batch [1/1] loss 0.1893 (0.1893) acc 100.0000 (100.0000) loss_ce 0.0995 (0.0995) loss_constraint 0.0899 (0.0899) eta 0:00:00
epoch [161/300] batch [1/1] loss 0.1981 (0.1981) acc 97.2973 (97.2973) loss_ce 0.1086 (0.1086) loss_constraint 0.0896 (0.0896) eta 0:00:00
epoch [162/300] batch [1/1] loss 0.2262 (0.2262) acc 97.2973 (97.2973) loss_ce 0.1370 (0.1370) loss_constraint 0.0892 (0.0892) eta 0:00:00
epoch [163/300] batch [1/1] loss 0.3254 (0.3254) acc 97.2973 (97.2973) loss_ce 0.2365 (0.2365) loss_constraint 0.0889 (0.0889) eta 0:00:00
epoch [164/300] batch [1/1] loss 0.4174 (0.4174) acc 94.5946 (94.5946) loss_ce 0.3288 (0.3288) loss_constraint 0.0886 (0.0886) eta 0:00:00
epoch [165/300] batch [1/1] loss 0.2016 (0.2016) acc 100.0000 (100.0000) loss_ce 0.1131 (0.1131) loss_constraint 0.0884 (0.0884) eta 0:00:00
epoch [166/300] batch [1/1] loss 0.1668 (0.1668) acc 100.0000 (100.0000) loss_ce 0.0785 (0.0785) loss_constraint 0.0883 (0.0883) eta 0:00:00
epoch [167/300] batch [1/1] loss 0.1871 (0.1871) acc 100.0000 (100.0000) loss_ce 0.0990 (0.0990) loss_constraint 0.0882 (0.0882) eta 0:00:00
epoch [168/300] batch [1/1] loss 0.2272 (0.2272) acc 100.0000 (100.0000) loss_ce 0.1391 (0.1391) loss_constraint 0.0881 (0.0881) eta 0:00:00
epoch [169/300] batch [1/1] loss 0.2288 (0.2288) acc 100.0000 (100.0000) loss_ce 0.1407 (0.1407) loss_constraint 0.0881 (0.0881) eta 0:00:00
epoch [170/300] batch [1/1] loss 0.1959 (0.1959) acc 97.2973 (97.2973) loss_ce 0.1077 (0.1077) loss_constraint 0.0882 (0.0882) eta 0:00:00
epoch [171/300] batch [1/1] loss 0.2241 (0.2241) acc 97.2973 (97.2973) loss_ce 0.1358 (0.1358) loss_constraint 0.0883 (0.0883) eta 0:00:00
epoch [172/300] batch [1/1] loss 0.2001 (0.2001) acc 100.0000 (100.0000) loss_ce 0.1117 (0.1117) loss_constraint 0.0884 (0.0884) eta 0:00:00
epoch [173/300] batch [1/1] loss 0.1691 (0.1691) acc 100.0000 (100.0000) loss_ce 0.0806 (0.0806) loss_constraint 0.0885 (0.0885) eta 0:00:00
epoch [174/300] batch [1/1] loss 0.2755 (0.2755) acc 97.2973 (97.2973) loss_ce 0.1870 (0.1870) loss_constraint 0.0886 (0.0886) eta 0:00:00
epoch [175/300] batch [1/1] loss 0.3823 (0.3823) acc 91.8919 (91.8919) loss_ce 0.2938 (0.2938) loss_constraint 0.0885 (0.0885) eta 0:00:00
epoch [176/300] batch [1/1] loss 0.3089 (0.3089) acc 94.5946 (94.5946) loss_ce 0.2203 (0.2203) loss_constraint 0.0886 (0.0886) eta 0:00:00
epoch [177/300] batch [1/1] loss 0.3073 (0.3073) acc 94.5946 (94.5946) loss_ce 0.2187 (0.2187) loss_constraint 0.0886 (0.0886) eta 0:00:00
