***************
** Arguments **
***************
dataset_config_file: configs/datasets/eurosat.yaml
epoch [18/300] batch [1/1] loss 1.0446 (1.0446) acc 71.8750 (71.8750) loss_ce 0.9072 (0.9072) loss_constraint 0.1374 (0.1374) eta 0:00:00
epoch [19/300] batch [1/1] loss 1.0057 (1.0057) acc 75.0000 (75.0000) loss_ce 0.8513 (0.8513) loss_constraint 0.1545 (0.1545) eta 0:00:00
epoch [20/300] batch [1/1] loss 1.1046 (1.1046) acc 70.0000 (70.0000) loss_ce 0.9334 (0.9334) loss_constraint 0.1712 (0.1712) eta 0:00:00
epoch [21/300] batch [1/1] loss 1.0621 (1.0621) acc 75.6250 (75.6250) loss_ce 0.8754 (0.8754) loss_constraint 0.1867 (0.1867) eta 0:00:00
epoch [22/300] batch [1/1] loss 1.0089 (1.0089) acc 75.6250 (75.6250) loss_ce 0.8080 (0.8080) loss_constraint 0.2009 (0.2009) eta 0:00:00
epoch [23/300] batch [1/1] loss 0.9552 (0.9552) acc 76.2500 (76.2500) loss_ce 0.7417 (0.7417) loss_constraint 0.2135 (0.2135) eta 0:00:00
epoch [24/300] batch [1/1] loss 1.0107 (1.0107) acc 78.1250 (78.1250) loss_ce 0.7855 (0.7855) loss_constraint 0.2252 (0.2252) eta 0:00:00
epoch [25/300] batch [1/1] loss 1.0265 (1.0265) acc 74.3750 (74.3750) loss_ce 0.7910 (0.7910) loss_constraint 0.2355 (0.2355) eta 0:00:00
epoch [26/300] batch [1/1] loss 1.0621 (1.0621) acc 73.7500 (73.7500) loss_ce 0.8175 (0.8175) loss_constraint 0.2446 (0.2446) eta 0:00:00
epoch [27/300] batch [1/1] loss 0.9909 (0.9909) acc 75.6250 (75.6250) loss_ce 0.7384 (0.7384) loss_constraint 0.2525 (0.2525) eta 0:00:00
epoch [28/300] batch [1/1] loss 0.9818 (0.9818) acc 80.0000 (80.0000) loss_ce 0.7227 (0.7227) loss_constraint 0.2591 (0.2591) eta 0:00:00
epoch [29/300] batch [1/1] loss 0.9743 (0.9743) acc 80.0000 (80.0000) loss_ce 0.7095 (0.7095) loss_constraint 0.2648 (0.2648) eta 0:00:00
epoch [30/300] batch [1/1] loss 1.0580 (1.0580) acc 74.3750 (74.3750) loss_ce 0.7886 (0.7886) loss_constraint 0.2694 (0.2694) eta 0:00:00
epoch [31/300] batch [1/1] loss 0.9844 (0.9844) acc 78.1250 (78.1250) loss_ce 0.7115 (0.7115) loss_constraint 0.2729 (0.2729) eta 0:00:00
epoch [32/300] batch [1/1] loss 0.9658 (0.9658) acc 80.6250 (80.6250) loss_ce 0.6902 (0.6902) loss_constraint 0.2756 (0.2756) eta 0:00:00
epoch [33/300] batch [1/1] loss 0.9320 (0.9320) acc 81.8750 (81.8750) loss_ce 0.6543 (0.6543) loss_constraint 0.2776 (0.2776) eta 0:00:00
epoch [34/300] batch [1/1] loss 0.9637 (0.9637) acc 78.1250 (78.1250) loss_ce 0.6848 (0.6848) loss_constraint 0.2789 (0.2789) eta 0:00:00
epoch [35/300] batch [1/1] loss 0.9908 (0.9908) acc 78.1250 (78.1250) loss_ce 0.7109 (0.7109) loss_constraint 0.2799 (0.2799) eta 0:00:00
epoch [36/300] batch [1/1] loss 1.0055 (1.0055) acc 78.7500 (78.7500) loss_ce 0.7253 (0.7253) loss_constraint 0.2803 (0.2803) eta 0:00:00
epoch [37/300] batch [1/1] loss 0.9628 (0.9628) acc 81.2500 (81.2500) loss_ce 0.6829 (0.6829) loss_constraint 0.2799 (0.2799) eta 0:00:00
epoch [38/300] batch [1/1] loss 0.9880 (0.9880) acc 80.6250 (80.6250) loss_ce 0.7086 (0.7086) loss_constraint 0.2794 (0.2794) eta 0:00:00
epoch [39/300] batch [1/1] loss 0.8934 (0.8934) acc 88.1250 (88.1250) loss_ce 0.6150 (0.6150) loss_constraint 0.2784 (0.2784) eta 0:00:00
epoch [40/300] batch [1/1] loss 0.9993 (0.9993) acc 81.2500 (81.2500) loss_ce 0.7223 (0.7223) loss_constraint 0.2770 (0.2770) eta 0:00:00
epoch [41/300] batch [1/1] loss 0.9349 (0.9349) acc 82.5000 (82.5000) loss_ce 0.6598 (0.6598) loss_constraint 0.2750 (0.2750) eta 0:00:00
epoch [42/300] batch [1/1] loss 0.9563 (0.9563) acc 78.7500 (78.7500) loss_ce 0.6835 (0.6835) loss_constraint 0.2727 (0.2727) eta 0:00:00
epoch [43/300] batch [1/1] loss 0.9517 (0.9517) acc 81.8750 (81.8750) loss_ce 0.6813 (0.6813) loss_constraint 0.2704 (0.2704) eta 0:00:00
epoch [44/300] batch [1/1] loss 0.9597 (0.9597) acc 82.5000 (82.5000) loss_ce 0.6917 (0.6917) loss_constraint 0.2680 (0.2680) eta 0:00:00
epoch [45/300] batch [1/1] loss 0.9481 (0.9481) acc 83.7500 (83.7500) loss_ce 0.6824 (0.6824) loss_constraint 0.2657 (0.2657) eta 0:00:00
epoch [46/300] batch [1/1] loss 0.9099 (0.9099) acc 83.7500 (83.7500) loss_ce 0.6466 (0.6466) loss_constraint 0.2632 (0.2632) eta 0:00:00
epoch [47/300] batch [1/1] loss 0.9682 (0.9682) acc 78.1250 (78.1250) loss_ce 0.7076 (0.7076) loss_constraint 0.2607 (0.2607) eta 0:00:00
epoch [48/300] batch [1/1] loss 1.0194 (1.0194) acc 75.0000 (75.0000) loss_ce 0.7615 (0.7615) loss_constraint 0.2580 (0.2580) eta 0:00:00
epoch [49/300] batch [1/1] loss 0.9757 (0.9757) acc 82.5000 (82.5000) loss_ce 0.7203 (0.7203) loss_constraint 0.2554 (0.2554) eta 0:00:00
epoch [50/300] batch [1/1] loss 0.9648 (0.9648) acc 78.7500 (78.7500) loss_ce 0.7118 (0.7118) loss_constraint 0.2530 (0.2530) eta 0:00:00
epoch [51/300] batch [1/1] loss 0.9454 (0.9454) acc 83.1250 (83.1250) loss_ce 0.6943 (0.6943) loss_constraint 0.2511 (0.2511) eta 0:00:00
epoch [52/300] batch [1/1] loss 0.9335 (0.9335) acc 83.7500 (83.7500) loss_ce 0.6843 (0.6843) loss_constraint 0.2492 (0.2492) eta 0:00:00
epoch [53/300] batch [1/1] loss 1.0052 (1.0052) acc 80.6250 (80.6250) loss_ce 0.7575 (0.7575) loss_constraint 0.2477 (0.2477) eta 0:00:00
epoch [54/300] batch [1/1] loss 0.9099 (0.9099) acc 81.2500 (81.2500) loss_ce 0.6636 (0.6636) loss_constraint 0.2463 (0.2463) eta 0:00:00
epoch [55/300] batch [1/1] loss 0.9963 (0.9963) acc 80.0000 (80.0000) loss_ce 0.7512 (0.7512) loss_constraint 0.2450 (0.2450) eta 0:00:00
epoch [56/300] batch [1/1] loss 0.9251 (0.9251) acc 80.6250 (80.6250) loss_ce 0.6812 (0.6812) loss_constraint 0.2440 (0.2440) eta 0:00:00
epoch [57/300] batch [1/1] loss 0.9294 (0.9294) acc 80.6250 (80.6250) loss_ce 0.6861 (0.6861) loss_constraint 0.2433 (0.2433) eta 0:00:01
epoch [58/300] batch [1/1] loss 0.9300 (0.9300) acc 80.6250 (80.6250) loss_ce 0.6877 (0.6877) loss_constraint 0.2423 (0.2423) eta 0:00:01
epoch [59/300] batch [1/1] loss 0.9599 (0.9599) acc 84.3750 (84.3750) loss_ce 0.7184 (0.7184) loss_constraint 0.2415 (0.2415) eta 0:00:01
epoch [60/300] batch [1/1] loss 0.9224 (0.9224) acc 80.6250 (80.6250) loss_ce 0.6812 (0.6812) loss_constraint 0.2412 (0.2412) eta 0:00:01
epoch [61/300] batch [1/1] loss 0.9784 (0.9784) acc 81.2500 (81.2500) loss_ce 0.7376 (0.7376) loss_constraint 0.2408 (0.2408) eta 0:00:01
epoch [62/300] batch [1/1] loss 0.9555 (0.9555) acc 77.5000 (77.5000) loss_ce 0.7150 (0.7150) loss_constraint 0.2405 (0.2405) eta 0:00:00
epoch [63/300] batch [1/1] loss 1.0069 (1.0069) acc 81.8750 (81.8750) loss_ce 0.7665 (0.7665) loss_constraint 0.2404 (0.2404) eta 0:00:01
epoch [64/300] batch [1/1] loss 0.8926 (0.8926) acc 81.8750 (81.8750) loss_ce 0.6522 (0.6522) loss_constraint 0.2404 (0.2404) eta 0:00:01
epoch [65/300] batch [1/1] loss 0.9181 (0.9181) acc 83.7500 (83.7500) loss_ce 0.6780 (0.6780) loss_constraint 0.2401 (0.2401) eta 0:00:01
epoch [66/300] batch [1/1] loss 0.9132 (0.9132) acc 81.2500 (81.2500) loss_ce 0.6732 (0.6732) loss_constraint 0.2400 (0.2400) eta 0:00:01
epoch [67/300] batch [1/1] loss 0.9412 (0.9412) acc 83.1250 (83.1250) loss_ce 0.7015 (0.7015) loss_constraint 0.2398 (0.2398) eta 0:00:00
epoch [68/300] batch [1/1] loss 0.9003 (0.9003) acc 83.7500 (83.7500) loss_ce 0.6611 (0.6611) loss_constraint 0.2392 (0.2392) eta 0:00:00
epoch [69/300] batch [1/1] loss 0.9635 (0.9635) acc 81.2500 (81.2500) loss_ce 0.7246 (0.7246) loss_constraint 0.2389 (0.2389) eta 0:00:00
epoch [70/300] batch [1/1] loss 0.9114 (0.9114) acc 85.6250 (85.6250) loss_ce 0.6727 (0.6727) loss_constraint 0.2387 (0.2387) eta 0:00:00
epoch [71/300] batch [1/1] loss 0.9094 (0.9094) acc 84.3750 (84.3750) loss_ce 0.6707 (0.6707) loss_constraint 0.2387 (0.2387) eta 0:00:00
epoch [72/300] batch [1/1] loss 0.8666 (0.8666) acc 86.2500 (86.2500) loss_ce 0.6279 (0.6279) loss_constraint 0.2387 (0.2387) eta 0:00:00
epoch [73/300] batch [1/1] loss 0.9281 (0.9281) acc 83.7500 (83.7500) loss_ce 0.6892 (0.6892) loss_constraint 0.2388 (0.2388) eta 0:00:00
epoch [74/300] batch [1/1] loss 0.9802 (0.9802) acc 81.8750 (81.8750) loss_ce 0.7413 (0.7413) loss_constraint 0.2389 (0.2389) eta 0:00:00
epoch [75/300] batch [1/1] loss 0.9052 (0.9052) acc 86.8750 (86.8750) loss_ce 0.6661 (0.6661) loss_constraint 0.2391 (0.2391) eta 0:00:00
epoch [76/300] batch [1/1] loss 0.8782 (0.8782) acc 86.8750 (86.8750) loss_ce 0.6388 (0.6388) loss_constraint 0.2394 (0.2394) eta 0:00:00
epoch [77/300] batch [1/1] loss 0.9571 (0.9571) acc 78.7500 (78.7500) loss_ce 0.7174 (0.7174) loss_constraint 0.2397 (0.2397) eta 0:00:01
epoch [78/300] batch [1/1] loss 0.9853 (0.9853) acc 80.0000 (80.0000) loss_ce 0.7453 (0.7453) loss_constraint 0.2400 (0.2400) eta 0:00:00
epoch [79/300] batch [1/1] loss 0.9391 (0.9391) acc 82.5000 (82.5000) loss_ce 0.6987 (0.6987) loss_constraint 0.2404 (0.2404) eta 0:00:01
epoch [80/300] batch [1/1] loss 0.9860 (0.9860) acc 80.0000 (80.0000) loss_ce 0.7451 (0.7451) loss_constraint 0.2410 (0.2410) eta 0:00:01
epoch [81/300] batch [1/1] loss 0.9435 (0.9435) acc 80.0000 (80.0000) loss_ce 0.7021 (0.7021) loss_constraint 0.2414 (0.2414) eta 0:00:00
epoch [82/300] batch [1/1] loss 1.0173 (1.0173) acc 80.6250 (80.6250) loss_ce 0.7756 (0.7756) loss_constraint 0.2418 (0.2418) eta 0:00:01
epoch [83/300] batch [1/1] loss 0.9867 (0.9867) acc 76.2500 (76.2500) loss_ce 0.7446 (0.7446) loss_constraint 0.2422 (0.2422) eta 0:00:01
epoch [84/300] batch [1/1] loss 0.9783 (0.9783) acc 83.7500 (83.7500) loss_ce 0.7360 (0.7360) loss_constraint 0.2423 (0.2423) eta 0:00:00
epoch [85/300] batch [1/1] loss 0.9358 (0.9358) acc 82.5000 (82.5000) loss_ce 0.6935 (0.6935) loss_constraint 0.2424 (0.2424) eta 0:00:00
epoch [86/300] batch [1/1] loss 0.9366 (0.9366) acc 81.2500 (81.2500) loss_ce 0.6943 (0.6943) loss_constraint 0.2423 (0.2423) eta 0:00:00
epoch [87/300] batch [1/1] loss 0.8875 (0.8875) acc 82.5000 (82.5000) loss_ce 0.6451 (0.6451) loss_constraint 0.2424 (0.2424) eta 0:00:00
epoch [88/300] batch [1/1] loss 0.9190 (0.9190) acc 83.1250 (83.1250) loss_ce 0.6762 (0.6762) loss_constraint 0.2428 (0.2428) eta 0:00:00
epoch [89/300] batch [1/1] loss 1.0351 (1.0351) acc 76.8750 (76.8750) loss_ce 0.7920 (0.7920) loss_constraint 0.2431 (0.2431) eta 0:00:00
epoch [90/300] batch [1/1] loss 0.9038 (0.9038) acc 83.1250 (83.1250) loss_ce 0.6606 (0.6606) loss_constraint 0.2431 (0.2431) eta 0:00:00
epoch [91/300] batch [1/1] loss 0.9121 (0.9121) acc 85.0000 (85.0000) loss_ce 0.6690 (0.6690) loss_constraint 0.2431 (0.2431) eta 0:00:00
epoch [92/300] batch [1/1] loss 0.8992 (0.8992) acc 84.3750 (84.3750) loss_ce 0.6561 (0.6561) loss_constraint 0.2431 (0.2431) eta 0:00:00
epoch [93/300] batch [1/1] loss 1.0079 (1.0079) acc 80.0000 (80.0000) loss_ce 0.7647 (0.7647) loss_constraint 0.2432 (0.2432) eta 0:00:00
epoch [94/300] batch [1/1] loss 0.9287 (0.9287) acc 80.0000 (80.0000) loss_ce 0.6853 (0.6853) loss_constraint 0.2434 (0.2434) eta 0:00:00
epoch [95/300] batch [1/1] loss 0.9736 (0.9736) acc 81.2500 (81.2500) loss_ce 0.7302 (0.7302) loss_constraint 0.2434 (0.2434) eta 0:00:00
epoch [96/300] batch [1/1] loss 0.9478 (0.9478) acc 84.3750 (84.3750) loss_ce 0.7042 (0.7042) loss_constraint 0.2436 (0.2436) eta 0:00:00
epoch [97/300] batch [1/1] loss 0.9807 (0.9807) acc 83.1250 (83.1250) loss_ce 0.7370 (0.7370) loss_constraint 0.2436 (0.2436) eta 0:00:00
epoch [98/300] batch [1/1] loss 0.9472 (0.9472) acc 82.5000 (82.5000) loss_ce 0.7041 (0.7041) loss_constraint 0.2431 (0.2431) eta 0:00:00
epoch [99/300] batch [1/1] loss 0.9810 (0.9810) acc 81.2500 (81.2500) loss_ce 0.7384 (0.7384) loss_constraint 0.2426 (0.2426) eta 0:00:00
epoch [100/300] batch [1/1] loss 0.9611 (0.9611) acc 81.2500 (81.2500) loss_ce 0.7188 (0.7188) loss_constraint 0.2423 (0.2423) eta 0:00:00
epoch [101/300] batch [1/1] loss 0.9044 (0.9044) acc 85.6250 (85.6250) loss_ce 0.6622 (0.6622) loss_constraint 0.2422 (0.2422) eta 0:00:00
epoch [102/300] batch [1/1] loss 0.9771 (0.9771) acc 80.0000 (80.0000) loss_ce 0.7351 (0.7351) loss_constraint 0.2419 (0.2419) eta 0:00:00
epoch [103/300] batch [1/1] loss 0.9284 (0.9284) acc 81.8750 (81.8750) loss_ce 0.6868 (0.6868) loss_constraint 0.2415 (0.2415) eta 0:00:00
epoch [104/300] batch [1/1] loss 0.9627 (0.9627) acc 83.7500 (83.7500) loss_ce 0.7214 (0.7214) loss_constraint 0.2413 (0.2413) eta 0:00:00
epoch [105/300] batch [1/1] loss 0.9060 (0.9060) acc 85.0000 (85.0000) loss_ce 0.6649 (0.6649) loss_constraint 0.2411 (0.2411) eta 0:00:00
epoch [106/300] batch [1/1] loss 0.9514 (0.9514) acc 82.5000 (82.5000) loss_ce 0.7107 (0.7107) loss_constraint 0.2407 (0.2407) eta 0:00:00
epoch [107/300] batch [1/1] loss 0.9595 (0.9595) acc 81.8750 (81.8750) loss_ce 0.7193 (0.7193) loss_constraint 0.2402 (0.2402) eta 0:00:00
epoch [108/300] batch [1/1] loss 0.9011 (0.9011) acc 81.2500 (81.2500) loss_ce 0.6613 (0.6613) loss_constraint 0.2398 (0.2398) eta 0:00:00
epoch [109/300] batch [1/1] loss 0.9444 (0.9444) acc 81.2500 (81.2500) loss_ce 0.7048 (0.7048) loss_constraint 0.2396 (0.2396) eta 0:00:00
epoch [110/300] batch [1/1] loss 0.9404 (0.9404) acc 81.2500 (81.2500) loss_ce 0.7011 (0.7011) loss_constraint 0.2393 (0.2393) eta 0:00:00
epoch [111/300] batch [1/1] loss 0.9329 (0.9329) acc 83.1250 (83.1250) loss_ce 0.6938 (0.6938) loss_constraint 0.2390 (0.2390) eta 0:00:00
epoch [112/300] batch [1/1] loss 0.9462 (0.9462) acc 82.5000 (82.5000) loss_ce 0.7074 (0.7074) loss_constraint 0.2389 (0.2389) eta 0:00:00
epoch [113/300] batch [1/1] loss 0.8702 (0.8702) acc 85.0000 (85.0000) loss_ce 0.6314 (0.6314) loss_constraint 0.2388 (0.2388) eta 0:00:00
epoch [114/300] batch [1/1] loss 0.9128 (0.9128) acc 81.8750 (81.8750) loss_ce 0.6741 (0.6741) loss_constraint 0.2387 (0.2387) eta 0:00:00
epoch [115/300] batch [1/1] loss 1.0026 (1.0026) acc 80.0000 (80.0000) loss_ce 0.7637 (0.7637) loss_constraint 0.2388 (0.2388) eta 0:00:00
epoch [116/300] batch [1/1] loss 0.9975 (0.9975) acc 80.0000 (80.0000) loss_ce 0.7586 (0.7586) loss_constraint 0.2389 (0.2389) eta 0:00:00
epoch [117/300] batch [1/1] loss 0.9571 (0.9571) acc 81.2500 (81.2500) loss_ce 0.7179 (0.7179) loss_constraint 0.2392 (0.2392) eta 0:00:00
epoch [118/300] batch [1/1] loss 0.9129 (0.9129) acc 78.1250 (78.1250) loss_ce 0.6733 (0.6733) loss_constraint 0.2396 (0.2396) eta 0:00:00
epoch [119/300] batch [1/1] loss 0.8943 (0.8943) acc 81.8750 (81.8750) loss_ce 0.6544 (0.6544) loss_constraint 0.2399 (0.2399) eta 0:00:00
epoch [120/300] batch [1/1] loss 0.9559 (0.9559) acc 82.5000 (82.5000) loss_ce 0.7155 (0.7155) loss_constraint 0.2403 (0.2403) eta 0:00:00
epoch [121/300] batch [1/1] loss 0.9697 (0.9697) acc 83.7500 (83.7500) loss_ce 0.7289 (0.7289) loss_constraint 0.2409 (0.2409) eta 0:00:00
epoch [122/300] batch [1/1] loss 0.9947 (0.9947) acc 81.2500 (81.2500) loss_ce 0.7531 (0.7531) loss_constraint 0.2415 (0.2415) eta 0:00:00
epoch [123/300] batch [1/1] loss 0.9585 (0.9585) acc 80.0000 (80.0000) loss_ce 0.7162 (0.7162) loss_constraint 0.2423 (0.2423) eta 0:00:00
epoch [124/300] batch [1/1] loss 0.9153 (0.9153) acc 81.2500 (81.2500) loss_ce 0.6725 (0.6725) loss_constraint 0.2428 (0.2428) eta 0:00:00
epoch [125/300] batch [1/1] loss 0.9735 (0.9735) acc 81.8750 (81.8750) loss_ce 0.7302 (0.7302) loss_constraint 0.2433 (0.2433) eta 0:00:00
epoch [126/300] batch [1/1] loss 0.9592 (0.9592) acc 80.6250 (80.6250) loss_ce 0.7154 (0.7154) loss_constraint 0.2439 (0.2439) eta 0:00:00
epoch [127/300] batch [1/1] loss 0.9887 (0.9887) acc 80.6250 (80.6250) loss_ce 0.7443 (0.7443) loss_constraint 0.2444 (0.2444) eta 0:00:00
epoch [128/300] batch [1/1] loss 0.9505 (0.9505) acc 83.1250 (83.1250) loss_ce 0.7055 (0.7055) loss_constraint 0.2450 (0.2450) eta 0:00:00
epoch [129/300] batch [1/1] loss 0.9412 (0.9412) acc 80.0000 (80.0000) loss_ce 0.6958 (0.6958) loss_constraint 0.2454 (0.2454) eta 0:00:00
epoch [130/300] batch [1/1] loss 0.9805 (0.9805) acc 81.2500 (81.2500) loss_ce 0.7350 (0.7350) loss_constraint 0.2455 (0.2455) eta 0:00:00
epoch [131/300] batch [1/1] loss 0.9615 (0.9615) acc 81.8750 (81.8750) loss_ce 0.7160 (0.7160) loss_constraint 0.2456 (0.2456) eta 0:00:00
epoch [132/300] batch [1/1] loss 0.9345 (0.9345) acc 85.0000 (85.0000) loss_ce 0.6891 (0.6891) loss_constraint 0.2454 (0.2454) eta 0:00:00
epoch [133/300] batch [1/1] loss 0.9630 (0.9630) acc 81.8750 (81.8750) loss_ce 0.7178 (0.7178) loss_constraint 0.2452 (0.2452) eta 0:00:00
epoch [134/300] batch [1/1] loss 0.9192 (0.9192) acc 83.7500 (83.7500) loss_ce 0.6743 (0.6743) loss_constraint 0.2449 (0.2449) eta 0:00:00
epoch [135/300] batch [1/1] loss 0.9576 (0.9576) acc 81.2500 (81.2500) loss_ce 0.7132 (0.7132) loss_constraint 0.2444 (0.2444) eta 0:00:00
epoch [136/300] batch [1/1] loss 0.9681 (0.9681) acc 82.5000 (82.5000) loss_ce 0.7241 (0.7241) loss_constraint 0.2440 (0.2440) eta 0:00:00
epoch [137/300] batch [1/1] loss 0.8699 (0.8699) acc 83.1250 (83.1250) loss_ce 0.6262 (0.6262) loss_constraint 0.2437 (0.2437) eta 0:00:00
epoch [138/300] batch [1/1] loss 0.9152 (0.9152) acc 85.0000 (85.0000) loss_ce 0.6717 (0.6717) loss_constraint 0.2435 (0.2435) eta 0:00:00
epoch [139/300] batch [1/1] loss 0.9616 (0.9616) acc 82.5000 (82.5000) loss_ce 0.7182 (0.7182) loss_constraint 0.2434 (0.2434) eta 0:00:00
epoch [140/300] batch [1/1] loss 0.8934 (0.8934) acc 85.6250 (85.6250) loss_ce 0.6500 (0.6500) loss_constraint 0.2434 (0.2434) eta 0:00:00
epoch [141/300] batch [1/1] loss 0.9128 (0.9128) acc 81.2500 (81.2500) loss_ce 0.6693 (0.6693) loss_constraint 0.2435 (0.2435) eta 0:00:00
epoch [142/300] batch [1/1] loss 1.0011 (1.0011) acc 79.3750 (79.3750) loss_ce 0.7574 (0.7574) loss_constraint 0.2437 (0.2437) eta 0:00:00
epoch [143/300] batch [1/1] loss 1.0152 (1.0152) acc 81.2500 (81.2500) loss_ce 0.7713 (0.7713) loss_constraint 0.2439 (0.2439) eta 0:00:00
epoch [144/300] batch [1/1] loss 1.0011 (1.0011) acc 78.7500 (78.7500) loss_ce 0.7570 (0.7570) loss_constraint 0.2441 (0.2441) eta 0:00:00
epoch [145/300] batch [1/1] loss 0.9516 (0.9516) acc 82.5000 (82.5000) loss_ce 0.7075 (0.7075) loss_constraint 0.2441 (0.2441) eta 0:00:00
epoch [146/300] batch [1/1] loss 0.8832 (0.8832) acc 83.1250 (83.1250) loss_ce 0.6391 (0.6391) loss_constraint 0.2440 (0.2440) eta 0:00:00
epoch [147/300] batch [1/1] loss 0.9162 (0.9162) acc 83.7500 (83.7500) loss_ce 0.6722 (0.6722) loss_constraint 0.2440 (0.2440) eta 0:00:00
epoch [148/300] batch [1/1] loss 0.9111 (0.9111) acc 81.2500 (81.2500) loss_ce 0.6670 (0.6670) loss_constraint 0.2441 (0.2441) eta 0:00:00
epoch [149/300] batch [1/1] loss 0.9154 (0.9154) acc 79.3750 (79.3750) loss_ce 0.6715 (0.6715) loss_constraint 0.2439 (0.2439) eta 0:00:00
epoch [150/300] batch [1/1] loss 0.8578 (0.8578) acc 85.0000 (85.0000) loss_ce 0.6140 (0.6140) loss_constraint 0.2438 (0.2438) eta 0:00:00
epoch [151/300] batch [1/1] loss 0.9481 (0.9481) acc 81.8750 (81.8750) loss_ce 0.7044 (0.7044) loss_constraint 0.2436 (0.2436) eta 0:00:00
epoch [152/300] batch [1/1] loss 0.8367 (0.8367) acc 85.6250 (85.6250) loss_ce 0.5935 (0.5935) loss_constraint 0.2432 (0.2432) eta 0:00:00
epoch [153/300] batch [1/1] loss 0.9192 (0.9192) acc 85.0000 (85.0000) loss_ce 0.6763 (0.6763) loss_constraint 0.2429 (0.2429) eta 0:00:00
epoch [154/300] batch [1/1] loss 0.9472 (0.9472) acc 82.5000 (82.5000) loss_ce 0.7047 (0.7047) loss_constraint 0.2425 (0.2425) eta 0:00:00
epoch [155/300] batch [1/1] loss 0.9206 (0.9206) acc 83.1250 (83.1250) loss_ce 0.6783 (0.6783) loss_constraint 0.2423 (0.2423) eta 0:00:00
epoch [156/300] batch [1/1] loss 0.9588 (0.9588) acc 80.6250 (80.6250) loss_ce 0.7167 (0.7167) loss_constraint 0.2421 (0.2421) eta 0:00:00
epoch [157/300] batch [1/1] loss 0.9474 (0.9474) acc 78.7500 (78.7500) loss_ce 0.7053 (0.7053) loss_constraint 0.2421 (0.2421) eta 0:00:00
epoch [158/300] batch [1/1] loss 0.9289 (0.9289) acc 83.1250 (83.1250) loss_ce 0.6868 (0.6868) loss_constraint 0.2421 (0.2421) eta 0:00:00
epoch [159/300] batch [1/1] loss 0.9313 (0.9313) acc 82.5000 (82.5000) loss_ce 0.6893 (0.6893) loss_constraint 0.2420 (0.2420) eta 0:00:00
epoch [160/300] batch [1/1] loss 0.9032 (0.9032) acc 82.5000 (82.5000) loss_ce 0.6614 (0.6614) loss_constraint 0.2418 (0.2418) eta 0:00:00
epoch [161/300] batch [1/1] loss 0.9334 (0.9334) acc 82.5000 (82.5000) loss_ce 0.6917 (0.6917) loss_constraint 0.2417 (0.2417) eta 0:00:00
epoch [162/300] batch [1/1] loss 0.9369 (0.9369) acc 82.5000 (82.5000) loss_ce 0.6954 (0.6954) loss_constraint 0.2415 (0.2415) eta 0:00:00
epoch [163/300] batch [1/1] loss 0.8932 (0.8932) acc 83.7500 (83.7500) loss_ce 0.6519 (0.6519) loss_constraint 0.2412 (0.2412) eta 0:00:00
epoch [164/300] batch [1/1] loss 0.9687 (0.9687) acc 77.5000 (77.5000) loss_ce 0.7276 (0.7276) loss_constraint 0.2411 (0.2411) eta 0:00:00
epoch [165/300] batch [1/1] loss 0.9380 (0.9380) acc 81.2500 (81.2500) loss_ce 0.6970 (0.6970) loss_constraint 0.2409 (0.2409) eta 0:00:00
epoch [166/300] batch [1/1] loss 0.9244 (0.9244) acc 83.7500 (83.7500) loss_ce 0.6835 (0.6835) loss_constraint 0.2409 (0.2409) eta 0:00:00
epoch [167/300] batch [1/1] loss 0.9511 (0.9511) acc 79.3750 (79.3750) loss_ce 0.7102 (0.7102) loss_constraint 0.2409 (0.2409) eta 0:00:00
epoch [168/300] batch [1/1] loss 0.8883 (0.8883) acc 86.2500 (86.2500) loss_ce 0.6474 (0.6474) loss_constraint 0.2409 (0.2409) eta 0:00:00
epoch [169/300] batch [1/1] loss 0.9672 (0.9672) acc 80.6250 (80.6250) loss_ce 0.7263 (0.7263) loss_constraint 0.2409 (0.2409) eta 0:00:00
epoch [170/300] batch [1/1] loss 0.9590 (0.9590) acc 82.5000 (82.5000) loss_ce 0.7181 (0.7181) loss_constraint 0.2409 (0.2409) eta 0:00:00
epoch [171/300] batch [1/1] loss 0.8853 (0.8853) acc 82.5000 (82.5000) loss_ce 0.6442 (0.6442) loss_constraint 0.2410 (0.2410) eta 0:00:00
epoch [172/300] batch [1/1] loss 0.9107 (0.9107) acc 81.8750 (81.8750) loss_ce 0.6696 (0.6696) loss_constraint 0.2411 (0.2411) eta 0:00:00
epoch [173/300] batch [1/1] loss 0.9102 (0.9102) acc 85.0000 (85.0000) loss_ce 0.6691 (0.6691) loss_constraint 0.2412 (0.2412) eta 0:00:00
epoch [174/300] batch [1/1] loss 0.9503 (0.9503) acc 78.7500 (78.7500) loss_ce 0.7092 (0.7092) loss_constraint 0.2412 (0.2412) eta 0:00:00
epoch [175/300] batch [1/1] loss 0.8925 (0.8925) acc 85.0000 (85.0000) loss_ce 0.6514 (0.6514) loss_constraint 0.2411 (0.2411) eta 0:00:00
epoch [176/300] batch [1/1] loss 0.9504 (0.9504) acc 80.6250 (80.6250) loss_ce 0.7094 (0.7094) loss_constraint 0.2410 (0.2410) eta 0:00:00
epoch [177/300] batch [1/1] loss 0.9779 (0.9779) acc 76.8750 (76.8750) loss_ce 0.7370 (0.7370) loss_constraint 0.2409 (0.2409) eta 0:00:00
