***************
** Arguments **
***************
dataset_config_file: configs/datasets/stanford_cars.yaml
epoch [78/300] batch [9/13] loss 0.4814 (0.5827) acc 89.8438 (87.5868) loss_ce 0.4629 (0.5642) data_term 0.4629 (0.5642) kl_term 0.0185 (0.0185) eta 0:00:20
epoch [78/300] batch [10/13] loss 0.5801 (0.5824) acc 88.2812 (87.6562) loss_ce 0.5616 (0.5640) data_term 0.5616 (0.5640) kl_term 0.0185 (0.0185) eta 0:00:20
epoch [78/300] batch [11/13] loss 0.5311 (0.5778) acc 88.6719 (87.7486) loss_ce 0.5125 (0.5593) data_term 0.5125 (0.5593) kl_term 0.0185 (0.0185) eta 0:00:20
epoch [78/300] batch [12/13] loss 0.5534 (0.5757) acc 89.4531 (87.8906) loss_ce 0.5348 (0.5572) data_term 0.5348 (0.5572) kl_term 0.0186 (0.0185) eta 0:00:20
epoch [78/300] batch [13/13] loss 0.4998 (0.5699) acc 90.6250 (88.1010) loss_ce 0.4812 (0.5514) data_term 0.4812 (0.5514) kl_term 0.0186 (0.0185) eta 0:00:20
epoch [79/300] batch [1/13] loss 0.6053 (0.6053) acc 87.8906 (87.8906) loss_ce 0.5865 (0.5865) data_term 0.5865 (0.5865) kl_term 0.0188 (0.0188) eta 0:00:21
epoch [79/300] batch [2/13] loss 0.5344 (0.5699) acc 89.0625 (88.4766) loss_ce 0.5156 (0.5510) data_term 0.5156 (0.5510) kl_term 0.0188 (0.0188) eta 0:00:20
epoch [79/300] batch [3/13] loss 0.5707 (0.5701) acc 88.6719 (88.5417) loss_ce 0.5518 (0.5513) data_term 0.5518 (0.5513) kl_term 0.0189 (0.0188) eta 0:00:20
epoch [79/300] batch [4/13] loss 0.6385 (0.5872) acc 87.1094 (88.1836) loss_ce 0.6196 (0.5684) data_term 0.6196 (0.5684) kl_term 0.0189 (0.0189) eta 0:00:20
epoch [79/300] batch [5/13] loss 0.5520 (0.5802) acc 90.2344 (88.5938) loss_ce 0.5331 (0.5613) data_term 0.5331 (0.5613) kl_term 0.0189 (0.0189) eta 0:00:20
epoch [79/300] batch [6/13] loss 0.5824 (0.5806) acc 87.8906 (88.4766) loss_ce 0.5635 (0.5617) data_term 0.5635 (0.5617) kl_term 0.0189 (0.0189) eta 0:00:20
epoch [79/300] batch [7/13] loss 0.4822 (0.5665) acc 90.2344 (88.7277) loss_ce 0.4633 (0.5476) data_term 0.4633 (0.5476) kl_term 0.0189 (0.0189) eta 0:00:20
epoch [79/300] batch [8/13] loss 0.6059 (0.5714) acc 90.2344 (88.9160) loss_ce 0.5869 (0.5525) data_term 0.5869 (0.5525) kl_term 0.0189 (0.0189) eta 0:00:20
epoch [79/300] batch [9/13] loss 0.4872 (0.5621) acc 90.2344 (89.0625) loss_ce 0.4682 (0.5432) data_term 0.4682 (0.5432) kl_term 0.0189 (0.0189) eta 0:00:20
epoch [79/300] batch [10/13] loss 0.5476 (0.5606) acc 88.6719 (89.0234) loss_ce 0.5286 (0.5417) data_term 0.5286 (0.5417) kl_term 0.0190 (0.0189) eta 0:00:20
epoch [79/300] batch [11/13] loss 0.6545 (0.5692) acc 85.1562 (88.6719) loss_ce 0.6355 (0.5502) data_term 0.6355 (0.5502) kl_term 0.0190 (0.0189) eta 0:00:20
epoch [79/300] batch [12/13] loss 0.6800 (0.5784) acc 85.5469 (88.4115) loss_ce 0.6610 (0.5595) data_term 0.6610 (0.5595) kl_term 0.0190 (0.0189) eta 0:00:20
epoch [79/300] batch [13/13] loss 0.6913 (0.5871) acc 85.9375 (88.2212) loss_ce 0.6723 (0.5682) data_term 0.6723 (0.5682) kl_term 0.0190 (0.0189) eta 0:00:19
epoch [80/300] batch [1/13] loss 0.5890 (0.5890) acc 88.2812 (88.2812) loss_ce 0.5697 (0.5697) data_term 0.5697 (0.5697) kl_term 0.0193 (0.0193) eta 0:00:21
epoch [80/300] batch [2/13] loss 0.6948 (0.6419) acc 84.3750 (86.3281) loss_ce 0.6755 (0.6226) data_term 0.6755 (0.6226) kl_term 0.0193 (0.0193) eta 0:00:20
epoch [80/300] batch [3/13] loss 0.7128 (0.6655) acc 84.3750 (85.6771) loss_ce 0.6935 (0.6463) data_term 0.6935 (0.6463) kl_term 0.0193 (0.0193) eta 0:00:20
epoch [80/300] batch [4/13] loss 0.5051 (0.6254) acc 91.0156 (87.0117) loss_ce 0.4858 (0.6061) data_term 0.4858 (0.6061) kl_term 0.0193 (0.0193) eta 0:00:20
epoch [80/300] batch [5/13] loss 0.6313 (0.6266) acc 87.1094 (87.0312) loss_ce 0.6120 (0.6073) data_term 0.6120 (0.6073) kl_term 0.0193 (0.0193) eta 0:00:20
epoch [80/300] batch [6/13] loss 0.5507 (0.6140) acc 89.4531 (87.4349) loss_ce 0.5314 (0.5947) data_term 0.5314 (0.5947) kl_term 0.0193 (0.0193) eta 0:00:20
epoch [80/300] batch [7/13] loss 0.5901 (0.6105) acc 86.3281 (87.2768) loss_ce 0.5707 (0.5912) data_term 0.5707 (0.5912) kl_term 0.0194 (0.0193) eta 0:00:19
epoch [80/300] batch [8/13] loss 0.5372 (0.6014) acc 88.6719 (87.4512) loss_ce 0.5179 (0.5821) data_term 0.5179 (0.5821) kl_term 0.0194 (0.0193) eta 0:00:19
epoch [80/300] batch [9/13] loss 0.7070 (0.6131) acc 86.3281 (87.3264) loss_ce 0.6876 (0.5938) data_term 0.6876 (0.5938) kl_term 0.0194 (0.0193) eta 0:00:19
epoch [80/300] batch [10/13] loss 0.5943 (0.6112) acc 87.1094 (87.3047) loss_ce 0.5749 (0.5919) data_term 0.5749 (0.5919) kl_term 0.0194 (0.0193) eta 0:00:19
epoch [80/300] batch [11/13] loss 0.4883 (0.6000) acc 90.2344 (87.5710) loss_ce 0.4689 (0.5807) data_term 0.4689 (0.5807) kl_term 0.0194 (0.0193) eta 0:00:19
epoch [80/300] batch [12/13] loss 0.6259 (0.6022) acc 87.1094 (87.5326) loss_ce 0.6065 (0.5829) data_term 0.6065 (0.5829) kl_term 0.0194 (0.0193) eta 0:00:19
epoch [80/300] batch [13/13] loss 0.5364 (0.5971) acc 84.3750 (87.2897) loss_ce 0.5170 (0.5778) data_term 0.5170 (0.5778) kl_term 0.0194 (0.0194) eta 0:00:19
epoch [81/300] batch [1/13] loss 0.4583 (0.4583) acc 90.2344 (90.2344) loss_ce 0.4386 (0.4386) data_term 0.4386 (0.4386) kl_term 0.0197 (0.0197) eta 0:00:20
epoch [81/300] batch [2/13] loss 0.6585 (0.5584) acc 85.5469 (87.8906) loss_ce 0.6388 (0.5387) data_term 0.6388 (0.5387) kl_term 0.0197 (0.0197) eta 0:00:20
epoch [81/300] batch [3/13] loss 0.5525 (0.5564) acc 89.0625 (88.2812) loss_ce 0.5328 (0.5367) data_term 0.5328 (0.5367) kl_term 0.0197 (0.0197) eta 0:00:20
epoch [81/300] batch [4/13] loss 0.5056 (0.5437) acc 89.8438 (88.6719) loss_ce 0.4859 (0.5240) data_term 0.4859 (0.5240) kl_term 0.0197 (0.0197) eta 0:00:20
epoch [81/300] batch [5/13] loss 0.5853 (0.5521) acc 87.5000 (88.4375) loss_ce 0.5655 (0.5323) data_term 0.5655 (0.5323) kl_term 0.0198 (0.0197) eta 0:00:20
epoch [81/300] batch [6/13] loss 0.5842 (0.5574) acc 88.2812 (88.4115) loss_ce 0.5644 (0.5377) data_term 0.5644 (0.5377) kl_term 0.0198 (0.0197) eta 0:00:20
epoch [81/300] batch [7/13] loss 0.5050 (0.5499) acc 89.8438 (88.6161) loss_ce 0.4852 (0.5302) data_term 0.4852 (0.5302) kl_term 0.0198 (0.0197) eta 0:00:19
epoch [81/300] batch [8/13] loss 0.5206 (0.5462) acc 90.2344 (88.8184) loss_ce 0.5008 (0.5265) data_term 0.5008 (0.5265) kl_term 0.0198 (0.0198) eta 0:00:19
epoch [81/300] batch [9/13] loss 0.6920 (0.5624) acc 84.7656 (88.3681) loss_ce 0.6722 (0.5427) data_term 0.6722 (0.5427) kl_term 0.0198 (0.0198) eta 0:00:19
epoch [81/300] batch [10/13] loss 0.5809 (0.5643) acc 86.3281 (88.1641) loss_ce 0.5611 (0.5445) data_term 0.5611 (0.5445) kl_term 0.0198 (0.0198) eta 0:00:19
epoch [81/300] batch [11/13] loss 0.6499 (0.5721) acc 87.5000 (88.1037) loss_ce 0.6300 (0.5523) data_term 0.6300 (0.5523) kl_term 0.0198 (0.0198) eta 0:00:19
epoch [81/300] batch [12/13] loss 0.6303 (0.5769) acc 85.9375 (87.9232) loss_ce 0.6105 (0.5571) data_term 0.6105 (0.5571) kl_term 0.0199 (0.0198) eta 0:00:19
epoch [81/300] batch [13/13] loss 0.6255 (0.5807) acc 87.5000 (87.8906) loss_ce 0.6056 (0.5609) data_term 0.6056 (0.5609) kl_term 0.0199 (0.0198) eta 0:00:19
epoch [82/300] batch [1/13] loss 0.5484 (0.5484) acc 87.8906 (87.8906) loss_ce 0.5282 (0.5282) data_term 0.5282 (0.5282) kl_term 0.0201 (0.0201) eta 0:00:21
epoch [82/300] batch [2/13] loss 0.4471 (0.4977) acc 92.1875 (90.0391) loss_ce 0.4270 (0.4776) data_term 0.4270 (0.4776) kl_term 0.0202 (0.0201) eta 0:00:20
epoch [82/300] batch [3/13] loss 0.5649 (0.5201) acc 88.2812 (89.4531) loss_ce 0.5448 (0.5000) data_term 0.5448 (0.5000) kl_term 0.0202 (0.0202) eta 0:00:20
epoch [82/300] batch [4/13] loss 0.5081 (0.5171) acc 90.6250 (89.7461) loss_ce 0.4879 (0.4970) data_term 0.4879 (0.4970) kl_term 0.0202 (0.0202) eta 0:00:20
epoch [82/300] batch [5/13] loss 0.6175 (0.5372) acc 84.3750 (88.6719) loss_ce 0.5973 (0.5170) data_term 0.5973 (0.5170) kl_term 0.0202 (0.0202) eta 0:00:20
epoch [82/300] batch [6/13] loss 0.6122 (0.5497) acc 88.6719 (88.6719) loss_ce 0.5920 (0.5295) data_term 0.5920 (0.5295) kl_term 0.0202 (0.0202) eta 0:00:19
epoch [82/300] batch [7/13] loss 0.6160 (0.5592) acc 86.3281 (88.3371) loss_ce 0.5958 (0.5390) data_term 0.5958 (0.5390) kl_term 0.0202 (0.0202) eta 0:00:19
epoch [82/300] batch [8/13] loss 0.5139 (0.5535) acc 89.8438 (88.5254) loss_ce 0.4937 (0.5333) data_term 0.4937 (0.5333) kl_term 0.0202 (0.0202) eta 0:00:19
epoch [82/300] batch [9/13] loss 0.5676 (0.5551) acc 87.1094 (88.3681) loss_ce 0.5473 (0.5349) data_term 0.5473 (0.5349) kl_term 0.0203 (0.0202) eta 0:00:19
epoch [82/300] batch [10/13] loss 0.5164 (0.5512) acc 91.7969 (88.7109) loss_ce 0.4962 (0.5310) data_term 0.4962 (0.5310) kl_term 0.0203 (0.0202) eta 0:00:19
epoch [82/300] batch [11/13] loss 0.5400 (0.5502) acc 89.0625 (88.7429) loss_ce 0.5197 (0.5300) data_term 0.5197 (0.5300) kl_term 0.0203 (0.0202) eta 0:00:19
epoch [82/300] batch [12/13] loss 0.6575 (0.5591) acc 86.3281 (88.5417) loss_ce 0.6372 (0.5389) data_term 0.6372 (0.5389) kl_term 0.0203 (0.0202) eta 0:00:19
epoch [82/300] batch [13/13] loss 0.7448 (0.5734) acc 85.9375 (88.3413) loss_ce 0.7245 (0.5532) data_term 0.7245 (0.5532) kl_term 0.0203 (0.0202) eta 0:00:19
epoch [83/300] batch [1/13] loss 0.5888 (0.5888) acc 88.2812 (88.2812) loss_ce 0.5682 (0.5682) data_term 0.5682 (0.5682) kl_term 0.0206 (0.0206) eta 0:00:21
epoch [83/300] batch [2/13] loss 0.5978 (0.5933) acc 86.3281 (87.3047) loss_ce 0.5772 (0.5727) data_term 0.5772 (0.5727) kl_term 0.0206 (0.0206) eta 0:00:20
epoch [83/300] batch [3/13] loss 0.5343 (0.5737) acc 87.1094 (87.2396) loss_ce 0.5137 (0.5531) data_term 0.5137 (0.5531) kl_term 0.0206 (0.0206) eta 0:00:20
epoch [83/300] batch [4/13] loss 0.4941 (0.5538) acc 91.4062 (88.2812) loss_ce 0.4735 (0.5332) data_term 0.4735 (0.5332) kl_term 0.0206 (0.0206) eta 0:00:20
epoch [83/300] batch [5/13] loss 0.6281 (0.5686) acc 87.5000 (88.1250) loss_ce 0.6074 (0.5480) data_term 0.6074 (0.5480) kl_term 0.0206 (0.0206) eta 0:00:20
epoch [83/300] batch [6/13] loss 0.5007 (0.5573) acc 89.0625 (88.2812) loss_ce 0.4800 (0.5367) data_term 0.4800 (0.5367) kl_term 0.0207 (0.0206) eta 0:00:20
epoch [83/300] batch [7/13] loss 0.5735 (0.5596) acc 87.5000 (88.1696) loss_ce 0.5528 (0.5390) data_term 0.5528 (0.5390) kl_term 0.0207 (0.0206) eta 0:00:20
epoch [83/300] batch [8/13] loss 0.5832 (0.5626) acc 88.6719 (88.2324) loss_ce 0.5625 (0.5419) data_term 0.5625 (0.5419) kl_term 0.0207 (0.0206) eta 0:00:19
epoch [83/300] batch [9/13] loss 0.5512 (0.5613) acc 87.1094 (88.1076) loss_ce 0.5305 (0.5407) data_term 0.5305 (0.5407) kl_term 0.0207 (0.0206) eta 0:00:19
epoch [83/300] batch [10/13] loss 0.6799 (0.5732) acc 82.8125 (87.5781) loss_ce 0.6592 (0.5525) data_term 0.6592 (0.5525) kl_term 0.0207 (0.0206) eta 0:00:19
epoch [83/300] batch [11/13] loss 0.5769 (0.5735) acc 87.8906 (87.6065) loss_ce 0.5562 (0.5529) data_term 0.5562 (0.5529) kl_term 0.0207 (0.0207) eta 0:00:19
epoch [83/300] batch [12/13] loss 0.6070 (0.5763) acc 87.5000 (87.5977) loss_ce 0.5862 (0.5556) data_term 0.5862 (0.5556) kl_term 0.0207 (0.0207) eta 0:00:19
epoch [83/300] batch [13/13] loss 0.7064 (0.5863) acc 87.5000 (87.5901) loss_ce 0.6856 (0.5656) data_term 0.6856 (0.5656) kl_term 0.0208 (0.0207) eta 0:00:19
epoch [84/300] batch [1/13] loss 0.5789 (0.5789) acc 88.6719 (88.6719) loss_ce 0.5579 (0.5579) data_term 0.5579 (0.5579) kl_term 0.0210 (0.0210) eta 0:00:20
epoch [84/300] batch [2/13] loss 0.5994 (0.5892) acc 87.8906 (88.2812) loss_ce 0.5784 (0.5681) data_term 0.5784 (0.5681) kl_term 0.0210 (0.0210) eta 0:00:20
epoch [84/300] batch [3/13] loss 0.6121 (0.5968) acc 87.8906 (88.1510) loss_ce 0.5911 (0.5758) data_term 0.5911 (0.5758) kl_term 0.0211 (0.0210) eta 0:00:22
epoch [84/300] batch [4/13] loss 0.5754 (0.5915) acc 89.4531 (88.4766) loss_ce 0.5544 (0.5704) data_term 0.5544 (0.5704) kl_term 0.0211 (0.0210) eta 0:00:29
epoch [84/300] batch [5/13] loss 0.5370 (0.5806) acc 87.1094 (88.2031) loss_ce 0.5159 (0.5595) data_term 0.5159 (0.5595) kl_term 0.0211 (0.0211) eta 0:00:27
epoch [84/300] batch [6/13] loss 0.5225 (0.5709) acc 89.0625 (88.3464) loss_ce 0.5014 (0.5498) data_term 0.5014 (0.5498) kl_term 0.0211 (0.0211) eta 0:00:25
epoch [84/300] batch [7/13] loss 0.5513 (0.5681) acc 89.0625 (88.4487) loss_ce 0.5302 (0.5470) data_term 0.5302 (0.5470) kl_term 0.0211 (0.0211) eta 0:00:24
epoch [84/300] batch [8/13] loss 0.6016 (0.5723) acc 86.7188 (88.2324) loss_ce 0.5805 (0.5512) data_term 0.5805 (0.5512) kl_term 0.0211 (0.0211) eta 0:00:24
epoch [84/300] batch [9/13] loss 0.6023 (0.5756) acc 87.1094 (88.1076) loss_ce 0.5812 (0.5545) data_term 0.5812 (0.5545) kl_term 0.0211 (0.0211) eta 0:00:23
epoch [84/300] batch [10/13] loss 0.5842 (0.5765) acc 86.3281 (87.9297) loss_ce 0.5631 (0.5554) data_term 0.5631 (0.5554) kl_term 0.0212 (0.0211) eta 0:00:23
epoch [84/300] batch [11/13] loss 0.7618 (0.5933) acc 84.3750 (87.6065) loss_ce 0.7406 (0.5722) data_term 0.7406 (0.5722) kl_term 0.0212 (0.0211) eta 0:00:22
epoch [84/300] batch [12/13] loss 0.6711 (0.5998) acc 86.7188 (87.5326) loss_ce 0.6499 (0.5787) data_term 0.6499 (0.5787) kl_term 0.0212 (0.0211) eta 0:00:22
epoch [84/300] batch [13/13] loss 0.7051 (0.6079) acc 81.2500 (87.0493) loss_ce 0.6839 (0.5868) data_term 0.6839 (0.5868) kl_term 0.0212 (0.0211) eta 0:00:22
epoch [85/300] batch [1/13] loss 0.4771 (0.4771) acc 91.7969 (91.7969) loss_ce 0.4556 (0.4556) data_term 0.4556 (0.4556) kl_term 0.0215 (0.0215) eta 0:00:20
epoch [85/300] batch [2/13] loss 0.5203 (0.4987) acc 91.7969 (91.7969) loss_ce 0.4988 (0.4772) data_term 0.4988 (0.4772) kl_term 0.0215 (0.0215) eta 0:00:20
epoch [85/300] batch [3/13] loss 0.6755 (0.5576) acc 86.7188 (90.1042) loss_ce 0.6540 (0.5361) data_term 0.6540 (0.5361) kl_term 0.0215 (0.0215) eta 0:00:19
epoch [85/300] batch [4/13] loss 0.5889 (0.5654) acc 88.6719 (89.7461) loss_ce 0.5674 (0.5439) data_term 0.5674 (0.5439) kl_term 0.0215 (0.0215) eta 0:00:19
epoch [85/300] batch [5/13] loss 0.5285 (0.5581) acc 89.0625 (89.6094) loss_ce 0.5069 (0.5365) data_term 0.5069 (0.5365) kl_term 0.0215 (0.0215) eta 0:00:19
epoch [85/300] batch [6/13] loss 0.5639 (0.5590) acc 89.8438 (89.6484) loss_ce 0.5423 (0.5375) data_term 0.5423 (0.5375) kl_term 0.0216 (0.0215) eta 0:00:19
epoch [85/300] batch [7/13] loss 0.6671 (0.5745) acc 86.3281 (89.1741) loss_ce 0.6455 (0.5529) data_term 0.6455 (0.5529) kl_term 0.0216 (0.0215) eta 0:00:19
epoch [85/300] batch [8/13] loss 0.6111 (0.5790) acc 84.7656 (88.6230) loss_ce 0.5895 (0.5575) data_term 0.5895 (0.5575) kl_term 0.0216 (0.0215) eta 0:00:19
epoch [85/300] batch [9/13] loss 0.4869 (0.5688) acc 89.0625 (88.6719) loss_ce 0.4653 (0.5473) data_term 0.4653 (0.5473) kl_term 0.0216 (0.0215) eta 0:00:19
epoch [85/300] batch [10/13] loss 0.5346 (0.5654) acc 88.6719 (88.6719) loss_ce 0.5129 (0.5438) data_term 0.5129 (0.5438) kl_term 0.0216 (0.0215) eta 0:00:19
epoch [85/300] batch [11/13] loss 0.5374 (0.5628) acc 88.2812 (88.6364) loss_ce 0.5157 (0.5413) data_term 0.5157 (0.5413) kl_term 0.0216 (0.0216) eta 0:00:19
epoch [85/300] batch [12/13] loss 0.6602 (0.5709) acc 85.5469 (88.3789) loss_ce 0.6386 (0.5494) data_term 0.6386 (0.5494) kl_term 0.0216 (0.0216) eta 0:00:19
epoch [85/300] batch [13/13] loss 0.5698 (0.5709) acc 89.0625 (88.4315) loss_ce 0.5481 (0.5493) data_term 0.5481 (0.5493) kl_term 0.0217 (0.0216) eta 0:00:19
epoch [86/300] batch [1/13] loss 0.5611 (0.5611) acc 85.1562 (85.1562) loss_ce 0.5392 (0.5392) data_term 0.5392 (0.5392) kl_term 0.0219 (0.0219) eta 0:00:20
epoch [86/300] batch [2/13] loss 0.5984 (0.5798) acc 89.0625 (87.1094) loss_ce 0.5765 (0.5578) data_term 0.5765 (0.5578) kl_term 0.0220 (0.0219) eta 0:00:19
epoch [86/300] batch [3/13] loss 0.6285 (0.5960) acc 88.2812 (87.5000) loss_ce 0.6066 (0.5741) data_term 0.6066 (0.5741) kl_term 0.0220 (0.0220) eta 0:00:19
epoch [86/300] batch [4/13] loss 0.4192 (0.5518) acc 91.7969 (88.5742) loss_ce 0.3973 (0.5299) data_term 0.3973 (0.5299) kl_term 0.0220 (0.0220) eta 0:00:19
epoch [86/300] batch [5/13] loss 0.5604 (0.5535) acc 87.8906 (88.4375) loss_ce 0.5384 (0.5316) data_term 0.5384 (0.5316) kl_term 0.0220 (0.0220) eta 0:00:19
epoch [86/300] batch [6/13] loss 0.6122 (0.5633) acc 86.7188 (88.1510) loss_ce 0.5902 (0.5413) data_term 0.5902 (0.5413) kl_term 0.0220 (0.0220) eta 0:00:19
epoch [86/300] batch [7/13] loss 0.5524 (0.5618) acc 87.5000 (88.0580) loss_ce 0.5304 (0.5398) data_term 0.5304 (0.5398) kl_term 0.0220 (0.0220) eta 0:00:19
epoch [86/300] batch [8/13] loss 0.5338 (0.5583) acc 89.8438 (88.2812) loss_ce 0.5118 (0.5363) data_term 0.5118 (0.5363) kl_term 0.0220 (0.0220) eta 0:00:19
epoch [86/300] batch [9/13] loss 0.5245 (0.5545) acc 89.0625 (88.3681) loss_ce 0.5024 (0.5325) data_term 0.5024 (0.5325) kl_term 0.0221 (0.0220) eta 0:00:19
epoch [86/300] batch [10/13] loss 0.6778 (0.5668) acc 85.9375 (88.1250) loss_ce 0.6558 (0.5448) data_term 0.6558 (0.5448) kl_term 0.0221 (0.0220) eta 0:00:19
epoch [86/300] batch [11/13] loss 0.6927 (0.5783) acc 83.5938 (87.7131) loss_ce 0.6706 (0.5563) data_term 0.6706 (0.5563) kl_term 0.0221 (0.0220) eta 0:00:19
epoch [86/300] batch [12/13] loss 0.4748 (0.5697) acc 91.4062 (88.0208) loss_ce 0.4527 (0.5476) data_term 0.4527 (0.5476) kl_term 0.0221 (0.0220) eta 0:00:19
epoch [86/300] batch [13/13] loss 0.7114 (0.5806) acc 82.8125 (87.6202) loss_ce 0.6893 (0.5585) data_term 0.6893 (0.5585) kl_term 0.0221 (0.0220) eta 0:00:19
epoch [87/300] batch [1/13] loss 0.4186 (0.4186) acc 92.9688 (92.9688) loss_ce 0.3962 (0.3962) data_term 0.3962 (0.3962) kl_term 0.0224 (0.0224) eta 0:00:20
epoch [87/300] batch [2/13] loss 0.6391 (0.5289) acc 87.8906 (90.4297) loss_ce 0.6167 (0.5065) data_term 0.6167 (0.5065) kl_term 0.0224 (0.0224) eta 0:00:19
epoch [87/300] batch [3/13] loss 0.5146 (0.5241) acc 89.4531 (90.1042) loss_ce 0.4922 (0.5017) data_term 0.4922 (0.5017) kl_term 0.0224 (0.0224) eta 0:00:19
epoch [87/300] batch [4/13] loss 0.5569 (0.5323) acc 87.1094 (89.3555) loss_ce 0.5344 (0.5099) data_term 0.5344 (0.5099) kl_term 0.0224 (0.0224) eta 0:00:19
epoch [87/300] batch [5/13] loss 0.6128 (0.5484) acc 87.8906 (89.0625) loss_ce 0.5904 (0.5260) data_term 0.5904 (0.5260) kl_term 0.0224 (0.0224) eta 0:00:19
epoch [87/300] batch [6/13] loss 0.6359 (0.5630) acc 85.5469 (88.4766) loss_ce 0.6135 (0.5406) data_term 0.6135 (0.5406) kl_term 0.0225 (0.0224) eta 0:00:19
epoch [87/300] batch [7/13] loss 0.5691 (0.5639) acc 87.8906 (88.3929) loss_ce 0.5466 (0.5414) data_term 0.5466 (0.5414) kl_term 0.0225 (0.0224) eta 0:00:19
epoch [87/300] batch [8/13] loss 0.6047 (0.5690) acc 87.1094 (88.2324) loss_ce 0.5822 (0.5465) data_term 0.5822 (0.5465) kl_term 0.0225 (0.0224) eta 0:00:19
epoch [87/300] batch [9/13] loss 0.4987 (0.5612) acc 89.8438 (88.4115) loss_ce 0.4762 (0.5387) data_term 0.4762 (0.5387) kl_term 0.0225 (0.0224) eta 0:00:19
epoch [87/300] batch [10/13] loss 0.4736 (0.5524) acc 91.4062 (88.7109) loss_ce 0.4511 (0.5300) data_term 0.4511 (0.5300) kl_term 0.0225 (0.0225) eta 0:00:19
epoch [87/300] batch [11/13] loss 0.5818 (0.5551) acc 87.1094 (88.5653) loss_ce 0.5593 (0.5326) data_term 0.5593 (0.5326) kl_term 0.0225 (0.0225) eta 0:00:19
epoch [87/300] batch [12/13] loss 0.7066 (0.5677) acc 83.2031 (88.1185) loss_ce 0.6841 (0.5452) data_term 0.6841 (0.5452) kl_term 0.0226 (0.0225) eta 0:00:19
epoch [87/300] batch [13/13] loss 0.7570 (0.5823) acc 87.5000 (88.0709) loss_ce 0.7344 (0.5598) data_term 0.7344 (0.5598) kl_term 0.0226 (0.0225) eta 0:00:19
epoch [88/300] batch [1/13] loss 0.5898 (0.5898) acc 87.8906 (87.8906) loss_ce 0.5669 (0.5669) data_term 0.5669 (0.5669) kl_term 0.0228 (0.0228) eta 0:00:20
epoch [88/300] batch [2/13] loss 0.5209 (0.5553) acc 89.0625 (88.4766) loss_ce 0.4980 (0.5325) data_term 0.4980 (0.5325) kl_term 0.0229 (0.0229) eta 0:00:19
epoch [88/300] batch [3/13] loss 0.4682 (0.5263) acc 89.8438 (88.9323) loss_ce 0.4453 (0.5034) data_term 0.4453 (0.5034) kl_term 0.0229 (0.0229) eta 0:00:19
epoch [88/300] batch [4/13] loss 0.5974 (0.5441) acc 86.7188 (88.3789) loss_ce 0.5745 (0.5212) data_term 0.5745 (0.5212) kl_term 0.0229 (0.0229) eta 0:00:19
epoch [88/300] batch [5/13] loss 0.6205 (0.5594) acc 87.1094 (88.1250) loss_ce 0.5976 (0.5365) data_term 0.5976 (0.5365) kl_term 0.0229 (0.0229) eta 0:00:19
epoch [88/300] batch [6/13] loss 0.5816 (0.5631) acc 87.5000 (88.0208) loss_ce 0.5587 (0.5402) data_term 0.5587 (0.5402) kl_term 0.0229 (0.0229) eta 0:00:19
epoch [88/300] batch [7/13] loss 0.6155 (0.5706) acc 87.1094 (87.8906) loss_ce 0.5926 (0.5477) data_term 0.5926 (0.5477) kl_term 0.0229 (0.0229) eta 0:00:19
epoch [88/300] batch [8/13] loss 0.5445 (0.5673) acc 87.8906 (87.8906) loss_ce 0.5215 (0.5444) data_term 0.5215 (0.5444) kl_term 0.0230 (0.0229) eta 0:00:19
epoch [88/300] batch [9/13] loss 0.5809 (0.5688) acc 87.5000 (87.8472) loss_ce 0.5580 (0.5459) data_term 0.5580 (0.5459) kl_term 0.0230 (0.0229) eta 0:00:19
epoch [88/300] batch [10/13] loss 0.5233 (0.5643) acc 88.6719 (87.9297) loss_ce 0.5004 (0.5414) data_term 0.5004 (0.5414) kl_term 0.0230 (0.0229) eta 0:00:19
epoch [88/300] batch [11/13] loss 0.5653 (0.5644) acc 89.8438 (88.1037) loss_ce 0.5423 (0.5414) data_term 0.5423 (0.5414) kl_term 0.0230 (0.0229) eta 0:00:19
epoch [88/300] batch [12/13] loss 0.5801 (0.5657) acc 87.8906 (88.0859) loss_ce 0.5571 (0.5427) data_term 0.5571 (0.5427) kl_term 0.0230 (0.0229) eta 0:00:19
epoch [88/300] batch [13/13] loss 0.7820 (0.5823) acc 84.3750 (87.8005) loss_ce 0.7590 (0.5594) data_term 0.7590 (0.5594) kl_term 0.0230 (0.0229) eta 0:00:19
epoch [89/300] batch [1/13] loss 0.5156 (0.5156) acc 87.8906 (87.8906) loss_ce 0.4923 (0.4923) data_term 0.4923 (0.4923) kl_term 0.0233 (0.0233) eta 0:00:19
epoch [89/300] batch [2/13] loss 0.6855 (0.6006) acc 85.5469 (86.7188) loss_ce 0.6622 (0.5773) data_term 0.6622 (0.5773) kl_term 0.0233 (0.0233) eta 0:00:19
epoch [89/300] batch [3/13] loss 0.6005 (0.6005) acc 87.8906 (87.1094) loss_ce 0.5772 (0.5772) data_term 0.5772 (0.5772) kl_term 0.0233 (0.0233) eta 0:00:19
epoch [89/300] batch [4/13] loss 0.5862 (0.5970) acc 87.8906 (87.3047) loss_ce 0.5628 (0.5736) data_term 0.5628 (0.5736) kl_term 0.0234 (0.0233) eta 0:00:19
