sample_id,label,MMRL_pred,Bayes_pred,case_type,MMRL_conf,Bayes_conf,MMRL_entropy,Bayes_entropy,JS,sym_KL,L1
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g01_c01.jpg,0,0,0,both_correct,0.9651975,0.986673,0.17576899,0.0795672,0.0031423676,0.013602434,0.044401515
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g01_c02.jpg,0,0,0,both_correct,0.9284317,0.9750361,0.26433256,0.11889467,0.0061931903,0.025916122,0.093228996
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g01_c03.jpg,0,0,0,both_correct,0.99920005,0.9995764,0.0065986393,0.0038655386,4.043292e-05,0.00017512751,0.00080082484
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g01_c04.jpg,0,0,0,both_correct,0.97713625,0.988943,0.11313041,0.06364941,0.0010865335,0.004444563,0.023639955
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g01_c05.jpg,0,0,0,both_correct,0.99881136,0.9996306,0.009369177,0.0033583243,0.0001141982,0.000482857,0.0016404261
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g01_c06.jpg,0,0,0,both_correct,0.877536,0.96253854,0.39243147,0.16321874,0.013041379,0.055402152,0.17000507
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g02_c01.jpg,0,1,0,MMRL_wrong_Bayes_correct,0.66958976,0.58884865,0.6371385,0.6829257,0.034212913,0.1385208,0.5182758
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g02_c02.jpg,0,0,0,both_correct,0.9611107,0.97009057,0.16669779,0.13982737,0.00044232968,0.0018054629,0.019222202
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g02_c03.jpg,0,0,0,both_correct,0.91684365,0.95217973,0.37777576,0.2539761,0.0042334823,0.017597513,0.07461077
/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g02_c04.jpg,0,1,0,MMRL_wrong_Bayes_correct,0.6418345,0.64044744,0.7694082,0.778893,0.050994538,0.20816389,0.62955046
