sample_index,path,y,y_name,pred_text,pred_support,pred_final,pred_text_name,pred_support_name,pred_final_name,correct_text,correct_support,correct_final,error_text,error_support,error_final,js_text_support,one_minus_cos_text_support,top1_disagree_text_support,margin_conflict_text_support,msp_text,entropy_text,margin_text,energy_text,msp_support,entropy_support,margin_support,energy_support,msp_final,entropy_final,margin_final,energy_final,one_minus_msp_text,neg_margin_text,one_minus_msp_support,neg_margin_support,one_minus_msp_final,neg_margin_final,support_density_maxsim,support_density_topk_mean,support_density_top5_mean,ignorance_score,conflict_aware_confidence,conflict_aware_error_score,top3_text,top3_support,top3_final
0,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0426.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.1931517254114874,0.0694446528806667,0,0.0,0.4765849920745438,2.337619735537398,0.3382794425240131,-26.33908,0.24992469,3.9217347819229222,0.22532034555387093,-2.3841858e-07,0.36325483192894126,3.3228289841416476,0.29048827226822405,1.1920929e-07,0.5234150079254563,-0.3382794425240131,0.75007534,-0.22532034555387093,0.6367451680710587,-0.29048827226822405,0.8551416,0.7424289,0.81801635,-0.7424289,0.18479116760774486,0.8152088323922552,face:0.4766; cougar_face:0.1383; platypus:0.0655,face:0.2499; brain:0.0246; panda:0.0205,face:0.3633; cougar_face:0.0728; platypus:0.0375
1,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0239.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.1878483502609839,0.07467673379544781,0,0.0,0.30461566542558655,3.164653536656068,0.24897933111303083,-25.197866,0.6838792,2.0011609604941154,0.6617128193510708,-1.4901161e-07,0.4942474183362727,2.770755598836075,0.46466245839783243,1.1920929e-07,0.6953843345744135,-0.24897933111303083,0.3161208,-0.6617128193510708,0.5057525816637273,-0.46466245839783243,0.9011686,0.80574256,0.8934043,-0.80574256,0.2548663249456612,0.7451336750543388,face:0.3046; ant:0.0556; menorah:0.0491,face:0.6839; starfish:0.0222; helicopter:0.0179,face:0.4942; ant:0.0296; menorah:0.0263
2,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0353.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.15339222175098696,0.07455960521726335,0,0.0,0.5026406306589367,2.081314804752645,0.3066597373892035,-26.001396,0.51483774,2.811599054649214,0.4835138699743937,5.9604645e-08,0.5087392064235011,2.599849151451916,0.40765143142139887,-1.1920929e-07,0.4973593693410633,-0.3066597373892035,0.48516226,-0.4835138699743937,0.4912607935764989,-0.40765143142139887,0.93065625,0.8529724,0.92718714,-0.8529724,0.287917602658486,0.712082397341514,face:0.5026; cougar_face:0.1960; snoopy:0.0626,face:0.5148; rooster:0.0313; dalmatian:0.0251,face:0.5087; cougar_face:0.1011; snoopy:0.0338
3,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0320.jpg,0,face,90,0,0,tick,face,face,0,1,1,1,0,0,0.32182441935290756,0.8297877136523455,1,0.495432595977337,0.25939592760297286,2.9883468899641454,0.10228804960665727,-25.213854,0.2734314,3.847859382352741,0.2517253594144669,-0.0,0.15410506541702365,3.739927555511351,0.023099091915185166,1.1920929e-07,0.7406040723970271,-0.10228804960665727,0.7265686,-0.2517253594144669,0.8458949345829764,-0.023099091915185166,0.7489815,0.71354425,0.74575245,-0.71354425,0.059063953200244185,0.9409360467997558,tick:0.2594; scissors:0.1571; ant:0.0814,face:0.2734; dalmatian:0.0217; brain:0.0164,face:0.1541; tick:0.1310; scissors:0.0830
4,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0425.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.22555240851736413,0.18680756641535023,0,0.0,0.4292097906677427,1.8994684242811026,0.11638282943635841,-26.621496,0.36983418,3.496294567130454,0.3506683174439499,-5.9604645e-08,0.39952196447240157,2.9234339042231428,0.2382080061788713,-5.9604645e-08,0.5707902093322573,-0.11638282943635841,0.6301658,-0.3506683174439499,0.6004780355275985,-0.2382080061788713,0.87487537,0.7468498,0.84625924,-0.7468498,0.18776628047499327,0.8122337195250067,face:0.4292; cougar_face:0.3128; cougar_body:0.0439,face:0.3698; panda:0.0192; dalmatian:0.0157,face:0.3995; cougar_face:0.1613; cougar_body:0.0262
5,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0200.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.16826797610200445,0.03292161856861464,0,0.0,0.44891973026072596,2.5885118226672414,0.38111299011609356,-25.054684,0.7984346,1.2643740696692336,0.7664831785962843,-1.7881393e-07,0.623677167969127,2.094710922270242,0.5888085246676635,5.9604645e-08,0.551080269739274,-0.38111299011609356,0.20156538,-0.7664831785962843,0.376322832030873,-0.5888085246676635,0.9344012,0.8541051,0.93082494,-0.8541051,0.33870833655999355,0.6612916634400064,face:0.4489; cougar_face:0.0678; cellphone:0.0464,face:0.7984; garfield:0.0320; bass:0.0237,face:0.6237; cougar_face:0.0349; garfield:0.0260
6,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0286.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.12337673617269568,0.03601251381366233,0,0.0,0.4197974335787663,2.7333373588165655,0.3514768562795718,-26.551294,0.58624774,2.5017244860520655,0.5549093792486981,-5.9604645e-08,0.5030225667375267,2.740907658607012,0.46689740762215415,-1.1920929e-07,0.5802025664212337,-0.3514768562795718,0.41375226,-0.5549093792486981,0.49697743326247334,-0.46689740762215415,0.9026139,0.8027817,0.89636785,-0.8027817,0.311106217899913,0.688893782100087,face:0.4198; platypus:0.0683; brontosaurus:0.0594,face:0.5862; chair:0.0313; anchor:0.0123,face:0.5030; platypus:0.0361; brontosaurus:0.0323
7,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0268.jpg,0,face,24,0,24,cougar_face,face,cougar_face,0,1,0,1,0,1,0.4011053211085238,0.6312514077082921,1,0.5019497417925118,0.5672651723413507,1.5572966123024685,0.35647818598582726,-27.514189,0.15656784,4.230475155642891,0.12337836868412883,-1.1920929e-07,0.28918072597998573,3.2949912050812045,0.10550331508957134,-1.1920929e-07,0.43273482765864935,-0.35647818598582726,0.8434322,-0.12337836868412883,0.7108192740200143,-0.10550331508957134,0.7803115,0.73536557,0.7718409,-0.73536557,0.09621632543418357,0.9037836745658164,cougar_face:0.5673; face:0.2108; cougar_body:0.0975,face:0.1566; dalmatian:0.0332; hedgehog:0.0198,cougar_face:0.2892; face:0.1837; cougar_body:0.0532
8,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0372.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.21077114578428938,0.25654373436838385,0,0.0,0.37397847010777174,2.1178528724765275,0.0395235889917277,-27.989107,0.71866417,1.7364102084908428,0.6696701982789267,-2.9802322e-08,0.5463212978107224,2.137902686267975,0.37650410800536793,1.1920929e-07,0.6260215298922283,-0.0395235889917277,0.28133583,-0.6696701982789267,0.45367870218927764,-0.37650410800536793,0.93821526,0.82864237,0.9303621,-0.82864237,0.26599789367757354,0.7340021063224265,face:0.3740; flamingo_head:0.3345; crocodile_head:0.0359,face:0.7187; octopus:0.0490; llama:0.0174,face:0.5463; flamingo_head:0.1698; octopus:0.0247
9,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0157.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.2535831061672582,0.17859223282417824,0,0.0,0.28805572720780087,2.9022227729668937,0.15615709913862022,-26.181547,0.79605657,1.3249902158296303,0.7704453745932988,2.9802322e-08,0.5420561333886743,2.36718960056552,0.47558162416347644,-1.7881393e-07,0.7119442727921992,-0.15615709913862022,0.20394343,-0.7704453745932988,0.4579438666113257,-0.47558162416347644,0.9466233,0.8627993,0.9386511,-0.8627993,0.2390107241731317,0.7609892758268683,face:0.2881; cougar_face:0.1319; tick:0.1104,face:0.7961; crayfish:0.0256; cannon:0.0171,face:0.5421; cougar_face:0.0665; tick:0.0560
