sample_index,path,y,y_name,pred_text,pred_support,pred_final,pred_text_name,pred_support_name,pred_final_name,correct_text,correct_support,correct_final,error_text,error_support,error_final,js_text_support,one_minus_cos_text_support,top1_disagree_text_support,margin_conflict_text_support,msp_text,entropy_text,margin_text,energy_text,msp_support,entropy_support,margin_support,energy_support,msp_final,entropy_final,margin_final,energy_final,one_minus_msp_text,neg_margin_text,one_minus_msp_support,neg_margin_support,one_minus_msp_final,neg_margin_final,support_density_maxsim,support_density_topk_mean,support_density_top5_mean,ignorance_score,conflict_aware_confidence,conflict_aware_error_score,top3_text,top3_support,top3_final
0,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0426.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.22288547573740614,0.10119477875636063,0,0.0,0.4765849920745438,2.337619735537398,0.3382794425240131,-26.33908,0.17963839,4.191428413054771,0.15477367968921263,1.1920929e-07,0.32811168737608754,3.4874095500334907,0.2545180974893445,-1.1920929e-07,0.5234150079254563,-0.3382794425240131,0.8203616,-0.15477367968921263,0.6718883126239125,-0.2545180974893445,0.8551416,0.7424289,0.81801635,-0.7424289,0.15517756281600503,0.844822437183995,face:0.4766; cougar_face:0.1383; platypus:0.0655,face:0.1796; brain:0.0249; panda:0.0183,face:0.3281; cougar_face:0.0736; platypus:0.0379
1,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0239.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.15534068116477812,0.066624549648857,0,0.0,0.30461566542558655,3.164653536656068,0.24897933111303083,-25.197866,0.49971196,2.8138565613005695,0.4675908255645241,5.9604645e-08,0.4021637820993962,3.1445957301430965,0.3721765775078584,1.1920929e-07,0.6953843345744135,-0.24897933111303083,0.500288,-0.4675908255645241,0.5978362179006038,-0.3721765775078584,0.9011686,0.80574256,0.8934043,-0.80574256,0.22635392085203174,0.7736460791479682,face:0.3046; ant:0.0556; menorah:0.0491,face:0.4997; crocodile_head:0.0321; buddha:0.0293,face:0.4022; ant:0.0300; menorah:0.0262
2,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0353.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.1750417932837468,0.07735314866680376,0,0.0,0.5026406306589367,2.081314804752645,0.3066597373892035,-26.001396,0.42807826,3.2170045475640907,0.40244585251344317,-1.1920929e-07,0.46535943828345583,2.8242014694421145,0.36460848459885925,-0.0,0.4973593693410633,-0.3066597373892035,0.5719217,-0.40244585251344317,0.5346405617165442,-0.36460848459885925,0.93065625,0.8529724,0.92718714,-0.8529724,0.2481640428438209,0.7518359571561791,face:0.5026; cougar_face:0.1960; snoopy:0.0626,face:0.4281; ibis:0.0256; lobster:0.0228,face:0.4654; cougar_face:0.1008; snoopy:0.0338
3,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0320.jpg,0,face,90,0,90,tick,face,tick,0,1,0,1,0,1,0.30599705691296586,0.7910784299909673,1,0.4040704910045542,0.25939592760297286,2.9883468899641454,0.10228804960665727,-25.213854,0.18334831,4.188524927154602,0.16759857941455694,-1.1920929e-07,0.13164548411958257,3.8944329654723386,0.02258196057120622,-0.0,0.7406040723970271,-0.10228804960665727,0.8166517,-0.16759857941455694,0.8683545158804175,-0.02258196057120622,0.7489815,0.71354425,0.74575245,-0.71354425,0.05203409083947549,0.9479659091605245,tick:0.2594; scissors:0.1571; ant:0.0814,face:0.1833; dalmatian:0.0157; pigeon:0.0143,tick:0.1316; face:0.1091; scissors:0.0845
4,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0425.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.26497642301991287,0.20013168144355975,0,0.0,0.4292097906677427,1.8994684242811026,0.11638282943635841,-26.621496,0.26169556,3.906362500451963,0.23704114901246368,1.1920929e-07,0.34545267707813565,3.167891885386446,0.18455468874674671,-1.1920929e-07,0.5707902093322573,-0.11638282943635841,0.73830444,-0.23704114901246368,0.6545473229218643,-0.18455468874674671,0.87487537,0.7468498,0.84625924,-0.7468498,0.14858933054476248,0.8514106694552375,face:0.4292; cougar_face:0.3128; cougar_body:0.0439,face:0.2617; brain:0.0247; strawberry:0.0183,face:0.3455; cougar_face:0.1609; cougar_body:0.0271
5,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0200.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.1962170960996372,0.043983446844184315,0,0.0,0.44891973026072596,2.5885118226672414,0.38111299011609356,-25.054684,0.46294728,2.7081474123312965,0.42468604680042454,-5.9604645e-08,0.45593349180319565,2.844546713598906,0.4144264824189943,-5.9604645e-08,0.551080269739274,-0.38111299011609356,0.53705275,-0.42468604680042454,0.5440665081968044,-0.4144264824189943,0.9344012,0.8541051,0.93082494,-0.8541051,0.23014327059150497,0.769856729408495,face:0.4489; cougar_face:0.0678; cellphone:0.0464,face:0.4629; butterfly:0.0383; hedgehog:0.0342,face:0.4559; cougar_face:0.0415; cellphone:0.0247
6,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0286.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.15390339315602947,0.0448372926368481,0,0.0,0.4197974335787663,2.7333373588165655,0.3514768562795718,-26.551294,0.4074325,3.221153010879443,0.36878780399103506,-1.1920929e-07,0.41361496368772244,3.131148578004033,0.3765943864560695,2.3841858e-07,0.5802025664212337,-0.3514768562795718,0.5925675,-0.36878780399103506,0.5863850363122776,-0.3765943864560695,0.9026139,0.8027817,0.89636785,-0.8027817,0.23374455949642012,0.7662554405035799,face:0.4198; platypus:0.0683; brontosaurus:0.0594,face:0.4074; kangaroo:0.0386; starfish:0.0357,face:0.4136; platypus:0.0370; brontosaurus:0.0335
7,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0268.jpg,0,face,24,0,24,cougar_face,face,cougar_face,0,1,0,1,0,1,0.4199566306754027,0.6450553746745639,1,0.453480103131945,0.5672651723413507,1.5572966123024685,0.35647818598582726,-27.514189,0.10793719,4.404879863599918,0.08278104167012809,-0.0,0.28910022027162463,3.4010448686265957,0.12973813441985477,-0.0,0.43273482765864935,-0.35647818598582726,0.8920628,-0.08278104167012809,0.7108997797283754,-0.12973813441985477,0.7803115,0.73536557,0.7718409,-0.73536557,0.09326465948325083,0.9067353405167492,cougar_face:0.5673; face:0.2108; cougar_body:0.0975,face:0.1079; dalmatian:0.0252; pigeon:0.0147,cougar_face:0.2891; face:0.1594; cougar_body:0.0540
8,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0372.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.24096871249170349,0.2684364281915297,0,0.0,0.37397847010777174,2.1178528724765275,0.0395235889917277,-27.989107,0.4181322,2.95640137369468,0.36633154631197934,-1.1920929e-07,0.39605530821033863,2.7780958355773073,0.2263879023895557,-5.9604645e-08,0.6260215298922283,-0.0395235889917277,0.5818678,-0.36633154631197934,0.6039446917896614,-0.2263879023895557,0.93821526,0.82864237,0.9303621,-0.82864237,0.17962966396070112,0.8203703360392989,face:0.3740; flamingo_head:0.3345; crocodile_head:0.0359,face:0.4181; accordion:0.0518; binocular:0.0431,face:0.3961; flamingo_head:0.1697; accordion:0.0274
9,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0157.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.20322210972612859,0.1574921103746061,0,0.0,0.28805572720780087,2.9022227729668937,0.15615709913862022,-26.181547,0.5260538,2.517683678597856,0.48733174423497766,-1.1920929e-07,0.4070547426421106,2.9131753355085035,0.3265732935870501,1.1920929e-07,0.7119442727921992,-0.15615709913862022,0.4739462,-0.48733174423497766,0.5929452573578894,-0.3265732935870501,0.9466233,0.8627993,0.9386511,-0.8627993,0.2019010033544962,0.7980989966455038,face:0.2881; cougar_face:0.1319; tick:0.1104,face:0.5261; dalmatian:0.0387; butterfly:0.0312,face:0.4071; cougar_face:0.0805; tick:0.0559
