case_name,method,protocol,dataset,shots,seed,split,sample_index,batch_index,label,PM_logits_pred,PM_logits_correct,PM_logits_conf,PM_logits_entropy,PM_logits_margin,PM_logits_nll,PM_logits_brier,PM_rep_pred,PM_rep_correct,PM_rep_conf,PM_rep_entropy,PM_rep_margin,PM_rep_nll,PM_rep_brier,PM_fusion_pred,PM_fusion_correct,PM_fusion_conf,PM_fusion_entropy,PM_fusion_margin,PM_fusion_nll,PM_fusion_brier,PM_logits_rep_agree,PM_logits_fusion_agree,PM_rep_fusion_agree,PM_all_three_agree,fusion_correct_others_wrong,fusion_wrong_logits_correct,fusion_wrong_rep_correct,fusion_wrong_any_branch_correct,PM_image_main_rep_cos,MC_logits_prob_mean_pred,MC_logits_prob_mean_correct,MC_logits_prob_mean_conf,MC_logits_prob_mean_entropy,MC_logits_logit_mean_pred,MC_logits_logit_mean_correct,MC_logits_logit_mean_conf,MC_logits_logit_mean_entropy,MC_logits_majority_vote_pred,MC_logits_majority_vote_correct,MC_logits_predictive_entropy,MC_logits_expected_entropy,MC_logits_MI,MC_logits_sample_agreement,MC_logits_variation_ratio,MC_logits_num_unique_preds,MC_logits_vote_entropy,MC_logits_logit_var,MC_logits_margin_var,MC_logits_confidence_var,AGG_logits_PM_prob_agree,AGG_logits_PM_logit_agree,AGG_logits_PM_vote_agree,AGG_logits_prob_logit_agree,AGG_logits_prob_vote_agree,AGG_logits_logit_vote_agree,MC_rep_prob_mean_pred,MC_rep_prob_mean_correct,MC_rep_prob_mean_conf,MC_rep_prob_mean_entropy,MC_rep_logit_mean_pred,MC_rep_logit_mean_correct,MC_rep_logit_mean_conf,MC_rep_logit_mean_entropy,MC_rep_majority_vote_pred,MC_rep_majority_vote_correct,MC_rep_predictive_entropy,MC_rep_expected_entropy,MC_rep_MI,MC_rep_sample_agreement,MC_rep_variation_ratio,MC_rep_num_unique_preds,MC_rep_vote_entropy,MC_rep_logit_var,MC_rep_margin_var,MC_rep_confidence_var,AGG_rep_PM_prob_agree,AGG_rep_PM_logit_agree,AGG_rep_PM_vote_agree,AGG_rep_prob_logit_agree,AGG_rep_prob_vote_agree,AGG_rep_logit_vote_agree,MC_fusion_prob_mean_pred,MC_fusion_prob_mean_correct,MC_fusion_prob_mean_conf,MC_fusion_prob_mean_entropy,MC_fusion_logit_mean_pred,MC_fusion_logit_mean_correct,MC_fusion_logit_mean_conf,MC_fusion_logit_mean_entropy,MC_fusion_majority_vote_pred,MC_fusion_majority_vote_correct,MC_fusion_predictive_entropy,MC_fusion_expected_entropy,MC_fusion_MI,MC_fusion_sample_agreement,MC_fusion_variation_ratio,MC_fusion_num_unique_preds,MC_fusion_vote_entropy,MC_fusion_logit_var,MC_fusion_margin_var,MC_fusion_confidence_var,AGG_fusion_PM_prob_agree,AGG_fusion_PM_logit_agree,AGG_fusion_PM_vote_agree,AGG_fusion_prob_logit_agree,AGG_fusion_prob_vote_agree,AGG_fusion_logit_vote_agree
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,0,0,0,0,1,0.9938097596168518,0.05614224076271057,0.9926979541778564,0.006209485698491335,4.1436258470639586e-05,0,1,0.9893478155136108,0.08626654744148254,0.9867203831672668,0.010709313675761223,0.00012813224748242646,0,1,0.995895266532898,0.039575107395648956,0.9953596591949463,0.004113190341740847,1.7921764083439484e-05,1,1,1,1,0,0,0,0,0.05989865958690643,0,1,0.9927617907524109,0.06449471414089203,0,1,0.9935070276260376,0.05866817384958267,0,1,0.06449449062347412,0.06370051950216293,0.0007939711213111877,1.0,0.0,1.0,-0.0,0.1555214524269104,1.3944147212896496e-05,9.628388397686649e-06,1,1,1,1,1,1,0,1,0.9847909808158875,0.11938191205263138,0,1,0.9866335391998291,0.10619615018367767,0,1,0.11938183009624481,0.11727631092071533,0.00210551917552948,1.0,0.0,1.0,-0.0,0.23002448678016663,7.643939170520753e-05,5.036232323618606e-05,1,1,1,1,1,1,0,1,0.9948902130126953,0.04805851727724075,0,1,0.9953095316886902,0.04454341158270836,0,1,0.04805856943130493,0.0476023368537426,0.00045623257756233215,1.0,0.0,1.0,-0.0,0.12372365593910217,5.7961983657150995e-06,4.106187589059118e-06,1,1,1,1,1,1
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,1,0,0,0,1,0.9379575252532959,0.37965816259384155,0.9065067172050476,0.06405062973499298,0.004887768067419529,0,1,0.9967660903930664,0.029994186013936996,0.99601811170578,0.003239148296415806,1.1627786989265587e-05,0,1,0.9830705523490906,0.1303568333387375,0.9777284860610962,0.017074374482035637,0.0003278890217188746,1,1,1,1,0,0,0,0,0.054717615246772766,0,1,0.9334412813186646,0.4076946973800659,0,1,0.9368461966514587,0.3883896470069885,0,1,0.40769460797309875,0.4037690758705139,0.003925532102584839,1.0,0.0,1.0,-0.0,0.1601582169532776,0.0007747620111331344,0.00036379805533215404,1,1,1,1,1,1,0,1,0.9951995611190796,0.04269864782691002,0,1,0.995749831199646,0.03826875984668732,0,1,0.04269859194755554,0.04209962114691734,0.0005989708006381989,1.0,0.0,1.0,-0.0,0.2904478907585144,7.013818049017573e-06,4.874701971857576e-06,1,1,1,1,1,1,0,1,0.9796991348266602,0.1526457518339157,0,1,0.9808201193809509,0.14507950842380524,0,1,0.15264594554901123,0.15143196284770966,0.0012139827013015747,1.0,0.0,1.0,-0.0,0.13608579337596893,6.964876229176298e-05,4.118980359635316e-05,1,1,1,1,1,1
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,2,0,0,0,1,0.9864943027496338,0.11092090606689453,0.9837217330932617,0.013597721233963966,0.00020069346646778286,0,1,0.9996935129165649,0.0033795719500631094,0.999600350856781,0.00030655929003842175,1.1366660856992894e-07,0,1,0.9982023239135742,0.018725456669926643,0.9979304075241089,0.0017992750508710742,3.47597506333841e-06,1,1,1,1,0,0,0,0,0.023259276524186134,0,1,0.9845653176307678,0.1245415061712265,0,1,0.9861248135566711,0.11357851326465607,0,1,0.12454142421483994,0.1228184923529625,0.0017229318618774414,1.0,0.0,1.0,-0.0,0.14901810884475708,6.89127336954698e-05,4.5372969907475635e-05,1,1,1,1,1,1,0,1,0.9996057152748108,0.00424856785684824,0,1,0.999647855758667,0.0038282128516584635,0,1,0.004248625598847866,0.00420355936512351,4.50662337243557e-05,1.0,0.0,1.0,-0.0,0.29706862568855286,5.7602591141403536e-08,3.0960602970253603e-08,1,1,1,1,1,1,0,1,0.9979008436203003,0.02146715670824051,0,1,0.998063862323761,0.019979342818260193,0,1,0.021467210724949837,0.02129465341567993,0.0001725573092699051,1.0,0.0,1.0,-0.0,0.1425953358411789,8.90411968157423e-07,5.713541213481221e-07,1,1,1,1,1,1
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,3,0,0,90,0,0.42038407921791077,1.9814000129699707,0.18285870552062988,1.4374806880950928,0.7745527625083923,0,1,0.9998080134391785,0.0023310016840696335,0.9997527599334717,0.00019202772818971425,4.147285892486252e-08,0,1,0.9071815609931946,0.5367133617401123,0.8832522630691528,0.09741268306970596,0.009910485707223415,0,0,1,0,0,0,0,0,0.049142103642225266,90,0,0.4150528907775879,2.064988613128662,90,0,0.4219244420528412,2.053036689758301,90,0,2.0649890899658203,2.031662940979004,0.033326148986816406,0.949999988079071,0.050000011920928955,2.0,0.19851526618003845,0.1756407916545868,0.015619160607457161,0.005177109502255917,1,1,1,1,1,1,0,1,0.9998273253440857,0.0021255281753838062,0,1,0.999850869178772,0.001860405900515616,0,1,0.0021255281753838062,0.002100566402077675,2.4961773306131363e-05,1.0,0.0,1.0,-0.0,0.2521323263645172,8.027308595615068e-09,4.4309125257768756e-09,1,1,1,1,1,1,0,1,0.8943658471107483,0.598753809928894,0,1,0.9006207585334778,0.5708597898483276,0,1,0.5987537503242493,0.5914856195449829,0.007268130779266357,1.0,0.0,1.0,-0.0,0.13585591316223145,0.0015006642788648605,0.0008467907318845391,1,1,1,1,1,1
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,4,0,0,0,1,0.9923803806304932,0.06677716970443726,0.9905483722686768,0.007648824248462915,6.397606921382248e-05,0,1,0.9574472308158875,0.23433488607406616,0.9300455451011658,0.043484654277563095,0.0026141880080103874,0,1,0.9915647506713867,0.06695681810379028,0.9873989820480347,0.008471032604575157,9.040648728841916e-05,1,1,1,1,0,0,0,0,0.026243221014738083,0,1,0.9905969500541687,0.08022285997867584,0,1,0.9916836023330688,0.07204791158437729,0,1,0.08022287487983704,0.07897665351629257,0.0012462213635444641,1.0,0.0,1.0,-0.0,0.15606807172298431,3.5341996408533305e-05,2.2686541342409328e-05,1,1,1,1,1,1,0,1,0.949320912361145,0.27882370352745056,0,1,0.9555124044418335,0.2493833303451538,0,1,0.2788236439228058,0.27135607600212097,0.0074675679206848145,1.0,0.0,1.0,-0.0,0.22165492177009583,0.0017116951057687402,0.0006894707912579179,1,1,1,1,1,1,0,1,0.989919900894165,0.07913881540298462,0,1,0.9908118844032288,0.07285556197166443,0,1,0.07913891971111298,0.07811301201581955,0.0010259076952934265,1.0,0.0,1.0,-0.0,0.12222982197999954,4.479161725612357e-05,2.1543633920373395e-05,1,1,1,1,1,1
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,5,0,0,0,1,0.9781630635261536,0.1605823040008545,0.9720702171325684,0.022078899666666985,0.0005422312533482909,0,1,0.9972212314605713,0.023263532668352127,0.9954743981361389,0.0027826419100165367,1.0957185622828547e-05,0,1,0.9915591478347778,0.06682844460010529,0.9889844059944153,0.008476706221699715,8.508544124197215e-05,1,1,1,1,0,0,0,0,0.06195947527885437,0,1,0.9711233377456665,0.20504219830036163,0,1,0.9732508659362793,0.19185397028923035,0,1,0.20504221320152283,0.20272810757160187,0.0023141056299209595,1.0,0.0,1.0,-0.0,0.20467069745063782,0.00018425084999762475,0.00011000793892890215,1,1,1,1,1,1,0,1,0.9975766539573669,0.020855236798524857,0,1,0.9978163242340088,0.018939845263957977,0,1,0.02085517719388008,0.020610108971595764,0.000245068222284317,1.0,0.0,1.0,-0.0,0.32774707674980164,1.7736831523507135e-06,6.904563178977696e-07,1,1,1,1,1,1,0,1,0.9902672171592712,0.07598628103733063,0,1,0.9909037947654724,0.0716058760881424,0,1,0.07598628848791122,0.0753248780965805,0.000661410391330719,1.0,0.0,1.0,-0.0,0.15425685048103333,1.780467755452264e-05,1.000390784611227e-05,1,1,1,1,1,1
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,6,0,0,0,1,0.9867604970932007,0.11443931609392166,0.9846073389053345,0.01332791242748499,0.00018630163685884327,0,1,0.9974568486213684,0.019244112074375153,0.9951883554458618,0.002546403557062149,1.1625224033195991e-05,0,1,0.9974598288536072,0.02583366259932518,0.9971494674682617,0.0025434307754039764,6.866186140541686e-06,1,1,1,1,0,0,0,0,0.013946919701993465,0,1,0.9835392236709595,0.13922062516212463,0,1,0.9848164916038513,0.12959125638008118,0,1,0.13922062516212463,0.1378776878118515,0.0013429373502731323,1.0,0.0,1.0,-0.0,0.14387798309326172,4.489137063501403e-05,3.365191150805913e-05,1,1,1,1,1,1,0,1,0.9961983561515808,0.027407392859458923,0,1,0.9969068169593811,0.023002224043011665,0,1,0.02740727737545967,0.026559699326753616,0.0008475780487060547,1.0,0.0,1.0,-0.0,0.30274179577827454,2.8099118935642764e-05,7.587403615616495e-06,1,1,1,1,1,1,0,1,0.9966362714767456,0.03331299498677254,0,1,0.9968441724777222,0.0314578115940094,0,1,0.033312879502773285,0.03309795260429382,0.00021492689847946167,1.0,0.0,1.0,-0.0,0.12112820148468018,1.4508447065963992e-06,1.1282130571999005e-06,1,1,1,1,1,1
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,7,0,0,0,1,0.9561358094215393,0.2636316418647766,0.9348141551017761,0.04485529288649559,0.0024976462591439486,0,1,0.9955839514732361,0.038482535630464554,0.9940785765647888,0.004425849765539169,2.2981452275416814e-05,0,1,0.9923007488250732,0.06675029546022415,0.9908937811851501,0.007729028817266226,6.503451731987298e-05,1,1,1,1,0,0,0,0,-0.032760899513959885,0,1,0.9518435001373291,0.284810334444046,0,1,0.9568076133728027,0.26000675559043884,0,1,0.2848103940486908,0.27901408076286316,0.005796313285827637,1.0,0.0,1.0,-0.0,0.23283767700195312,0.00106834527105093,0.000470070808660239,1,1,1,1,1,1,0,1,0.9945106506347656,0.04712917283177376,0,1,0.9953456521034241,0.04052884876728058,0,1,0.04712916165590286,0.04610000550746918,0.0010291561484336853,1.0,0.0,1.0,-0.0,0.24518121778964996,1.90909795492189e-05,1.1215413906029426e-05,1,1,1,1,1,1,0,1,0.9913703203201294,0.07413969933986664,0,1,0.9922420978546143,0.0673975870013237,0,1,0.07413971424102783,0.07310227304697037,0.0010374411940574646,1.0,0.0,1.0,-0.0,0.15900693833827972,2.342163134017028e-05,1.7608645066502504e-05,1,1,1,1,1,1
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,8,0,0,0,1,0.9635992050170898,0.21013206243515015,0.9387234449386597,0.037079840898513794,0.0019604102708399296,0,1,0.9999135732650757,0.0010353719117119908,0.9998572468757629,8.642300235806033e-05,1.0718848031388006e-08,0,1,0.9979377388954163,0.020111732184886932,0.9974064230918884,0.002064360771328211,4.836258540308336e-06,1,1,1,1,0,0,0,0,0.029888950288295746,0,1,0.9558895826339722,0.24269768595695496,0,1,0.9582982063293457,0.2309887707233429,0,1,0.24269774556159973,0.24014703929424286,0.0025507062673568726,1.0,0.0,1.0,-0.0,0.19274142384529114,0.0004866497474722564,0.00015833652287255973,1,1,1,1,1,1,0,1,0.9998822212219238,0.0013789203949272633,0,1,0.9998952150344849,0.0012359326938167214,0,1,0.001378979766741395,0.0013654091162607074,1.3570650480687618e-05,1.0,0.0,1.0,-0.0,0.20062482357025146,8.189057432161917e-09,2.903758788974642e-09,1,1,1,1,1,1,0,1,0.9975613355636597,0.02341369353234768,0,1,0.99769526720047,0.02221803180873394,0,1,0.023413753136992455,0.023276453837752342,0.0001372992992401123,1.0,0.0,1.0,-0.0,0.13619083166122437,7.223042644000088e-07,4.683843144448474e-07,1,1,1,1,1,1
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,FS,caltech101,16,1,test,9,0,0,0,1,0.9826834201812744,0.1348622739315033,0.9779766201972961,0.017468292266130447,0.00033925060415640473,0,1,0.999942421913147,0.0007178890518844128,0.9999071359634399,5.757642793469131e-05,4.610863690857059e-09,0,1,0.9981020092964172,0.018707020208239555,0.9975705742835999,0.001899820752441883,4.151078883296577e-06,1,1,1,1,0,0,0,0,0.054348573088645935,0,1,0.9773986339569092,0.17073145508766174,0,1,0.9787837266921997,0.16105671226978302,0,1,0.1707312911748886,0.169279083609581,0.0014522075653076172,1.0,0.0,1.0,-0.0,0.14548996090888977,7.192925841081887e-05,4.6511479013133794e-05,1,1,1,1,1,1,0,1,0.9999336004257202,0.0008160861325450242,0,1,0.9999397993087769,0.0007435893639922142,0,1,0.000815966515801847,0.0008097278187051415,6.238697096705437e-06,1.0,0.0,1.0,-0.0,0.2376626580953598,1.4128268555069212e-09,5.579209871875435e-10,1,1,1,1,1,1,0,1,0.997677743434906,0.022411851212382317,0,1,0.9978099465370178,0.021220652386546135,0,1,0.02241179160773754,0.022275123745203018,0.000136667862534523,1.0,0.0,1.0,-0.0,0.10477540642023087,7.162608426369843e-07,4.659877390622569e-07,1,1,1,1,1,1
