***************
** Arguments **
***************
dataset_config_file: configs/datasets/eurosat.yaml
epoch [15/300] batch [1/1] loss 0.9948 (0.9948) acc 65.0000 (65.0000) loss_ce 0.9942 (0.9942) data_term 0.9942 (0.9942) kl_term 0.0007 (0.0007) eta 0:00:01
epoch [16/300] batch [1/1] loss 0.8442 (0.8442) acc 70.0000 (70.0000) loss_ce 0.8434 (0.8434) data_term 0.8434 (0.8434) kl_term 0.0008 (0.0008) eta 0:00:01
epoch [17/300] batch [1/1] loss 0.6773 (0.6773) acc 85.0000 (85.0000) loss_ce 0.6763 (0.6763) data_term 0.6763 (0.6763) kl_term 0.0010 (0.0010) eta 0:00:01
epoch [18/300] batch [1/1] loss 0.8801 (0.8801) acc 70.0000 (70.0000) loss_ce 0.8788 (0.8788) data_term 0.8788 (0.8788) kl_term 0.0013 (0.0013) eta 0:00:01
epoch [19/300] batch [1/1] loss 0.6172 (0.6172) acc 85.0000 (85.0000) loss_ce 0.6157 (0.6157) data_term 0.6157 (0.6157) kl_term 0.0015 (0.0015) eta 0:00:01
epoch [20/300] batch [1/1] loss 0.4463 (0.4463) acc 90.0000 (90.0000) loss_ce 0.4445 (0.4445) data_term 0.4445 (0.4445) kl_term 0.0018 (0.0018) eta 0:00:01
epoch [21/300] batch [1/1] loss 0.4113 (0.4113) acc 90.0000 (90.0000) loss_ce 0.4092 (0.4092) data_term 0.4092 (0.4092) kl_term 0.0021 (0.0021) eta 0:00:01
epoch [22/300] batch [1/1] loss 0.4415 (0.4415) acc 80.0000 (80.0000) loss_ce 0.4391 (0.4391) data_term 0.4391 (0.4391) kl_term 0.0024 (0.0024) eta 0:00:01
epoch [23/300] batch [1/1] loss 0.4582 (0.4582) acc 85.0000 (85.0000) loss_ce 0.4554 (0.4554) data_term 0.4554 (0.4554) kl_term 0.0028 (0.0028) eta 0:00:01
epoch [24/300] batch [1/1] loss 0.4186 (0.4186) acc 85.0000 (85.0000) loss_ce 0.4154 (0.4154) data_term 0.4154 (0.4154) kl_term 0.0031 (0.0031) eta 0:00:01
epoch [25/300] batch [1/1] loss 0.7370 (0.7370) acc 75.0000 (75.0000) loss_ce 0.7335 (0.7335) data_term 0.7335 (0.7335) kl_term 0.0035 (0.0035) eta 0:00:01
epoch [26/300] batch [1/1] loss 0.7263 (0.7263) acc 70.0000 (70.0000) loss_ce 0.7224 (0.7224) data_term 0.7224 (0.7224) kl_term 0.0040 (0.0040) eta 0:00:01
epoch [27/300] batch [1/1] loss 0.3385 (0.3385) acc 95.0000 (95.0000) loss_ce 0.3341 (0.3341) data_term 0.3341 (0.3341) kl_term 0.0044 (0.0044) eta 0:00:01
epoch [28/300] batch [1/1] loss 0.4842 (0.4842) acc 90.0000 (90.0000) loss_ce 0.4793 (0.4793) data_term 0.4793 (0.4793) kl_term 0.0048 (0.0048) eta 0:00:01
epoch [29/300] batch [1/1] loss 0.8627 (0.8627) acc 75.0000 (75.0000) loss_ce 0.8574 (0.8574) data_term 0.8574 (0.8574) kl_term 0.0053 (0.0053) eta 0:00:01
epoch [30/300] batch [1/1] loss 0.6350 (0.6350) acc 75.0000 (75.0000) loss_ce 0.6292 (0.6292) data_term 0.6292 (0.6292) kl_term 0.0058 (0.0058) eta 0:00:01
epoch [31/300] batch [1/1] loss 0.4808 (0.4808) acc 80.0000 (80.0000) loss_ce 0.4746 (0.4746) data_term 0.4746 (0.4746) kl_term 0.0063 (0.0063) eta 0:00:01
epoch [32/300] batch [1/1] loss 0.3155 (0.3155) acc 95.0000 (95.0000) loss_ce 0.3088 (0.3088) data_term 0.3088 (0.3088) kl_term 0.0067 (0.0067) eta 0:00:01
epoch [33/300] batch [1/1] loss 0.4157 (0.4157) acc 85.0000 (85.0000) loss_ce 0.4085 (0.4085) data_term 0.4085 (0.4085) kl_term 0.0072 (0.0072) eta 0:00:01
epoch [34/300] batch [1/1] loss 0.3477 (0.3477) acc 90.0000 (90.0000) loss_ce 0.3399 (0.3399) data_term 0.3399 (0.3399) kl_term 0.0077 (0.0077) eta 0:00:01
epoch [35/300] batch [1/1] loss 0.1952 (0.1952) acc 100.0000 (100.0000) loss_ce 0.1870 (0.1870) data_term 0.1870 (0.1870) kl_term 0.0083 (0.0083) eta 0:00:01
epoch [36/300] batch [1/1] loss 0.2744 (0.2744) acc 90.0000 (90.0000) loss_ce 0.2657 (0.2657) data_term 0.2657 (0.2657) kl_term 0.0088 (0.0088) eta 0:00:01
epoch [37/300] batch [1/1] loss 0.5801 (0.5801) acc 80.0000 (80.0000) loss_ce 0.5708 (0.5708) data_term 0.5708 (0.5708) kl_term 0.0093 (0.0093) eta 0:00:01
epoch [38/300] batch [1/1] loss 0.2286 (0.2286) acc 90.0000 (90.0000) loss_ce 0.2188 (0.2188) data_term 0.2188 (0.2188) kl_term 0.0098 (0.0098) eta 0:00:01
epoch [39/300] batch [1/1] loss 0.2693 (0.2693) acc 90.0000 (90.0000) loss_ce 0.2589 (0.2589) data_term 0.2589 (0.2589) kl_term 0.0104 (0.0104) eta 0:00:01
epoch [40/300] batch [1/1] loss 0.1879 (0.1879) acc 95.0000 (95.0000) loss_ce 0.1771 (0.1771) data_term 0.1771 (0.1771) kl_term 0.0109 (0.0109) eta 0:00:01
epoch [41/300] batch [1/1] loss 0.1477 (0.1477) acc 100.0000 (100.0000) loss_ce 0.1363 (0.1363) data_term 0.1363 (0.1363) kl_term 0.0114 (0.0114) eta 0:00:01
epoch [42/300] batch [1/1] loss 0.1738 (0.1738) acc 100.0000 (100.0000) loss_ce 0.1618 (0.1618) data_term 0.1618 (0.1618) kl_term 0.0120 (0.0120) eta 0:00:01
epoch [43/300] batch [1/1] loss 0.5829 (0.5829) acc 80.0000 (80.0000) loss_ce 0.5703 (0.5703) data_term 0.5703 (0.5703) kl_term 0.0125 (0.0125) eta 0:00:01
epoch [44/300] batch [1/1] loss 0.4205 (0.4205) acc 90.0000 (90.0000) loss_ce 0.4075 (0.4075) data_term 0.4075 (0.4075) kl_term 0.0131 (0.0131) eta 0:00:01
epoch [45/300] batch [1/1] loss 0.3377 (0.3377) acc 95.0000 (95.0000) loss_ce 0.3240 (0.3240) data_term 0.3240 (0.3240) kl_term 0.0136 (0.0136) eta 0:00:01
epoch [46/300] batch [1/1] loss 0.1931 (0.1931) acc 100.0000 (100.0000) loss_ce 0.1789 (0.1789) data_term 0.1789 (0.1789) kl_term 0.0142 (0.0142) eta 0:00:01
epoch [47/300] batch [1/1] loss 0.3377 (0.3377) acc 95.0000 (95.0000) loss_ce 0.3229 (0.3229) data_term 0.3229 (0.3229) kl_term 0.0148 (0.0148) eta 0:00:01
epoch [48/300] batch [1/1] loss 0.2319 (0.2319) acc 90.0000 (90.0000) loss_ce 0.2165 (0.2165) data_term 0.2165 (0.2165) kl_term 0.0154 (0.0154) eta 0:00:01
epoch [49/300] batch [1/1] loss 0.4351 (0.4351) acc 85.0000 (85.0000) loss_ce 0.4191 (0.4191) data_term 0.4191 (0.4191) kl_term 0.0160 (0.0160) eta 0:00:01
epoch [50/300] batch [1/1] loss 0.3326 (0.3326) acc 90.0000 (90.0000) loss_ce 0.3160 (0.3160) data_term 0.3160 (0.3160) kl_term 0.0165 (0.0165) eta 0:00:01
epoch [51/300] batch [1/1] loss 0.2807 (0.2807) acc 95.0000 (95.0000) loss_ce 0.2636 (0.2636) data_term 0.2636 (0.2636) kl_term 0.0171 (0.0171) eta 0:00:01
epoch [52/300] batch [1/1] loss 0.2300 (0.2300) acc 95.0000 (95.0000) loss_ce 0.2123 (0.2123) data_term 0.2123 (0.2123) kl_term 0.0177 (0.0177) eta 0:00:01
epoch [53/300] batch [1/1] loss 0.1861 (0.1861) acc 100.0000 (100.0000) loss_ce 0.1678 (0.1678) data_term 0.1678 (0.1678) kl_term 0.0184 (0.0184) eta 0:00:01
epoch [54/300] batch [1/1] loss 0.2030 (0.2030) acc 95.0000 (95.0000) loss_ce 0.1840 (0.1840) data_term 0.1840 (0.1840) kl_term 0.0190 (0.0190) eta 0:00:01
epoch [55/300] batch [1/1] loss 0.5215 (0.5215) acc 90.0000 (90.0000) loss_ce 0.5019 (0.5019) data_term 0.5019 (0.5019) kl_term 0.0196 (0.0196) eta 0:00:01
epoch [56/300] batch [1/1] loss 0.2865 (0.2865) acc 95.0000 (95.0000) loss_ce 0.2663 (0.2663) data_term 0.2663 (0.2663) kl_term 0.0203 (0.0203) eta 0:00:01
epoch [57/300] batch [1/1] loss 0.1461 (0.1461) acc 100.0000 (100.0000) loss_ce 0.1252 (0.1252) data_term 0.1252 (0.1252) kl_term 0.0209 (0.0209) eta 0:00:01
epoch [58/300] batch [1/1] loss 0.3433 (0.3433) acc 90.0000 (90.0000) loss_ce 0.3218 (0.3218) data_term 0.3218 (0.3218) kl_term 0.0215 (0.0215) eta 0:00:01
epoch [59/300] batch [1/1] loss 0.2175 (0.2175) acc 95.0000 (95.0000) loss_ce 0.1953 (0.1953) data_term 0.1953 (0.1953) kl_term 0.0222 (0.0222) eta 0:00:01
epoch [60/300] batch [1/1] loss 0.2982 (0.2982) acc 95.0000 (95.0000) loss_ce 0.2754 (0.2754) data_term 0.2754 (0.2754) kl_term 0.0228 (0.0228) eta 0:00:01
epoch [61/300] batch [1/1] loss 0.4425 (0.4425) acc 80.0000 (80.0000) loss_ce 0.4190 (0.4190) data_term 0.4190 (0.4190) kl_term 0.0235 (0.0235) eta 0:00:01
epoch [62/300] batch [1/1] loss 0.2301 (0.2301) acc 95.0000 (95.0000) loss_ce 0.2060 (0.2060) data_term 0.2060 (0.2060) kl_term 0.0242 (0.0242) eta 0:00:01
epoch [63/300] batch [1/1] loss 0.2924 (0.2924) acc 90.0000 (90.0000) loss_ce 0.2676 (0.2676) data_term 0.2676 (0.2676) kl_term 0.0248 (0.0248) eta 0:00:01
epoch [64/300] batch [1/1] loss 0.2894 (0.2894) acc 90.0000 (90.0000) loss_ce 0.2639 (0.2639) data_term 0.2639 (0.2639) kl_term 0.0255 (0.0255) eta 0:00:01
epoch [65/300] batch [1/1] loss 0.2151 (0.2151) acc 95.0000 (95.0000) loss_ce 0.1890 (0.1890) data_term 0.1890 (0.1890) kl_term 0.0262 (0.0262) eta 0:00:01
epoch [66/300] batch [1/1] loss 0.1274 (0.1274) acc 100.0000 (100.0000) loss_ce 0.1005 (0.1005) data_term 0.1005 (0.1005) kl_term 0.0268 (0.0268) eta 0:00:01
epoch [67/300] batch [1/1] loss 0.2177 (0.2177) acc 90.0000 (90.0000) loss_ce 0.1902 (0.1902) data_term 0.1902 (0.1902) kl_term 0.0275 (0.0275) eta 0:00:01
epoch [68/300] batch [1/1] loss 0.1989 (0.1989) acc 95.0000 (95.0000) loss_ce 0.1706 (0.1706) data_term 0.1706 (0.1706) kl_term 0.0282 (0.0282) eta 0:00:01
epoch [69/300] batch [1/1] loss 0.2450 (0.2450) acc 95.0000 (95.0000) loss_ce 0.2161 (0.2161) data_term 0.2161 (0.2161) kl_term 0.0289 (0.0289) eta 0:00:01
epoch [70/300] batch [1/1] loss 0.3021 (0.3021) acc 90.0000 (90.0000) loss_ce 0.2725 (0.2725) data_term 0.2725 (0.2725) kl_term 0.0296 (0.0296) eta 0:00:01
epoch [71/300] batch [1/1] loss 0.1990 (0.1990) acc 100.0000 (100.0000) loss_ce 0.1686 (0.1686) data_term 0.1686 (0.1686) kl_term 0.0303 (0.0303) eta 0:00:01
epoch [72/300] batch [1/1] loss 0.3390 (0.3390) acc 90.0000 (90.0000) loss_ce 0.3080 (0.3080) data_term 0.3080 (0.3080) kl_term 0.0310 (0.0310) eta 0:00:01
epoch [73/300] batch [1/1] loss 0.3520 (0.3520) acc 95.0000 (95.0000) loss_ce 0.3202 (0.3202) data_term 0.3202 (0.3202) kl_term 0.0317 (0.0317) eta 0:00:01
epoch [74/300] batch [1/1] loss 0.1531 (0.1531) acc 100.0000 (100.0000) loss_ce 0.1206 (0.1206) data_term 0.1206 (0.1206) kl_term 0.0325 (0.0325) eta 0:00:01
epoch [75/300] batch [1/1] loss 0.2030 (0.2030) acc 100.0000 (100.0000) loss_ce 0.1698 (0.1698) data_term 0.1698 (0.1698) kl_term 0.0332 (0.0332) eta 0:00:01
epoch [76/300] batch [1/1] loss 0.2295 (0.2295) acc 95.0000 (95.0000) loss_ce 0.1956 (0.1956) data_term 0.1956 (0.1956) kl_term 0.0339 (0.0339) eta 0:00:01
epoch [77/300] batch [1/1] loss 0.2950 (0.2950) acc 90.0000 (90.0000) loss_ce 0.2603 (0.2603) data_term 0.2603 (0.2603) kl_term 0.0347 (0.0347) eta 0:00:01
epoch [78/300] batch [1/1] loss 0.1623 (0.1623) acc 95.0000 (95.0000) loss_ce 0.1269 (0.1269) data_term 0.1269 (0.1269) kl_term 0.0354 (0.0354) eta 0:00:01
epoch [79/300] batch [1/1] loss 0.1376 (0.1376) acc 100.0000 (100.0000) loss_ce 0.1015 (0.1015) data_term 0.1015 (0.1015) kl_term 0.0361 (0.0361) eta 0:00:01
epoch [80/300] batch [1/1] loss 0.2649 (0.2649) acc 95.0000 (95.0000) loss_ce 0.2280 (0.2280) data_term 0.2280 (0.2280) kl_term 0.0368 (0.0368) eta 0:00:01
epoch [81/300] batch [1/1] loss 0.1230 (0.1230) acc 100.0000 (100.0000) loss_ce 0.0855 (0.0855) data_term 0.0855 (0.0855) kl_term 0.0376 (0.0376) eta 0:00:01
epoch [82/300] batch [1/1] loss 0.3303 (0.3303) acc 95.0000 (95.0000) loss_ce 0.2919 (0.2919) data_term 0.2919 (0.2919) kl_term 0.0383 (0.0383) eta 0:00:01
epoch [83/300] batch [1/1] loss 0.1746 (0.1746) acc 100.0000 (100.0000) loss_ce 0.1356 (0.1356) data_term 0.1356 (0.1356) kl_term 0.0390 (0.0390) eta 0:00:01
epoch [84/300] batch [1/1] loss 0.1608 (0.1608) acc 100.0000 (100.0000) loss_ce 0.1211 (0.1211) data_term 0.1211 (0.1211) kl_term 0.0397 (0.0397) eta 0:00:01
epoch [85/300] batch [1/1] loss 0.2620 (0.2620) acc 95.0000 (95.0000) loss_ce 0.2215 (0.2215) data_term 0.2215 (0.2215) kl_term 0.0405 (0.0405) eta 0:00:01
epoch [86/300] batch [1/1] loss 0.2245 (0.2245) acc 95.0000 (95.0000) loss_ce 0.1833 (0.1833) data_term 0.1833 (0.1833) kl_term 0.0412 (0.0412) eta 0:00:01
epoch [87/300] batch [1/1] loss 0.3675 (0.3675) acc 90.0000 (90.0000) loss_ce 0.3256 (0.3256) data_term 0.3256 (0.3256) kl_term 0.0419 (0.0419) eta 0:00:01
epoch [88/300] batch [1/1] loss 0.2780 (0.2780) acc 90.0000 (90.0000) loss_ce 0.2354 (0.2354) data_term 0.2354 (0.2354) kl_term 0.0427 (0.0427) eta 0:00:01
epoch [89/300] batch [1/1] loss 0.1726 (0.1726) acc 100.0000 (100.0000) loss_ce 0.1292 (0.1292) data_term 0.1292 (0.1292) kl_term 0.0434 (0.0434) eta 0:00:01
epoch [90/300] batch [1/1] loss 0.1735 (0.1735) acc 100.0000 (100.0000) loss_ce 0.1294 (0.1294) data_term 0.1294 (0.1294) kl_term 0.0441 (0.0441) eta 0:00:01
epoch [91/300] batch [1/1] loss 0.1738 (0.1738) acc 100.0000 (100.0000) loss_ce 0.1290 (0.1290) data_term 0.1290 (0.1290) kl_term 0.0448 (0.0448) eta 0:00:01
epoch [92/300] batch [1/1] loss 0.3674 (0.3674) acc 95.0000 (95.0000) loss_ce 0.3219 (0.3219) data_term 0.3219 (0.3219) kl_term 0.0456 (0.0456) eta 0:00:01
epoch [93/300] batch [1/1] loss 0.1367 (0.1367) acc 100.0000 (100.0000) loss_ce 0.0905 (0.0905) data_term 0.0905 (0.0905) kl_term 0.0463 (0.0463) eta 0:00:01
epoch [94/300] batch [1/1] loss 0.2869 (0.2869) acc 95.0000 (95.0000) loss_ce 0.2399 (0.2399) data_term 0.2399 (0.2399) kl_term 0.0470 (0.0470) eta 0:00:01
epoch [95/300] batch [1/1] loss 0.1949 (0.1949) acc 95.0000 (95.0000) loss_ce 0.1472 (0.1472) data_term 0.1472 (0.1472) kl_term 0.0477 (0.0477) eta 0:00:01
epoch [96/300] batch [1/1] loss 0.2069 (0.2069) acc 95.0000 (95.0000) loss_ce 0.1585 (0.1585) data_term 0.1585 (0.1585) kl_term 0.0484 (0.0484) eta 0:00:01
epoch [97/300] batch [1/1] loss 0.1497 (0.1497) acc 100.0000 (100.0000) loss_ce 0.1006 (0.1006) data_term 0.1006 (0.1006) kl_term 0.0491 (0.0491) eta 0:00:01
epoch [98/300] batch [1/1] loss 0.3168 (0.3168) acc 90.0000 (90.0000) loss_ce 0.2669 (0.2669) data_term 0.2669 (0.2669) kl_term 0.0498 (0.0498) eta 0:00:01
epoch [99/300] batch [1/1] loss 0.2484 (0.2484) acc 95.0000 (95.0000) loss_ce 0.1978 (0.1978) data_term 0.1978 (0.1978) kl_term 0.0506 (0.0506) eta 0:00:01
epoch [100/300] batch [1/1] loss 0.1498 (0.1498) acc 100.0000 (100.0000) loss_ce 0.0986 (0.0986) data_term 0.0986 (0.0986) kl_term 0.0513 (0.0513) eta 0:00:01
epoch [101/300] batch [1/1] loss 0.1461 (0.1461) acc 100.0000 (100.0000) loss_ce 0.0941 (0.0941) data_term 0.0941 (0.0941) kl_term 0.0520 (0.0520) eta 0:00:01
epoch [102/300] batch [1/1] loss 0.1228 (0.1228) acc 100.0000 (100.0000) loss_ce 0.0701 (0.0701) data_term 0.0701 (0.0701) kl_term 0.0527 (0.0527) eta 0:00:01
epoch [103/300] batch [1/1] loss 0.1227 (0.1227) acc 100.0000 (100.0000) loss_ce 0.0693 (0.0693) data_term 0.0693 (0.0693) kl_term 0.0534 (0.0534) eta 0:00:01
epoch [104/300] batch [1/1] loss 0.1693 (0.1693) acc 100.0000 (100.0000) loss_ce 0.1151 (0.1151) data_term 0.1151 (0.1151) kl_term 0.0542 (0.0542) eta 0:00:01
epoch [105/300] batch [1/1] loss 0.1444 (0.1444) acc 100.0000 (100.0000) loss_ce 0.0896 (0.0896) data_term 0.0896 (0.0896) kl_term 0.0549 (0.0549) eta 0:00:01
epoch [106/300] batch [1/1] loss 0.1274 (0.1274) acc 100.0000 (100.0000) loss_ce 0.0718 (0.0718) data_term 0.0718 (0.0718) kl_term 0.0556 (0.0556) eta 0:00:01
epoch [107/300] batch [1/1] loss 0.1091 (0.1091) acc 100.0000 (100.0000) loss_ce 0.0529 (0.0529) data_term 0.0529 (0.0529) kl_term 0.0563 (0.0563) eta 0:00:01
epoch [108/300] batch [1/1] loss 0.1297 (0.1297) acc 100.0000 (100.0000) loss_ce 0.0727 (0.0727) data_term 0.0727 (0.0727) kl_term 0.0569 (0.0569) eta 0:00:01
epoch [109/300] batch [1/1] loss 0.2513 (0.2513) acc 90.0000 (90.0000) loss_ce 0.1937 (0.1937) data_term 0.1937 (0.1937) kl_term 0.0576 (0.0576) eta 0:00:01
epoch [110/300] batch [1/1] loss 0.2035 (0.2035) acc 100.0000 (100.0000) loss_ce 0.1452 (0.1452) data_term 0.1452 (0.1452) kl_term 0.0583 (0.0583) eta 0:00:01
epoch [111/300] batch [1/1] loss 0.2053 (0.2053) acc 100.0000 (100.0000) loss_ce 0.1463 (0.1463) data_term 0.1463 (0.1463) kl_term 0.0590 (0.0590) eta 0:00:01
epoch [112/300] batch [1/1] loss 0.1292 (0.1292) acc 100.0000 (100.0000) loss_ce 0.0696 (0.0696) data_term 0.0696 (0.0696) kl_term 0.0597 (0.0597) eta 0:00:01
epoch [113/300] batch [1/1] loss 0.1228 (0.1228) acc 100.0000 (100.0000) loss_ce 0.0625 (0.0625) data_term 0.0625 (0.0625) kl_term 0.0603 (0.0603) eta 0:00:01
epoch [114/300] batch [1/1] loss 0.2913 (0.2913) acc 90.0000 (90.0000) loss_ce 0.2303 (0.2303) data_term 0.2303 (0.2303) kl_term 0.0610 (0.0610) eta 0:00:01
epoch [115/300] batch [1/1] loss 0.1779 (0.1779) acc 95.0000 (95.0000) loss_ce 0.1162 (0.1162) data_term 0.1162 (0.1162) kl_term 0.0617 (0.0617) eta 0:00:01
epoch [116/300] batch [1/1] loss 0.1682 (0.1682) acc 100.0000 (100.0000) loss_ce 0.1058 (0.1058) data_term 0.1058 (0.1058) kl_term 0.0624 (0.0624) eta 0:00:01
epoch [117/300] batch [1/1] loss 0.1843 (0.1843) acc 100.0000 (100.0000) loss_ce 0.1213 (0.1213) data_term 0.1213 (0.1213) kl_term 0.0630 (0.0630) eta 0:00:01
epoch [118/300] batch [1/1] loss 0.1880 (0.1880) acc 95.0000 (95.0000) loss_ce 0.1243 (0.1243) data_term 0.1243 (0.1243) kl_term 0.0637 (0.0637) eta 0:00:01
epoch [119/300] batch [1/1] loss 0.2817 (0.2817) acc 95.0000 (95.0000) loss_ce 0.2174 (0.2174) data_term 0.2174 (0.2174) kl_term 0.0643 (0.0643) eta 0:00:01
epoch [120/300] batch [1/1] loss 0.1817 (0.1817) acc 100.0000 (100.0000) loss_ce 0.1168 (0.1168) data_term 0.1168 (0.1168) kl_term 0.0650 (0.0650) eta 0:00:01
epoch [121/300] batch [1/1] loss 0.1294 (0.1294) acc 100.0000 (100.0000) loss_ce 0.0638 (0.0638) data_term 0.0638 (0.0638) kl_term 0.0656 (0.0656) eta 0:00:01
epoch [122/300] batch [1/1] loss 0.1911 (0.1911) acc 95.0000 (95.0000) loss_ce 0.1249 (0.1249) data_term 0.1249 (0.1249) kl_term 0.0663 (0.0663) eta 0:00:01
epoch [123/300] batch [1/1] loss 0.1504 (0.1504) acc 100.0000 (100.0000) loss_ce 0.0835 (0.0835) data_term 0.0835 (0.0835) kl_term 0.0669 (0.0669) eta 0:00:01
epoch [124/300] batch [1/1] loss 0.1611 (0.1611) acc 95.0000 (95.0000) loss_ce 0.0935 (0.0935) data_term 0.0935 (0.0935) kl_term 0.0676 (0.0676) eta 0:00:01
epoch [125/300] batch [1/1] loss 0.2099 (0.2099) acc 95.0000 (95.0000) loss_ce 0.1417 (0.1417) data_term 0.1417 (0.1417) kl_term 0.0682 (0.0682) eta 0:00:01
epoch [126/300] batch [1/1] loss 0.2011 (0.2011) acc 100.0000 (100.0000) loss_ce 0.1323 (0.1323) data_term 0.1323 (0.1323) kl_term 0.0689 (0.0689) eta 0:00:01
epoch [127/300] batch [1/1] loss 0.1805 (0.1805) acc 100.0000 (100.0000) loss_ce 0.1110 (0.1110) data_term 0.1110 (0.1110) kl_term 0.0695 (0.0695) eta 0:00:01
epoch [128/300] batch [1/1] loss 0.1831 (0.1831) acc 100.0000 (100.0000) loss_ce 0.1130 (0.1130) data_term 0.1130 (0.1130) kl_term 0.0702 (0.0702) eta 0:00:01
epoch [129/300] batch [1/1] loss 0.2638 (0.2638) acc 90.0000 (90.0000) loss_ce 0.1930 (0.1930) data_term 0.1930 (0.1930) kl_term 0.0708 (0.0708) eta 0:00:01
epoch [130/300] batch [1/1] loss 0.1860 (0.1860) acc 100.0000 (100.0000) loss_ce 0.1144 (0.1144) data_term 0.1144 (0.1144) kl_term 0.0715 (0.0715) eta 0:00:01
epoch [131/300] batch [1/1] loss 0.1767 (0.1767) acc 95.0000 (95.0000) loss_ce 0.1045 (0.1045) data_term 0.1045 (0.1045) kl_term 0.0722 (0.0722) eta 0:00:01
epoch [132/300] batch [1/1] loss 0.2635 (0.2635) acc 90.0000 (90.0000) loss_ce 0.1906 (0.1906) data_term 0.1906 (0.1906) kl_term 0.0729 (0.0729) eta 0:00:00
epoch [133/300] batch [1/1] loss 0.2396 (0.2396) acc 100.0000 (100.0000) loss_ce 0.1660 (0.1660) data_term 0.1660 (0.1660) kl_term 0.0735 (0.0735) eta 0:00:00
epoch [134/300] batch [1/1] loss 0.1966 (0.1966) acc 95.0000 (95.0000) loss_ce 0.1224 (0.1224) data_term 0.1224 (0.1224) kl_term 0.0742 (0.0742) eta 0:00:01
epoch [135/300] batch [1/1] loss 0.1744 (0.1744) acc 100.0000 (100.0000) loss_ce 0.0996 (0.0996) data_term 0.0996 (0.0996) kl_term 0.0748 (0.0748) eta 0:00:01
epoch [136/300] batch [1/1] loss 0.1587 (0.1587) acc 100.0000 (100.0000) loss_ce 0.0832 (0.0832) data_term 0.0832 (0.0832) kl_term 0.0755 (0.0755) eta 0:00:00
epoch [137/300] batch [1/1] loss 0.2879 (0.2879) acc 95.0000 (95.0000) loss_ce 0.2117 (0.2117) data_term 0.2117 (0.2117) kl_term 0.0761 (0.0761) eta 0:00:00
epoch [138/300] batch [1/1] loss 0.3317 (0.3317) acc 95.0000 (95.0000) loss_ce 0.2549 (0.2549) data_term 0.2549 (0.2549) kl_term 0.0768 (0.0768) eta 0:00:00
epoch [139/300] batch [1/1] loss 0.2146 (0.2146) acc 100.0000 (100.0000) loss_ce 0.1372 (0.1372) data_term 0.1372 (0.1372) kl_term 0.0775 (0.0775) eta 0:00:00
epoch [140/300] batch [1/1] loss 0.2294 (0.2294) acc 95.0000 (95.0000) loss_ce 0.1513 (0.1513) data_term 0.1513 (0.1513) kl_term 0.0781 (0.0781) eta 0:00:00
epoch [141/300] batch [1/1] loss 0.2091 (0.2091) acc 100.0000 (100.0000) loss_ce 0.1303 (0.1303) data_term 0.1303 (0.1303) kl_term 0.0788 (0.0788) eta 0:00:01
epoch [142/300] batch [1/1] loss 0.1779 (0.1779) acc 95.0000 (95.0000) loss_ce 0.0984 (0.0984) data_term 0.0984 (0.0984) kl_term 0.0795 (0.0795) eta 0:00:00
epoch [143/300] batch [1/1] loss 0.3010 (0.3010) acc 95.0000 (95.0000) loss_ce 0.2209 (0.2209) data_term 0.2209 (0.2209) kl_term 0.0801 (0.0801) eta 0:00:00
epoch [144/300] batch [1/1] loss 0.1402 (0.1402) acc 100.0000 (100.0000) loss_ce 0.0594 (0.0594) data_term 0.0594 (0.0594) kl_term 0.0808 (0.0808) eta 0:00:00
epoch [145/300] batch [1/1] loss 0.1791 (0.1791) acc 100.0000 (100.0000) loss_ce 0.0977 (0.0977) data_term 0.0977 (0.0977) kl_term 0.0815 (0.0815) eta 0:00:00
epoch [146/300] batch [1/1] loss 0.1598 (0.1598) acc 100.0000 (100.0000) loss_ce 0.0777 (0.0777) data_term 0.0777 (0.0777) kl_term 0.0821 (0.0821) eta 0:00:00
epoch [147/300] batch [1/1] loss 0.1486 (0.1486) acc 100.0000 (100.0000) loss_ce 0.0658 (0.0658) data_term 0.0658 (0.0658) kl_term 0.0828 (0.0828) eta 0:00:00
epoch [148/300] batch [1/1] loss 0.1864 (0.1864) acc 100.0000 (100.0000) loss_ce 0.1029 (0.1029) data_term 0.1029 (0.1029) kl_term 0.0835 (0.0835) eta 0:00:00
epoch [149/300] batch [1/1] loss 0.1335 (0.1335) acc 100.0000 (100.0000) loss_ce 0.0494 (0.0494) data_term 0.0494 (0.0494) kl_term 0.0841 (0.0841) eta 0:00:00
epoch [150/300] batch [1/1] loss 0.1598 (0.1598) acc 100.0000 (100.0000) loss_ce 0.0751 (0.0751) data_term 0.0751 (0.0751) kl_term 0.0848 (0.0848) eta 0:00:00
epoch [151/300] batch [1/1] loss 0.1881 (0.1881) acc 100.0000 (100.0000) loss_ce 0.1026 (0.1026) data_term 0.1026 (0.1026) kl_term 0.0854 (0.0854) eta 0:00:00
epoch [152/300] batch [1/1] loss 0.1969 (0.1969) acc 100.0000 (100.0000) loss_ce 0.1108 (0.1108) data_term 0.1108 (0.1108) kl_term 0.0861 (0.0861) eta 0:00:00
epoch [153/300] batch [1/1] loss 0.1740 (0.1740) acc 100.0000 (100.0000) loss_ce 0.0873 (0.0873) data_term 0.0873 (0.0873) kl_term 0.0867 (0.0867) eta 0:00:00
