***************
** Arguments **
***************
dataset_config_file: configs/datasets/stanford_cars.yaml
epoch [51/300] batch [4/4] loss 0.7172 (0.9226) acc 87.5000 (82.9102) loss_ce 0.5145 (0.7208) loss_constraint 0.2027 (0.2018) eta 0:00:04
epoch [52/300] batch [1/4] loss 0.9182 (0.9182) acc 85.5469 (85.5469) loss_ce 0.7149 (0.7149) loss_constraint 0.2033 (0.2033) eta 0:00:04
epoch [52/300] batch [2/4] loss 0.8972 (0.9077) acc 85.1562 (85.3516) loss_ce 0.6933 (0.7041) loss_constraint 0.2039 (0.2036) eta 0:00:04
epoch [52/300] batch [3/4] loss 1.0203 (0.9452) acc 81.2500 (83.9844) loss_ce 0.8158 (0.7413) loss_constraint 0.2045 (0.2039) eta 0:00:04
epoch [52/300] batch [4/4] loss 0.8686 (0.9261) acc 87.5000 (84.8633) loss_ce 0.6635 (0.7219) loss_constraint 0.2051 (0.2042) eta 0:00:04
epoch [53/300] batch [1/4] loss 0.9427 (0.9427) acc 82.8125 (82.8125) loss_ce 0.7372 (0.7372) loss_constraint 0.2055 (0.2055) eta 0:00:04
epoch [53/300] batch [2/4] loss 0.9431 (0.9429) acc 83.5938 (83.2031) loss_ce 0.7371 (0.7372) loss_constraint 0.2060 (0.2057) eta 0:00:04
epoch [53/300] batch [3/4] loss 0.9628 (0.9495) acc 84.3750 (83.5938) loss_ce 0.7563 (0.7435) loss_constraint 0.2064 (0.2060) eta 0:00:04
epoch [53/300] batch [4/4] loss 0.7327 (0.8953) acc 93.7500 (86.1328) loss_ce 0.5258 (0.6891) loss_constraint 0.2069 (0.2062) eta 0:00:04
epoch [54/300] batch [1/4] loss 0.9952 (0.9952) acc 87.1094 (87.1094) loss_ce 0.7880 (0.7880) loss_constraint 0.2073 (0.2073) eta 0:00:04
epoch [54/300] batch [2/4] loss 0.9489 (0.9721) acc 83.5938 (85.3516) loss_ce 0.7412 (0.7646) loss_constraint 0.2077 (0.2075) eta 0:00:04
epoch [54/300] batch [3/4] loss 0.8930 (0.9457) acc 82.8125 (84.5052) loss_ce 0.6849 (0.7380) loss_constraint 0.2081 (0.2077) eta 0:00:04
epoch [54/300] batch [4/4] loss 1.2055 (1.0107) acc 75.0000 (82.1289) loss_ce 0.9971 (0.8028) loss_constraint 0.2084 (0.2079) eta 0:00:04
epoch [55/300] batch [1/4] loss 1.0007 (1.0007) acc 82.0312 (82.0312) loss_ce 0.7919 (0.7919) loss_constraint 0.2088 (0.2088) eta 0:00:04
epoch [55/300] batch [2/4] loss 0.9380 (0.9694) acc 82.8125 (82.4219) loss_ce 0.7287 (0.7603) loss_constraint 0.2093 (0.2091) eta 0:00:04
epoch [55/300] batch [3/4] loss 0.9629 (0.9672) acc 80.8594 (81.9010) loss_ce 0.7531 (0.7579) loss_constraint 0.2098 (0.2093) eta 0:00:04
epoch [55/300] batch [4/4] loss 0.9512 (0.9632) acc 81.2500 (81.7383) loss_ce 0.7410 (0.7537) loss_constraint 0.2103 (0.2096) eta 0:00:03
epoch [56/300] batch [1/4] loss 0.9696 (0.9696) acc 79.6875 (79.6875) loss_ce 0.7588 (0.7588) loss_constraint 0.2108 (0.2108) eta 0:00:04
epoch [56/300] batch [2/4] loss 0.8756 (0.9226) acc 84.3750 (82.0312) loss_ce 0.6643 (0.7115) loss_constraint 0.2113 (0.2111) eta 0:00:04
epoch [56/300] batch [3/4] loss 1.0412 (0.9621) acc 82.4219 (82.1615) loss_ce 0.8294 (0.7508) loss_constraint 0.2118 (0.2113) eta 0:00:04
epoch [56/300] batch [4/4] loss 1.0529 (0.9848) acc 81.2500 (81.9336) loss_ce 0.8406 (0.7733) loss_constraint 0.2122 (0.2115) eta 0:00:03
epoch [57/300] batch [1/4] loss 0.9642 (0.9642) acc 82.4219 (82.4219) loss_ce 0.7514 (0.7514) loss_constraint 0.2127 (0.2127) eta 0:00:04
epoch [57/300] batch [2/4] loss 1.0474 (1.0058) acc 83.5938 (83.0078) loss_ce 0.8342 (0.7928) loss_constraint 0.2133 (0.2130) eta 0:00:04
epoch [57/300] batch [3/4] loss 0.9139 (0.9752) acc 83.2031 (83.0729) loss_ce 0.7001 (0.7619) loss_constraint 0.2138 (0.2133) eta 0:00:04
epoch [57/300] batch [4/4] loss 0.8085 (0.9335) acc 87.5000 (84.1797) loss_ce 0.5941 (0.7200) loss_constraint 0.2143 (0.2135) eta 0:00:03
epoch [58/300] batch [1/4] loss 0.9014 (0.9014) acc 86.3281 (86.3281) loss_ce 0.6865 (0.6865) loss_constraint 0.2149 (0.2149) eta 0:00:04
epoch [58/300] batch [2/4] loss 0.8946 (0.8980) acc 84.3750 (85.3516) loss_ce 0.6792 (0.6829) loss_constraint 0.2154 (0.2151) eta 0:00:04
epoch [58/300] batch [3/4] loss 1.0267 (0.9409) acc 77.7344 (82.8125) loss_ce 0.8108 (0.7255) loss_constraint 0.2159 (0.2154) eta 0:00:04
epoch [58/300] batch [4/4] loss 0.6887 (0.8778) acc 87.5000 (83.9844) loss_ce 0.4724 (0.6622) loss_constraint 0.2163 (0.2156) eta 0:00:03
epoch [59/300] batch [1/4] loss 0.8660 (0.8660) acc 85.9375 (85.9375) loss_ce 0.6493 (0.6493) loss_constraint 0.2167 (0.2167) eta 0:00:04
epoch [59/300] batch [2/4] loss 0.9980 (0.9320) acc 80.8594 (83.3984) loss_ce 0.7809 (0.7151) loss_constraint 0.2170 (0.2169) eta 0:00:04
epoch [59/300] batch [3/4] loss 0.9368 (0.9336) acc 80.4688 (82.4219) loss_ce 0.7195 (0.7166) loss_constraint 0.2174 (0.2170) eta 0:00:04
epoch [59/300] batch [4/4] loss 0.7897 (0.8976) acc 75.0000 (80.5664) loss_ce 0.5720 (0.6804) loss_constraint 0.2176 (0.2172) eta 0:00:03
epoch [60/300] batch [1/4] loss 0.8856 (0.8856) acc 84.7656 (84.7656) loss_ce 0.6676 (0.6676) loss_constraint 0.2179 (0.2179) eta 0:00:04
epoch [60/300] batch [2/4] loss 0.9218 (0.9037) acc 82.4219 (83.5938) loss_ce 0.7036 (0.6856) loss_constraint 0.2182 (0.2181) eta 0:00:04
epoch [60/300] batch [3/4] loss 1.0938 (0.9671) acc 78.5156 (81.9010) loss_ce 0.8752 (0.7488) loss_constraint 0.2186 (0.2182) eta 0:00:04
epoch [60/300] batch [4/4] loss 0.7445 (0.9114) acc 87.5000 (83.3008) loss_ce 0.5256 (0.6930) loss_constraint 0.2189 (0.2184) eta 0:00:03
epoch [61/300] batch [1/4] loss 0.9967 (0.9967) acc 80.8594 (80.8594) loss_ce 0.7774 (0.7774) loss_constraint 0.2193 (0.2193) eta 0:00:04
epoch [61/300] batch [2/4] loss 0.9700 (0.9833) acc 81.2500 (81.0547) loss_ce 0.7503 (0.7638) loss_constraint 0.2197 (0.2195) eta 0:00:04
epoch [61/300] batch [3/4] loss 0.9866 (0.9844) acc 81.2500 (81.1198) loss_ce 0.7664 (0.7647) loss_constraint 0.2202 (0.2197) eta 0:00:04
epoch [61/300] batch [4/4] loss 1.3832 (1.0841) acc 75.0000 (79.5898) loss_ce 1.1626 (0.8642) loss_constraint 0.2206 (0.2200) eta 0:00:03
epoch [62/300] batch [1/4] loss 0.9802 (0.9802) acc 83.5938 (83.5938) loss_ce 0.7592 (0.7592) loss_constraint 0.2210 (0.2210) eta 0:00:04
epoch [62/300] batch [2/4] loss 0.9663 (0.9732) acc 81.6406 (82.6172) loss_ce 0.7449 (0.7521) loss_constraint 0.2214 (0.2212) eta 0:00:04
epoch [62/300] batch [3/4] loss 1.0292 (0.9919) acc 79.2969 (81.5104) loss_ce 0.8074 (0.7705) loss_constraint 0.2218 (0.2214) eta 0:00:04
epoch [62/300] batch [4/4] loss 1.2474 (1.0558) acc 68.7500 (78.3203) loss_ce 1.0252 (0.8342) loss_constraint 0.2222 (0.2216) eta 0:00:03
epoch [63/300] batch [1/4] loss 0.8933 (0.8933) acc 85.9375 (85.9375) loss_ce 0.6707 (0.6707) loss_constraint 0.2227 (0.2227) eta 0:00:04
epoch [63/300] batch [2/4] loss 0.9916 (0.9425) acc 81.2500 (83.5938) loss_ce 0.7684 (0.7195) loss_constraint 0.2232 (0.2229) eta 0:00:04
epoch [63/300] batch [3/4] loss 0.8345 (0.9065) acc 88.6719 (85.2865) loss_ce 0.6108 (0.6833) loss_constraint 0.2238 (0.2232) eta 0:00:04
epoch [63/300] batch [4/4] loss 0.9207 (0.9101) acc 81.2500 (84.2773) loss_ce 0.6964 (0.6866) loss_constraint 0.2243 (0.2235) eta 0:00:03
epoch [64/300] batch [1/4] loss 0.9448 (0.9448) acc 82.8125 (82.8125) loss_ce 0.7200 (0.7200) loss_constraint 0.2248 (0.2248) eta 0:00:04
epoch [64/300] batch [2/4] loss 0.9172 (0.9310) acc 81.6406 (82.2266) loss_ce 0.6919 (0.7060) loss_constraint 0.2253 (0.2250) eta 0:00:04
epoch [64/300] batch [3/4] loss 0.9633 (0.9418) acc 82.8125 (82.4219) loss_ce 0.7376 (0.7165) loss_constraint 0.2257 (0.2253) eta 0:00:04
epoch [64/300] batch [4/4] loss 1.0998 (0.9813) acc 75.0000 (80.5664) loss_ce 0.8736 (0.7558) loss_constraint 0.2262 (0.2255) eta 0:00:03
epoch [65/300] batch [1/4] loss 0.8950 (0.8950) acc 86.3281 (86.3281) loss_ce 0.6684 (0.6684) loss_constraint 0.2266 (0.2266) eta 0:00:07
epoch [65/300] batch [2/4] loss 1.0144 (0.9547) acc 79.6875 (83.0078) loss_ce 0.7873 (0.7279) loss_constraint 0.2271 (0.2269) eta 0:00:09
epoch [65/300] batch [3/4] loss 0.8763 (0.9286) acc 83.9844 (83.3333) loss_ce 0.6487 (0.7015) loss_constraint 0.2276 (0.2271) eta 0:00:09
epoch [65/300] batch [4/4] loss 1.2331 (1.0047) acc 75.0000 (81.2500) loss_ce 1.0050 (0.7773) loss_constraint 0.2281 (0.2273) eta 0:00:08
epoch [66/300] batch [1/4] loss 0.9247 (0.9247) acc 83.2031 (83.2031) loss_ce 0.6960 (0.6960) loss_constraint 0.2288 (0.2288) eta 0:00:09
epoch [66/300] batch [2/4] loss 1.0544 (0.9896) acc 76.9531 (80.0781) loss_ce 0.8250 (0.7605) loss_constraint 0.2294 (0.2291) eta 0:00:09
epoch [66/300] batch [3/4] loss 0.8612 (0.9468) acc 84.7656 (81.6406) loss_ce 0.6311 (0.7173) loss_constraint 0.2301 (0.2294) eta 0:00:08
epoch [66/300] batch [4/4] loss 1.7842 (1.1561) acc 62.5000 (76.8555) loss_ce 1.5535 (0.9264) loss_constraint 0.2307 (0.2298) eta 0:00:08
epoch [67/300] batch [1/4] loss 0.9931 (0.9931) acc 78.9062 (78.9062) loss_ce 0.7618 (0.7618) loss_constraint 0.2313 (0.2313) eta 0:00:09
epoch [67/300] batch [2/4] loss 0.9582 (0.9756) acc 82.4219 (80.6641) loss_ce 0.7263 (0.7440) loss_constraint 0.2319 (0.2316) eta 0:00:09
epoch [67/300] batch [3/4] loss 0.9846 (0.9786) acc 82.8125 (81.3802) loss_ce 0.7521 (0.7467) loss_constraint 0.2325 (0.2319) eta 0:00:08
epoch [67/300] batch [4/4] loss 0.9490 (0.9712) acc 81.2500 (81.3477) loss_ce 0.7159 (0.7390) loss_constraint 0.2331 (0.2322) eta 0:00:08
epoch [68/300] batch [1/4] loss 0.9448 (0.9448) acc 82.8125 (82.8125) loss_ce 0.7111 (0.7111) loss_constraint 0.2337 (0.2337) eta 0:00:09
epoch [68/300] batch [2/4] loss 0.8647 (0.9048) acc 86.7188 (84.7656) loss_ce 0.6305 (0.6708) loss_constraint 0.2342 (0.2340) eta 0:00:09
epoch [68/300] batch [3/4] loss 0.9337 (0.9144) acc 84.7656 (84.7656) loss_ce 0.6990 (0.6802) loss_constraint 0.2348 (0.2342) eta 0:00:08
epoch [68/300] batch [4/4] loss 0.5812 (0.8311) acc 93.7500 (87.0117) loss_ce 0.3460 (0.5966) loss_constraint 0.2352 (0.2345) eta 0:00:08
epoch [69/300] batch [1/4] loss 0.9223 (0.9223) acc 82.0312 (82.0312) loss_ce 0.6866 (0.6866) loss_constraint 0.2357 (0.2357) eta 0:00:09
epoch [69/300] batch [2/4] loss 1.0248 (0.9735) acc 80.0781 (81.0547) loss_ce 0.7887 (0.7377) loss_constraint 0.2361 (0.2359) eta 0:00:09
epoch [69/300] batch [3/4] loss 1.0736 (1.0069) acc 80.0781 (80.7292) loss_ce 0.8372 (0.7708) loss_constraint 0.2364 (0.2361) eta 0:00:08
epoch [69/300] batch [4/4] loss 0.9254 (0.9865) acc 81.2500 (80.8594) loss_ce 0.6887 (0.7503) loss_constraint 0.2367 (0.2362) eta 0:00:08
epoch [70/300] batch [1/4] loss 1.0560 (1.0560) acc 81.2500 (81.2500) loss_ce 0.8190 (0.8190) loss_constraint 0.2370 (0.2370) eta 0:00:09
epoch [70/300] batch [2/4] loss 0.9721 (1.0141) acc 81.6406 (81.4453) loss_ce 0.7348 (0.7769) loss_constraint 0.2373 (0.2372) eta 0:00:09
epoch [70/300] batch [3/4] loss 0.9425 (0.9902) acc 86.3281 (83.0729) loss_ce 0.7049 (0.7529) loss_constraint 0.2376 (0.2373) eta 0:00:08
epoch [70/300] batch [4/4] loss 1.2739 (1.0611) acc 68.7500 (79.4922) loss_ce 1.0361 (0.8237) loss_constraint 0.2379 (0.2374) eta 0:00:08
epoch [71/300] batch [1/4] loss 0.7668 (0.7668) acc 87.8906 (87.8906) loss_ce 0.5287 (0.5287) loss_constraint 0.2381 (0.2381) eta 0:00:09
epoch [71/300] batch [2/4] loss 0.9355 (0.8512) acc 84.3750 (86.1328) loss_ce 0.6973 (0.6130) loss_constraint 0.2383 (0.2382) eta 0:00:07
epoch [71/300] batch [3/4] loss 0.9182 (0.8735) acc 85.5469 (85.9375) loss_ce 0.6796 (0.6352) loss_constraint 0.2385 (0.2383) eta 0:00:06
epoch [71/300] batch [4/4] loss 0.9917 (0.9030) acc 81.2500 (84.7656) loss_ce 0.7529 (0.6646) loss_constraint 0.2387 (0.2384) eta 0:00:05
epoch [72/300] batch [1/4] loss 1.0092 (1.0092) acc 80.8594 (80.8594) loss_ce 0.7702 (0.7702) loss_constraint 0.2390 (0.2390) eta 0:00:03
epoch [72/300] batch [2/4] loss 0.9263 (0.9678) acc 80.8594 (80.8594) loss_ce 0.6870 (0.7286) loss_constraint 0.2393 (0.2391) eta 0:00:03
epoch [72/300] batch [3/4] loss 0.9650 (0.9668) acc 80.4688 (80.7292) loss_ce 0.7255 (0.7276) loss_constraint 0.2395 (0.2393) eta 0:00:03
epoch [72/300] batch [4/4] loss 0.7262 (0.9067) acc 87.5000 (82.4219) loss_ce 0.4864 (0.6673) loss_constraint 0.2398 (0.2394) eta 0:00:03
epoch [73/300] batch [1/4] loss 1.0974 (1.0974) acc 79.6875 (79.6875) loss_ce 0.8574 (0.8574) loss_constraint 0.2400 (0.2400) eta 0:00:03
epoch [73/300] batch [2/4] loss 1.1327 (1.1150) acc 76.5625 (78.1250) loss_ce 0.8926 (0.8750) loss_constraint 0.2401 (0.2400) eta 0:00:03
epoch [73/300] batch [3/4] loss 0.9224 (1.0508) acc 81.6406 (79.2969) loss_ce 0.6822 (0.8107) loss_constraint 0.2402 (0.2401) eta 0:00:03
epoch [73/300] batch [4/4] loss 0.8089 (0.9903) acc 93.7500 (82.9102) loss_ce 0.5686 (0.7502) loss_constraint 0.2403 (0.2401) eta 0:00:02
epoch [74/300] batch [1/4] loss 0.9494 (0.9494) acc 85.1562 (85.1562) loss_ce 0.7091 (0.7091) loss_constraint 0.2404 (0.2404) eta 0:00:03
epoch [74/300] batch [2/4] loss 0.9290 (0.9392) acc 82.8125 (83.9844) loss_ce 0.6885 (0.6988) loss_constraint 0.2405 (0.2404) eta 0:00:03
epoch [74/300] batch [3/4] loss 0.9346 (0.9377) acc 83.5938 (83.8542) loss_ce 0.6939 (0.6972) loss_constraint 0.2407 (0.2405) eta 0:00:03
epoch [74/300] batch [4/4] loss 1.0524 (0.9664) acc 81.2500 (83.2031) loss_ce 0.8115 (0.7258) loss_constraint 0.2409 (0.2406) eta 0:00:02
epoch [75/300] batch [1/4] loss 0.9070 (0.9070) acc 87.5000 (87.5000) loss_ce 0.6659 (0.6659) loss_constraint 0.2411 (0.2411) eta 0:00:03
epoch [75/300] batch [2/4] loss 0.9181 (0.9125) acc 84.3750 (85.9375) loss_ce 0.6767 (0.6713) loss_constraint 0.2414 (0.2412) eta 0:00:03
epoch [75/300] batch [3/4] loss 0.9062 (0.9104) acc 82.4219 (84.7656) loss_ce 0.6645 (0.6691) loss_constraint 0.2417 (0.2414) eta 0:00:03
epoch [75/300] batch [4/4] loss 0.6783 (0.8524) acc 93.7500 (87.0117) loss_ce 0.4364 (0.6109) loss_constraint 0.2419 (0.2415) eta 0:00:02
epoch [76/300] batch [1/4] loss 1.0376 (1.0376) acc 82.4219 (82.4219) loss_ce 0.7954 (0.7954) loss_constraint 0.2422 (0.2422) eta 0:00:03
epoch [76/300] batch [2/4] loss 0.9781 (1.0079) acc 85.1562 (83.7891) loss_ce 0.7357 (0.7655) loss_constraint 0.2425 (0.2423) eta 0:00:03
epoch [76/300] batch [3/4] loss 0.9422 (0.9860) acc 84.3750 (83.9844) loss_ce 0.6995 (0.7435) loss_constraint 0.2427 (0.2425) eta 0:00:03
epoch [76/300] batch [4/4] loss 0.7056 (0.9159) acc 93.7500 (86.4258) loss_ce 0.4627 (0.6733) loss_constraint 0.2429 (0.2426) eta 0:00:02
epoch [77/300] batch [1/4] loss 0.8430 (0.8430) acc 86.7188 (86.7188) loss_ce 0.6000 (0.6000) loss_constraint 0.2430 (0.2430) eta 0:00:03
epoch [77/300] batch [2/4] loss 0.9784 (0.9107) acc 84.3750 (85.5469) loss_ce 0.7352 (0.6676) loss_constraint 0.2431 (0.2431) eta 0:00:03
epoch [77/300] batch [3/4] loss 0.9483 (0.9232) acc 82.4219 (84.5052) loss_ce 0.7050 (0.6801) loss_constraint 0.2433 (0.2431) eta 0:00:03
epoch [77/300] batch [4/4] loss 1.2217 (0.9978) acc 68.7500 (80.5664) loss_ce 0.9784 (0.7547) loss_constraint 0.2434 (0.2432) eta 0:00:02
epoch [78/300] batch [1/4] loss 0.9359 (0.9359) acc 83.2031 (83.2031) loss_ce 0.6924 (0.6924) loss_constraint 0.2435 (0.2435) eta 0:00:03
epoch [78/300] batch [2/4] loss 0.9041 (0.9200) acc 86.3281 (84.7656) loss_ce 0.6603 (0.6764) loss_constraint 0.2437 (0.2436) eta 0:00:03
epoch [78/300] batch [3/4] loss 0.9129 (0.9176) acc 89.4531 (86.3281) loss_ce 0.6689 (0.6739) loss_constraint 0.2440 (0.2438) eta 0:00:03
epoch [78/300] batch [4/4] loss 1.0133 (0.9416) acc 81.2500 (85.0586) loss_ce 0.7691 (0.6977) loss_constraint 0.2443 (0.2439) eta 0:00:02
epoch [79/300] batch [1/4] loss 0.8385 (0.8385) acc 87.1094 (87.1094) loss_ce 0.5939 (0.5939) loss_constraint 0.2446 (0.2446) eta 0:00:03
epoch [79/300] batch [2/4] loss 0.9081 (0.8733) acc 85.5469 (86.3281) loss_ce 0.6632 (0.6286) loss_constraint 0.2449 (0.2447) eta 0:00:03
epoch [79/300] batch [3/4] loss 1.0129 (0.9198) acc 83.9844 (85.5469) loss_ce 0.7677 (0.6749) loss_constraint 0.2452 (0.2449) eta 0:00:03
epoch [79/300] batch [4/4] loss 0.8944 (0.9135) acc 81.2500 (84.4727) loss_ce 0.6489 (0.6684) loss_constraint 0.2455 (0.2451) eta 0:00:02
epoch [80/300] batch [1/4] loss 0.9042 (0.9042) acc 84.3750 (84.3750) loss_ce 0.6584 (0.6584) loss_constraint 0.2458 (0.2458) eta 0:00:03
epoch [80/300] batch [2/4] loss 0.9649 (0.9346) acc 83.9844 (84.1797) loss_ce 0.7188 (0.6886) loss_constraint 0.2461 (0.2460) eta 0:00:03
epoch [80/300] batch [3/4] loss 0.9775 (0.9489) acc 81.2500 (83.2031) loss_ce 0.7311 (0.7027) loss_constraint 0.2464 (0.2461) eta 0:00:03
epoch [80/300] batch [4/4] loss 1.2669 (1.0284) acc 81.2500 (82.7148) loss_ce 1.0203 (0.7821) loss_constraint 0.2467 (0.2462) eta 0:00:02
epoch [81/300] batch [1/4] loss 0.8543 (0.8543) acc 86.7188 (86.7188) loss_ce 0.6074 (0.6074) loss_constraint 0.2469 (0.2469) eta 0:00:03
epoch [81/300] batch [2/4] loss 0.9122 (0.8832) acc 83.9844 (85.3516) loss_ce 0.6650 (0.6362) loss_constraint 0.2472 (0.2470) eta 0:00:03
epoch [81/300] batch [3/4] loss 0.9492 (0.9052) acc 81.2500 (83.9844) loss_ce 0.7018 (0.6581) loss_constraint 0.2474 (0.2472) eta 0:00:03
epoch [81/300] batch [4/4] loss 0.5633 (0.8197) acc 93.7500 (86.4258) loss_ce 0.3156 (0.5725) loss_constraint 0.2477 (0.2473) eta 0:00:02
epoch [82/300] batch [1/4] loss 0.9152 (0.9152) acc 85.5469 (85.5469) loss_ce 0.6674 (0.6674) loss_constraint 0.2478 (0.2478) eta 0:00:03
epoch [82/300] batch [2/4] loss 0.9600 (0.9376) acc 81.2500 (83.3984) loss_ce 0.7121 (0.6898) loss_constraint 0.2479 (0.2478) eta 0:00:03
epoch [82/300] batch [3/4] loss 0.9341 (0.9364) acc 85.5469 (84.1146) loss_ce 0.6861 (0.6885) loss_constraint 0.2480 (0.2479) eta 0:00:03
epoch [82/300] batch [4/4] loss 0.8503 (0.9149) acc 81.2500 (83.3984) loss_ce 0.6022 (0.6669) loss_constraint 0.2481 (0.2480) eta 0:00:02
epoch [83/300] batch [1/4] loss 0.8502 (0.8502) acc 85.5469 (85.5469) loss_ce 0.6018 (0.6018) loss_constraint 0.2483 (0.2483) eta 0:00:03
epoch [83/300] batch [2/4] loss 0.9452 (0.8977) acc 82.4219 (83.9844) loss_ce 0.6966 (0.6492) loss_constraint 0.2485 (0.2484) eta 0:00:03
epoch [83/300] batch [3/4] loss 0.9741 (0.9231) acc 82.0312 (83.3333) loss_ce 0.7254 (0.6746) loss_constraint 0.2487 (0.2485) eta 0:00:03
epoch [83/300] batch [4/4] loss 1.0111 (0.9451) acc 87.5000 (84.3750) loss_ce 0.7622 (0.6965) loss_constraint 0.2489 (0.2486) eta 0:00:04
epoch [84/300] batch [1/4] loss 0.9106 (0.9106) acc 83.2031 (83.2031) loss_ce 0.6616 (0.6616) loss_constraint 0.2491 (0.2491) eta 0:00:10
epoch [84/300] batch [2/4] loss 0.9029 (0.9068) acc 85.5469 (84.3750) loss_ce 0.6537 (0.6576) loss_constraint 0.2493 (0.2492) eta 0:00:09
epoch [84/300] batch [3/4] loss 0.8137 (0.8758) acc 87.8906 (85.5469) loss_ce 0.5643 (0.6265) loss_constraint 0.2494 (0.2493) eta 0:00:08
epoch [84/300] batch [4/4] loss 0.5173 (0.7861) acc 100.0000 (89.1602) loss_ce 0.2677 (0.5368) loss_constraint 0.2496 (0.2493) eta 0:00:08
epoch [85/300] batch [1/4] loss 0.8360 (0.8360) acc 87.1094 (87.1094) loss_ce 0.5863 (0.5863) loss_constraint 0.2497 (0.2497) eta 0:00:09
epoch [85/300] batch [2/4] loss 0.8327 (0.8343) acc 88.6719 (87.8906) loss_ce 0.5828 (0.5845) loss_constraint 0.2498 (0.2498) eta 0:00:08
epoch [85/300] batch [3/4] loss 0.9942 (0.8876) acc 80.8594 (85.5469) loss_ce 0.7442 (0.6378) loss_constraint 0.2500 (0.2498) eta 0:00:08
epoch [85/300] batch [4/4] loss 0.8235 (0.8716) acc 93.7500 (87.5977) loss_ce 0.5734 (0.6217) loss_constraint 0.2501 (0.2499) eta 0:00:08
epoch [86/300] batch [1/4] loss 0.8960 (0.8960) acc 84.3750 (84.3750) loss_ce 0.6458 (0.6458) loss_constraint 0.2502 (0.2502) eta 0:00:09
epoch [86/300] batch [2/4] loss 1.0015 (0.9487) acc 82.8125 (83.5938) loss_ce 0.7512 (0.6985) loss_constraint 0.2503 (0.2502) eta 0:00:08
epoch [86/300] batch [3/4] loss 0.9180 (0.9385) acc 85.5469 (84.2448) loss_ce 0.6677 (0.6883) loss_constraint 0.2503 (0.2502) eta 0:00:08
epoch [86/300] batch [4/4] loss 0.9604 (0.9440) acc 81.2500 (83.4961) loss_ce 0.7100 (0.6937) loss_constraint 0.2503 (0.2503) eta 0:00:08
epoch [87/300] batch [1/4] loss 0.9187 (0.9187) acc 86.3281 (86.3281) loss_ce 0.6683 (0.6683) loss_constraint 0.2504 (0.2504) eta 0:00:09
epoch [87/300] batch [2/4] loss 1.0222 (0.9704) acc 82.4219 (84.3750) loss_ce 0.7717 (0.7200) loss_constraint 0.2505 (0.2504) eta 0:00:08
epoch [87/300] batch [3/4] loss 0.8656 (0.9355) acc 86.7188 (85.1562) loss_ce 0.6151 (0.6850) loss_constraint 0.2506 (0.2505) eta 0:00:08
epoch [87/300] batch [4/4] loss 0.6664 (0.8682) acc 87.5000 (85.7422) loss_ce 0.4157 (0.6177) loss_constraint 0.2507 (0.2505) eta 0:00:08
epoch [88/300] batch [1/4] loss 0.8920 (0.8920) acc 87.5000 (87.5000) loss_ce 0.6413 (0.6413) loss_constraint 0.2507 (0.2507) eta 0:00:09
epoch [88/300] batch [2/4] loss 0.8733 (0.8827) acc 84.7656 (86.1328) loss_ce 0.6226 (0.6319) loss_constraint 0.2508 (0.2507) eta 0:00:08
epoch [88/300] batch [3/4] loss 0.9325 (0.8993) acc 84.3750 (85.5469) loss_ce 0.6817 (0.6485) loss_constraint 0.2508 (0.2508) eta 0:00:08
epoch [88/300] batch [4/4] loss 0.7334 (0.8578) acc 87.5000 (86.0352) loss_ce 0.4825 (0.6070) loss_constraint 0.2509 (0.2508) eta 0:00:08
epoch [89/300] batch [1/4] loss 0.9139 (0.9139) acc 83.5938 (83.5938) loss_ce 0.6629 (0.6629) loss_constraint 0.2509 (0.2509) eta 0:00:08
epoch [89/300] batch [2/4] loss 0.7395 (0.8267) acc 91.0156 (87.3047) loss_ce 0.4885 (0.5757) loss_constraint 0.2510 (0.2510) eta 0:00:08
epoch [89/300] batch [3/4] loss 0.8794 (0.8442) acc 87.1094 (87.2396) loss_ce 0.6283 (0.5932) loss_constraint 0.2511 (0.2510) eta 0:00:08
epoch [89/300] batch [4/4] loss 1.0506 (0.8958) acc 87.5000 (87.3047) loss_ce 0.7995 (0.6448) loss_constraint 0.2512 (0.2511) eta 0:00:07
epoch [90/300] batch [1/4] loss 0.9197 (0.9197) acc 83.5938 (83.5938) loss_ce 0.6686 (0.6686) loss_constraint 0.2511 (0.2511) eta 0:00:07
epoch [90/300] batch [2/4] loss 0.9948 (0.9572) acc 80.0781 (81.8359) loss_ce 0.7437 (0.7061) loss_constraint 0.2511 (0.2511) eta 0:00:07
epoch [90/300] batch [3/4] loss 0.8744 (0.9296) acc 87.8906 (83.8542) loss_ce 0.6233 (0.6785) loss_constraint 0.2511 (0.2511) eta 0:00:07
epoch [90/300] batch [4/4] loss 0.7416 (0.8826) acc 87.5000 (84.7656) loss_ce 0.4905 (0.6315) loss_constraint 0.2511 (0.2511) eta 0:00:07
epoch [91/300] batch [1/4] loss 0.9013 (0.9013) acc 83.9844 (83.9844) loss_ce 0.6501 (0.6501) loss_constraint 0.2512 (0.2512) eta 0:00:08
epoch [91/300] batch [2/4] loss 0.9576 (0.9295) acc 85.5469 (84.7656) loss_ce 0.7063 (0.6782) loss_constraint 0.2513 (0.2512) eta 0:00:08
epoch [91/300] batch [3/4] loss 0.8547 (0.9045) acc 85.9375 (85.1562) loss_ce 0.6032 (0.6532) loss_constraint 0.2515 (0.2513) eta 0:00:08
